,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
Ddx19b,0.9624,0.03759999999999997,3.2424258586979,2.5947598e-05,5.490956e-06,0.0,0.25,2.677978,2.5965734,2.178619,-5.9156284,12.281965,0.121883616,0.18960841,0.10803324099722995,0.15531784841075344,0.14640649,0.11795721,True,3 vs Rest,3,Rest
Gm20275,0.9558,0.04420000000000002,3.0738236812785265,0.00029847203,4.1377352e-05,0.0,0.25,2.6674132,2.5630512,3.0485685,-6.4391623,14.423667,1.7645426,0.44682062,0.3905817174515223,0.17194376528116803,2.545102,0.31449237,True,3 vs Rest,3,Rest
Mid1,0.9658,0.03420000000000001,3.3407308473273742,0.00047826237,8.8148656e-05,0.0,0.25,2.6645129,2.7998161,1.9509101,-4.4589176,7.1949472,4.130195,1.1804359,0.8199445983379449,0.4237163814180714,5.76378,0.832853,True,3 vs Rest,3,Rest
Dennd5a,0.9602,0.03979999999999995,3.1832744429646964,5.535413e-05,1.0715603e-05,0.0,0.25,2.6624281,2.693748,2.00962,-4.613697,9.273375,0.4127426,0.18765244,0.2853185595567865,0.14138141809290591,0.53322476,0.12279929,True,3 vs Rest,3,Rest
Fgf13,0.9714,0.02859999999999996,3.525331272729971,0.00027645816,4.872157e-05,0.0,0.25,2.6552691,2.3888326,3.2423267,-7.3007708,9.055385,1.9445976,0.66286325,0.4459833795013833,0.21100244498776702,2.7256353,0.47300178,True,3 vs Rest,3,Rest
Megf8,0.9646,0.03539999999999999,3.305001415376299,3.6205427e-05,7.223279e-06,0.0,0.25,2.6534646,2.807744,1.9976383,-6.881301,10.922288,0.20775613,0.15220018,0.1717451523545707,0.13239608801955685,0.26633716,0.10297909,True,3 vs Rest,3,Rest
Rhbdl3,0.9624,0.03759999999999997,3.2424258586979,0.00014827358,2.8067214e-05,0.0,0.25,2.6512942,2.801556,1.8547742,-4.231408,9.019307,1.0166203,0.4423585,0.4986149584487512,0.2611246943765169,1.370992,0.28584987,True,3 vs Rest,3,Rest
Sulf1,0.9684,0.03159999999999996,3.4224877983417037,0.00042871045,7.115389e-05,0.0,0.25,2.648165,2.7751446,1.5268471,-3.5745993,7.8061686,3.421056,0.55104965,0.7562326869806048,0.21167481662590878,4.53208,0.40374753,True,3 vs Rest,3,Rest
Efhb,0.9646,0.03539999999999999,3.305001415376299,8.61439e-05,1.3965516e-05,0.0,0.25,2.6465507,2.5913672,1.683905,-2.9575844,9.284724,0.35457078,0.23098977,0.20221606648199453,0.1473716381418053,0.47897002,0.13822152,True,3 vs Rest,3,Rest
Mme,0.9566,0.043399999999999994,3.0929256701788073,4.750904e-05,9.498024e-06,0.0,0.25,2.6389956,2.6692472,2.6468315,-7.635727,12.545527,0.21329634,0.09370399,0.1135734072022161,0.051222493887531376,0.19729403,0.058091115,True,3 vs Rest,3,Rest
Rassf5,0.9544,0.045599999999999974,3.041174945442932,6.28132e-05,1.2900485e-05,0.0,0.25,2.6343448,2.6230693,2.0252967,-4.095891,10.138997,0.2963989,0.17799476,0.21052631578947376,0.12139364303178247,0.3899227,0.11482491,True,3 vs Rest,3,Rest
Col5a1,0.9578,0.042200000000000015,3.122218540340339,4.164577e-05,9.335377e-06,0.0,0.25,2.6306465,2.590085,1.9549155,-4.1022673,10.385955,0.17174506,0.21326363,0.146814404432133,0.12658924205378705,0.22082809,0.13031028,True,3 vs Rest,3,Rest
Arhgap31,0.9582,0.04179999999999995,3.132159956120126,5.0688468e-05,1.0411327e-05,0.0,0.25,2.6296706,2.7339592,2.5921001,-6.344122,11.725524,0.22991681,0.20433944,0.15512465373961223,0.13037897310513155,0.31006235,0.1327273,True,3 vs Rest,3,Rest
E130307A14Rik,0.9584,0.04159999999999997,3.1371648301434383,3.6634294e-05,7.2453918e-06,0.0,0.25,2.6277142,2.718966,2.343014,-5.383419,11.1844225,0.22991678,0.16075763,0.16897506925207761,0.11833740831295626,0.30143338,0.10430671,True,3 vs Rest,3,Rest
Tmtc1,0.964,0.03600000000000003,3.2875720887501396,0.00019092392,3.687963e-05,0.0,0.25,2.6208966,2.6972084,2.2907357,-4.7935457,9.758495,1.3074785,0.17799477,0.5041551246537374,0.09107579462102645,1.8593551,0.1387275,True,3 vs Rest,3,Rest
Bnc2,0.957,0.04300000000000004,3.1026030536505993,0.000121676065,1.9749788e-05,0.0,0.25,2.6115618,2.6363788,2.5278718,-5.5873585,10.185754,0.6038781,0.11418073,0.27700831024930733,0.05757946210269062,0.8676863,0.09192864,True,3 vs Rest,3,Rest
Zfp398,0.9588,0.041200000000000014,3.1472440139160347,4.449832e-05,1.1198285e-05,0.0,0.25,2.6095996,2.6348886,1.988063,-6.2611856,9.833799,0.3379503,0.33826336,0.26592797783933514,0.24792176039118766,0.47881237,0.21790208,True,3 vs Rest,3,Rest
Gucy1a2,0.9584,0.04159999999999997,3.1371648301434383,5.59893e-05,1.3480677e-05,0.0,0.25,2.608951,2.7352371,2.6224864,-7.7510605,10.977514,0.4293631,0.16595326,0.23545706371191144,0.07438875305623534,0.5654685,0.11809325,True,3 vs Rest,3,Rest
Msrb3,0.963,0.03700000000000003,3.2591352392678825,0.00015162177,2.9778104e-05,0.0,0.25,2.6084902,2.6230345,1.756143,-3.3059282,8.865182,0.8531853,0.2457819,0.4238227146814389,0.14400977995109646,1.1429318,0.18019184,True,3 vs Rest,3,Rest
Csmd2,0.953,0.04700000000000004,3.0094670996713875,0.000111528505,1.7922532e-05,0.0,0.25,2.6067264,2.6731443,2.2921538,-5.5526533,10.672002,0.45429385,0.3870408,0.18559556786703607,0.19688264058678992,0.6276504,0.24279848,True,3 vs Rest,3,Rest
Sdc3,0.9646,0.03539999999999999,3.305001415376299,7.449012e-05,1.6848866e-05,0.0,0.25,2.5922427,2.5957108,1.758169,-3.3429518,8.614273,0.6011082,0.17646664,0.39335180055401536,0.12243276283618339,0.7504316,0.122460194,True,3 vs Rest,3,Rest
Zbtb10,0.975,0.025000000000000022,3.663561256386136,0.00016654069,2.6590136e-05,0.0,0.25,2.587389,2.5808463,1.3740165,-2.4090414,7.8044786,1.1385038,0.46161273,0.487534626038779,0.27310513447431567,1.4273548,0.28851876,True,3 vs Rest,3,Rest
Nup93,0.9612,0.038799999999999946,3.209762009904824,1.8081244e-05,4.0621776e-06,0.0,0.25,2.5822144,2.5419846,2.009316,-5.4258413,10.752888,0.12465368,0.29932702,0.10803324099722995,0.20495110024449112,0.15124199,0.17372966,True,3 vs Rest,3,Rest
Zdhhc17,0.9566,0.043399999999999994,3.0929256701788073,4.229404e-05,9.923933e-06,0.0,0.25,2.5764682,2.6576204,1.7138771,-4.537407,7.464554,0.31024936,0.30611184,0.2299168975069253,0.22720048899754594,0.39772996,0.20264226,True,3 vs Rest,3,Rest
Apaf1,0.9698,0.030200000000000005,3.469247619476059,0.00015471879,2.6510119e-05,0.0,0.25,2.5726075,2.555552,1.5182745,-3.5009327,8.840212,1.0110799,0.6539456,0.4542936288088624,0.37567237163812334,1.3211362,0.39887717,True,3 vs Rest,3,Rest
Ifit2,0.9592,0.04079999999999995,3.157417287630535,0.00011451864,2.4343315e-05,0.0,0.25,2.5682578,2.5555882,1.9507879,-3.7205324,10.544892,0.4127424,0.26026857,0.17728531855955684,0.06992665036674907,0.4700781,0.15097715,True,3 vs Rest,3,Rest
Kalrn,0.9614,0.03859999999999997,3.2151380303232497,0.0004283372,7.647897e-05,0.0,0.25,2.5620406,2.5494413,2.4111445,-4.8205338,9.07623,3.839342,1.2295781,0.7506925207756187,0.420171149144233,5.260362,0.84560084,True,3 vs Rest,3,Rest
Rai1,0.9616,0.03839999999999999,3.2205408541699643,9.193688e-05,1.8822193e-05,0.0,0.25,2.5521452,2.6006203,1.5728699,-2.8541946,7.069416,0.62049854,0.20458394,0.4127423822714667,0.15586797066014216,0.8796157,0.14231561,True,3 vs Rest,3,Rest
Igfbp4,0.964,0.03600000000000003,3.2875720887501396,0.00016917872,4.862006e-05,0.0,0.25,2.546366,2.6963153,2.0237856,-4.6234913,9.674295,1.4709135,0.55251217,0.5567867036011053,0.1938264058679637,1.8432001,0.45964006,True,3 vs Rest,3,Rest
Wscd1,0.9592,0.04079999999999995,3.157417287630535,2.454786e-05,6.408364e-06,0.0,0.25,2.5385895,2.6032205,2.146137,-5.3113136,10.349554,0.18559548,0.07108789,0.14127423822714685,0.052750611246944655,0.21657814,0.053160135,True,3 vs Rest,3,Rest
St6gal1,0.9588,0.041200000000000014,3.1472440139160347,2.3540584e-05,6.033294e-06,0.0,0.25,2.5376463,2.7587156,2.9783375,-8.806179,10.650692,0.15789469,0.06852066,0.10803324099722995,0.04504889975550173,0.23000468,0.046456013,True,3 vs Rest,3,Rest
Rnf103,0.9546,0.045399999999999996,3.0457800897357927,6.8729874e-05,1.1656118e-05,0.0,0.25,2.5366771,2.5350895,1.8451362,-3.3728085,9.133301,0.24099712,0.35146627,0.17728531855955684,0.24511002444986754,0.3022284,0.22465962,True,3 vs Rest,3,Rest
Helb,0.9532,0.04679999999999995,3.0139413391167738,3.3287753e-05,8.511763e-06,0.0,0.25,2.5323775,2.4705558,1.9066199,-3.7039165,10.1929655,0.21329628,0.16546421,0.17451523545706377,0.13893643031784494,0.2706355,0.10470002,True,3 vs Rest,3,Rest
Map2k7,0.9606,0.03939999999999999,3.1937920295299222,4.6011573e-05,9.41124e-06,0.0,0.25,2.531836,2.486609,1.7908442,-3.9290075,10.38674,0.19390571,0.30036613,0.16897506925207761,0.24168704156478218,0.2276101,0.18352544,True,3 vs Rest,3,Rest
Zbtb1,0.9572,0.04279999999999995,3.1074740302487736,2.9796392e-05,7.2235293e-06,0.0,0.25,2.52672,2.5025759,1.8302215,-3.7789526,9.456419,0.25761762,0.3034835,0.2049861495844876,0.23074572127138435,0.31690866,0.18967971,True,3 vs Rest,3,Rest
Prkce,0.965,0.03500000000000003,3.316779764498021,0.00019644528,3.2261025e-05,0.0,0.25,2.5262575,2.4513001,2.3487751,-4.7589865,8.581307,1.4875333,0.39639282,0.5706371191135705,0.22194376528116486,2.037222,0.28047517,True,3 vs Rest,3,Rest
Parp9,0.9576,0.04239999999999999,3.1172815665995963,0.00014473104,3.386227e-05,0.0,0.25,2.5230224,2.5469337,1.621473,-3.313488,7.773731,1.066482,0.6911146,0.5484764542936261,0.40446210268946625,1.3725009,0.44249305,True,3 vs Rest,3,Rest
Boc,0.9538,0.04620000000000002,3.0274740018106154,0.00019721845,3.7534297e-05,0.0,0.25,2.5190198,2.5952058,2.3664205,-7.013465,10.963408,1.5983361,0.23691885,0.601108033240994,0.11625916870415444,2.270491,0.20061252,True,3 vs Rest,3,Rest
Cyyr1,0.9534,0.046599999999999975,3.0184337975356508,0.00016659441,2.4433202e-05,0.0,0.25,2.5165105,2.4999719,2.7186859,-6.349227,10.312262,0.9085872,0.5099034,0.18836565096952915,0.20116136919314662,1.2290252,0.32697445,True,3 vs Rest,3,Rest
Thbs1,0.9562,0.04379999999999995,3.0833330609571905,6.4373984e-05,1.7257598e-05,0.0,0.25,2.516043,2.6087484,2.1924632,-7.542061,11.172233,0.2049861,0.29064742,0.1135734072022161,0.08251833740831306,0.2590419,0.1890439,True,3 vs Rest,3,Rest
Fndc3b,0.9588,0.041200000000000014,3.1472440139160347,0.0002768443,4.4162192e-05,0.0,0.25,2.512332,2.5971565,2.0365412,-4.476968,7.9224358,1.9639878,0.5704302,0.6260387811634315,0.28337408312957174,2.707826,0.39435908,True,3 vs Rest,3,Rest
Ttc39c,0.9528,0.04720000000000002,3.005010924080578,8.936284e-05,1.2354432e-05,0.0,0.25,2.5020185,2.5471187,1.9723998,-3.9587727,9.012644,0.2493074,0.26332465,0.16897506925207761,0.1852078239608738,0.35999483,0.16588986,True,3 vs Rest,3,Rest
Zbtb16,0.955,0.04500000000000004,3.0550486389594163,6.619086e-05,1.0010067e-05,0.0,0.25,2.501779,2.479692,3.0659409,-7.6307325,13.539346,0.17728525,0.14682125,0.11080332409972303,0.09706601466992583,0.2528449,0.09793595,True,3 vs Rest,3,Rest
Phldb2,0.9666,0.033399999999999985,3.3652285703727176,0.00015011526,2.8198136e-05,0.0,0.25,2.4970295,2.5707598,1.5337759,-4.481654,7.750124,1.0221604,0.20323922,0.5069252077562304,0.10036674816625814,1.38143,0.15885258,True,3 vs Rest,3,Rest
Pde10a,0.9592,0.04079999999999995,3.157417287630535,6.782466e-05,1.3547742e-05,0.0,0.25,2.4877868,2.5654712,1.7923898,-4.1339884,8.0296135,0.34626055,0.3036058,0.21052631578947376,0.16919315403422444,0.4373648,0.194782,True,3 vs Rest,3,Rest
Naaladl2,0.9612,0.038799999999999946,3.209762009904824,0.0003762737,7.3707655e-05,0.0,0.25,2.4865139,2.5231104,2.6390512,-5.919511,9.287177,2.5429385,0.9870386,0.5180055401662026,0.2920537897310382,3.6379757,0.7278281,True,3 vs Rest,3,Rest
Col19a1,0.9554,0.04459999999999997,3.0643960281814424,0.00014184622,3.0063635e-05,0.0,0.25,2.4804235,2.4695687,1.905176,-4.146084,9.676668,0.80609417,0.32298225,0.3268698060941822,0.1511613691931498,1.1109833,0.20673414,True,3 vs Rest,3,Rest
Kctd4,0.9532,0.04679999999999995,3.0139413391167738,5.9317714e-05,1.895503e-05,0.0,0.25,2.4763496,2.5196733,2.337954,-7.2611446,9.748871,0.4875348,0.19834924,0.3324099722991683,0.1300122249388724,0.6223657,0.1459494,True,3 vs Rest,3,Rest
Zcchc2,0.9686,0.031399999999999983,3.429043528907814,8.279687e-05,1.7465685e-05,0.0,0.25,2.4727645,2.5639477,1.467784,-3.7858915,8.822336,0.6565098,0.4147302,0.4404432132963972,0.27860635696820285,0.83357656,0.2759994,True,3 vs Rest,3,Rest
Camk4,0.9658,0.03420000000000001,3.3407308473273742,0.00024359148,4.7421472e-05,0.0,0.25,2.4717672,2.5048313,1.6310966,-4.323331,9.306519,2.016619,0.68065625,0.6759002770083063,0.3024449877750473,2.7371979,0.4176446,True,3 vs Rest,3,Rest
Tbc1d1,0.9694,0.03059999999999996,3.4556769979712687,9.5735326e-05,1.8146082e-05,0.0,0.25,2.4693584,2.467989,1.5256065,-3.7079363,8.486159,0.63988936,0.80758184,0.3656509695290849,0.4308679706601247,0.8459604,0.5048949,True,3 vs Rest,3,Rest
Cradd,0.9574,0.04259999999999997,3.112366799386283,0.0001558587,3.146895e-05,0.0,0.25,2.4682915,2.50072,2.071141,-5.66488,13.402616,0.41274258,0.32127073,0.19944598337950145,0.21253056234718012,0.5900313,0.20512147,True,3 vs Rest,3,Rest
Filip1l,0.97,0.030000000000000027,3.476098366811273,0.00034666085,6.9614456e-05,0.0,0.25,2.4663913,2.531694,1.418952,-2.7440414,7.443451,2.6343515,1.5726768,0.714681440443209,0.5229828850855676,3.4756532,0.99865043,True,3 vs Rest,3,Rest
Yap1,0.9618,0.03820000000000001,3.225970761848134,0.00010276481,2.303022e-05,0.0,0.25,2.4606733,2.5242152,1.6957893,-4.319644,9.232145,0.7756233,0.27805567,0.4459833795013833,0.18202933985329453,1.0066795,0.19229493,True,3 vs Rest,3,Rest
Zfp507,0.9586,0.04139999999999999,3.1421927747802774,3.7720878e-05,7.781336e-06,0.0,0.25,2.4577558,2.411749,1.7776017,-4.668911,11.843365,0.24376719,0.21094088,0.182825484764543,0.17145476772615584,0.30180418,0.12903343,True,3 vs Rest,3,Rest
Pign,0.958,0.04200000000000004,3.127177932030695,7.687757e-05,1.6138441e-05,0.0,0.25,2.4571922,2.5071783,1.693395,-3.4204664,8.010343,0.4182828,0.3311118,0.2880886426592795,0.2498166259168599,0.5453567,0.2131932,True,3 vs Rest,3,Rest
Mcph1,0.9532,0.04679999999999995,3.0139413391167738,3.6821737e-05,7.925723e-06,0.0,0.25,2.4553442,2.510622,1.9833786,-4.030898,8.937419,0.1966758,0.1895473,0.16066481994459839,0.1405867970660111,0.25461394,0.107185476,True,3 vs Rest,3,Rest
Map3k7cl,0.9554,0.04459999999999997,3.0643960281814424,5.9163045e-05,1.1923807e-05,0.0,0.25,2.4359512,2.4149895,2.4676282,-6.3140793,10.947962,0.18282543,0.15103884,0.11080332409972303,0.08117359413202953,0.22314034,0.09728755,True,3 vs Rest,3,Rest
Herc4,0.9552,0.04479999999999995,3.0597123904721504,8.317576e-05,1.8676465e-05,0.0,0.25,2.428056,2.5100427,1.7779418,-3.8943558,8.265545,0.6426594,0.720957,0.40443213296398756,0.4106356968214952,0.8661346,0.471597,True,3 vs Rest,3,Rest
Erc1,0.9634,0.036599999999999966,3.270420190944699,9.349795e-05,2.1607668e-05,0.0,0.25,2.4264634,2.4107742,1.4720254,-2.846984,9.385878,0.68144023,0.5416966,0.4349030470914111,0.33960880195597404,0.9260129,0.35041246,True,3 vs Rest,3,Rest
Ssbp2,0.9558,0.04420000000000002,3.0738236812785265,0.0001278456,2.7031592e-05,0.0,0.25,2.4160647,2.4577231,2.2291272,-4.7095594,7.9777985,1.0055397,0.4380798,0.4570637119113555,0.23600244498776543,1.3368176,0.3091817,True,3 vs Rest,3,Rest
Syne1,0.9596,0.04039999999999999,3.167686508894722,0.00018025981,3.752163e-05,0.0,0.25,2.4159,2.4693232,1.6254442,-3.5712585,7.529624,1.421051,0.42573267,0.5789473684210497,0.1773838630806787,1.9429994,0.27715752,True,3 vs Rest,3,Rest
Nexn,0.9532,0.04679999999999995,3.0139413391167738,5.0608814e-05,1.3502177e-05,0.0,0.25,2.414197,2.490131,2.0498972,-6.2786493,9.4322405,0.19667582,0.08172358,0.13019390581717455,0.04535452322738438,0.22449496,0.06268481,True,3 vs Rest,3,Rest
Zdhhc8,0.9546,0.045399999999999996,3.0457800897357927,3.760057e-05,8.851029e-06,0.0,0.25,2.3976662,2.4078264,1.7383438,-4.1404457,8.671638,0.1800553,0.12402176,0.146814404432133,0.10990220048899592,0.21305683,0.079340965,True,3 vs Rest,3,Rest
Wdr7,0.9528,0.04720000000000002,3.005010924080578,5.339776e-05,1.2532705e-05,0.0,0.25,2.3903627,2.4797635,2.2898343,-5.971509,9.639971,0.32132974,0.26955935,0.2271468144044322,0.1976161369193082,0.4440462,0.17535466,True,3 vs Rest,3,Rest
Vash2,0.954,0.04600000000000004,3.03202206805009,6.548168e-05,1.5694472e-05,0.0,0.25,2.3788073,2.2816787,2.1737967,-5.2598953,13.17444,0.28531858,0.16638109,0.2160664819944599,0.1269559902200462,0.34304124,0.103690214,True,3 vs Rest,3,Rest
Pced1b,0.9556,0.044399999999999995,3.0690997312529054,4.3241627e-05,9.061854e-06,0.0,0.25,2.378091,2.45006,2.6662378,-7.0266314,10.53032,0.24376722,0.12652788,0.15512465373961223,0.09064792176039078,0.37946177,0.08706686,True,3 vs Rest,3,Rest
Fbn1,0.9596,0.04039999999999999,3.167686508894722,0.00010639631,2.2967195e-05,0.0,0.25,2.3724616,2.4255104,1.5237063,-2.900896,7.200429,0.78393364,0.21998735,0.4515235457063694,0.12909535452322454,1.006774,0.1417237,True,3 vs Rest,3,Rest
Parp14,0.9648,0.03520000000000001,3.310874469642843,0.0002783727,6.492599e-05,0.0,0.25,2.3722267,2.40511,1.3863292,-2.8262234,6.930393,2.592799,1.0984302,0.8199445983379449,0.4520171149144021,3.326706,0.7416089,True,3 vs Rest,3,Rest
Inpp4b,0.9536,0.0464,3.0229446320482345,0.000117264055,2.2069307e-05,0.0,0.25,2.3689132,2.4580765,2.0560925,-4.8367834,8.558089,0.7146813,0.15415622,0.3490304709141266,0.07793398533007374,1.0658025,0.10891364,True,3 vs Rest,3,Rest
Camkmt,0.959,0.041000000000000036,3.152318774704249,0.00010306039,1.8064162e-05,0.0,0.25,2.354757,2.53611,2.8887618,-9.063313,10.354119,0.27423817,0.27029288,0.14127423822714685,0.1438875305623434,0.36694533,0.174912,True,3 vs Rest,3,Rest
Igdcc4,0.9576,0.04239999999999999,3.1172815665995963,0.00011828618,2.7882235e-05,0.0,0.25,2.352971,2.3921952,1.610637,-3.4125195,8.822294,1.0027702,0.35244426,0.5235457063711887,0.20696821515891642,1.2817279,0.23279323,True,3 vs Rest,3,Rest
Prr5l,0.9588,0.041200000000000014,3.1472440139160347,9.399238e-05,1.6971668e-05,0.0,0.25,2.3459542,2.2996335,1.6886965,-3.501131,7.80371,0.35734093,0.12720026,0.2299168975069253,0.08196821515892434,0.4592112,0.08193631,True,3 vs Rest,3,Rest
Wdfy3,0.9554,0.04459999999999997,3.0643960281814424,0.00013112051,2.856808e-05,0.0,0.25,2.344134,2.435835,1.6355987,-3.8324566,6.9717093,1.0997227,0.4746934,0.5734072022160636,0.3039119804400839,1.4994562,0.33082044,True,3 vs Rest,3,Rest
Rnf130,0.9536,0.0464,3.0229446320482345,6.381404e-05,1.4264613e-05,0.0,0.25,2.3244584,2.4134955,2.0596595,-4.9177647,8.678001,0.28531858,0.2768943,0.2049861495844876,0.1854523227383799,0.38315964,0.1882696,True,3 vs Rest,3,Rest
Plekhg2,0.953,0.04700000000000004,3.0094670996713875,0.0001096836,2.2726668e-05,0.0,0.25,2.323576,2.2976604,1.6223018,-3.0826092,10.00121,0.58448786,0.28331238,0.3601108033240988,0.2006112469437579,0.7578915,0.18581359,True,3 vs Rest,3,Rest
Strada,0.953,0.04700000000000004,3.0094670996713875,5.9486694e-05,1.8127876e-05,0.0,0.25,2.3220026,2.3662934,2.006284,-5.6211233,8.25491,0.16343483,0.20330033,0.11911357340720226,0.16485330073349122,0.23350455,0.13073753,True,3 vs Rest,3,Rest
Ttc28,0.9538,0.04620000000000002,3.0274740018106154,7.238787e-05,1.6152864e-05,0.0,0.25,2.3216712,2.3938766,1.9637375,-5.108041,8.927537,0.565097,0.27701658,0.34072022160664744,0.15861858190708575,0.80555063,0.18794419,True,3 vs Rest,3,Rest
Tbck,0.9544,0.045599999999999974,3.041174945442932,7.1035734e-05,1.5373216e-05,0.0,0.25,2.3208928,2.3890367,1.7369812,-4.453354,8.787636,0.4681444,0.48392323,0.32963988919667525,0.3289119804400823,0.6495857,0.3162633,True,3 vs Rest,3,Rest
Tiam1,0.9772,0.022800000000000042,3.757930375060113,0.00043210806,9.289341e-05,0.0,0.25,2.31844,2.3960032,1.1471193,-2.6183128,6.150427,3.3878155,1.6026534,0.883656509695285,0.5719437652812079,4.4228745,1.0332761,True,3 vs Rest,3,Rest
Vps37c,0.9536,0.0464,3.0229446320482345,3.1942724e-05,8.297419e-06,0.0,0.25,2.314034,2.4790053,2.0365684,-5.8178587,9.5876255,0.20775613,0.1935204,0.16897506925207761,0.1574572127139318,0.2663284,0.12386986,True,3 vs Rest,3,Rest
Rbfox1,0.9544,0.045599999999999974,3.041174945442932,0.0012774507,0.000310773,0.0,0.25,2.3057399,1.8410263,3.6207685,-7.3633604,10.086717,11.5734215,2.774626,0.6592797783933481,0.3586185819070731,15.419585,1.9926311,True,3 vs Rest,3,Rest
Ppm1n,0.9556,0.044399999999999995,3.0690997312529054,6.0530263e-05,8.639606e-06,0.0,0.25,2.3049047,2.3192554,3.0514815,-9.055803,12.140472,0.18282545,0.05238377,0.10526315789473688,0.036063569682151644,0.2580233,0.036048442,True,3 vs Rest,3,Rest
Macrod2,0.9576,0.04239999999999999,3.1172815665995963,0.0009538041,0.00018502798,0.0,0.25,2.3036196,2.1739511,2.849584,-5.9554377,9.443131,9.49863,2.6770582,0.7534626038781117,0.5335574572127159,12.818911,1.8467115,True,3 vs Rest,3,Rest
Parp12,0.9596,0.04039999999999999,3.167686508894722,9.878769e-05,2.1409243e-05,0.0,0.25,2.3010807,2.2921414,1.4069405,-2.2514372,7.779791,0.556787,0.32426584,0.3656509695290849,0.2202933985329987,0.74209505,0.21812566,True,3 vs Rest,3,Rest
Rnf213,0.9552,0.04479999999999995,3.0597123904721504,0.0004799059,0.000111739704,0.0,0.25,2.2928338,2.3189898,1.5283173,-3.1876898,7.213627,4.498619,1.5494897,0.8448753462603823,0.5915036674817135,6.0833945,1.0266372,True,3 vs Rest,3,Rest
Myo9b,0.9614,0.03859999999999997,3.2151380303232497,5.623281e-05,1.295104e-05,0.0,0.25,2.2916129,2.3163543,1.410956,-2.9759865,7.9336357,0.4681447,0.40226078,0.35734072022160573,0.30177261613690554,0.6124508,0.2637497,True,3 vs Rest,3,Rest
Adamts18,0.957,0.04300000000000004,3.1026030536505993,4.902682e-05,1.0644295e-05,0.0,0.25,2.2897873,2.4101539,2.3915362,-7.676265,9.359912,0.26038778,0.041075736,0.14404432132963993,0.023777506112469305,0.3838151,0.031306557,True,3 vs Rest,3,Rest
Elk3,0.9712,0.028800000000000048,3.5181566962377104,0.00013587791,2.887535e-05,0.0,0.25,2.289638,2.3211956,1.2693908,-2.2290306,7.7881536,0.78947365,0.5242708,0.43767313019390414,0.3171149144254131,1.025405,0.32806462,True,3 vs Rest,3,Rest
Stat2,0.956,0.04400000000000004,3.078568062320689,0.00017305579,4.2878408e-05,0.0,0.25,2.278847,2.3130922,1.5791682,-4.533354,7.311224,1.3268689,0.5924392,0.6260387811634315,0.3504278728606188,1.7766795,0.40338856,True,3 vs Rest,3,Rest
Kansl1l,0.9532,0.04679999999999995,3.0139413391167738,0.00013353456,2.82394e-05,0.0,0.25,2.277891,2.3740768,1.8147745,-4.306075,7.5976706,0.9584485,0.45543918,0.4764542936288068,0.2729217603911861,1.2919362,0.3116188,True,3 vs Rest,3,Rest
Notch2,0.9536,0.0464,3.0229446320482345,0.00017815294,4.384095e-05,0.0,0.25,2.2700608,2.2992406,1.5457926,-2.9878635,7.926318,1.4265912,0.68475854,0.6648199445983342,0.3808068459657514,1.8319625,0.45573118,True,3 vs Rest,3,Rest
Pcdh7,0.9534,0.046599999999999975,3.0184337975356508,0.0008192364,0.00015213522,0.0,0.25,2.263484,2.3375416,1.8581346,-3.984212,6.938368,7.055402,3.7046518,0.8725761772853128,0.7114914425429395,9.657758,2.4017427,True,3 vs Rest,3,Rest
Map4k3,0.953,0.04700000000000004,3.0094670996713875,0.000112520764,2.8173497e-05,0.0,0.25,2.25422,2.388877,1.8420726,-4.224142,8.421695,0.7783931,0.47469342,0.4459833795013833,0.30886308068458235,1.0453664,0.32616124,True,3 vs Rest,3,Rest
Parp8,0.9546,0.045399999999999996,3.0457800897357927,0.0005133596,0.00010010774,0.0,0.25,2.251983,2.2934937,1.6777413,-2.937128,8.14933,3.8725805,2.0083354,0.8337950138504101,0.6324572127140219,5.3321066,1.3605934,True,3 vs Rest,3,Rest
Ptgfrn,0.9588,0.041200000000000014,3.1472440139160347,0.00010170647,2.4734065e-05,0.0,0.25,2.2396688,2.2666097,1.5383931,-4.184561,8.74942,0.7728536,0.39015812,0.4515235457063694,0.2542176039119697,0.99053913,0.26087168,True,3 vs Rest,3,Rest
Fry,0.954,0.04600000000000004,3.03202206805009,0.00029550327,6.407966e-05,0.0,0.25,2.239359,2.2779026,1.6163932,-3.3771305,7.423503,2.4681463,1.2067668,0.7285318559556743,0.4300733496332299,3.3202856,0.8164563,True,3 vs Rest,3,Rest
Irgm1,0.9666,0.033399999999999985,3.3652285703727176,0.00018767653,5.4611308e-05,0.0,0.25,2.234733,2.280645,1.516817,-4.261302,9.568027,1.2603875,0.6974636,0.5540166204986122,0.3157701711491296,1.5394608,0.47822702,True,3 vs Rest,3,Rest
Adamts3,0.9526,0.0474,3.0005726591928727,3.8522296e-05,9.915235e-06,0.0,0.25,2.2223916,2.211277,2.6577435,-6.216112,12.799473,0.19667585,0.054034147,0.11634349030470918,0.030929095354523047,0.2310433,0.035259064,True,3 vs Rest,3,Rest
