"","cytoGenes"
"Atp1a4",-0.000817273926449641
"Atp1b1",-0.0877361531667184
"Atp1b2",0.0331707555809447
"Atp1b3",0.0188112951198497
"Atp1b4",0.0268392790870905
"Atp23",0.0449071390747886
"Atp2a1",0.109267308351439
"Atp2a2",0.0426898092353489
"Atp2a3",0.0322991629899292
"Atp2b1",0.046267727307822
"Atp2b2",0.130000147697076
"Atp2b3",0.0359946914675432
"Atp2b4",0.107354476560536
"Atp2c1",0.034324120376607
"Atp2c2",0.0212939733357911
"Atp4a",0.0782665451991672
"Atp4b",0.0830084766066392
"Atp5a1",0.153778850679543
"Atp5b",0.153832527856136
"Atp5c1",0.199612622551304
"Atp5d",0.0436954809391427
"Atp5e",0.145686514274782
"Atp5f1",0.220963898575145
"Atp5g1",0.19723950214674
"Atp5g2",0.204423978762248
"Atp5g3",0.183289734322227
"Atp5h",0.0247907098670738
"Atp5j",0.124602257450759
"Atp5j2",0.128182469470081
"Atp5k",0.134649840455326
"Atp5l",0.0997395038216782
"Atp6ap1",0.0328699481474719
"Atp6ap1l",0.0672492444064363
"Atp6ap2",0.0686996385631381
"Atp6v0a1",0.270775290767122
"Atp6v0a2",-0.00728016222219396
"Atp6v0a4",0.0685307508648116
"Atp6v0b",0.218399368653168
"Atp6v0c",0.0571587176344802
"Atp6v0d1",0.121198782463268
"Atp6v0d2",0.0204491418409035
"Atp6v0e",0.134920024573463
"Atp6v0e2",0.102802755949586
"Atp6v1a",0.0332744142138183
"Atp6v1b1",0.0346996302075624
"Atp6v1b2",0.110840025183779
"Atp6v1c1",0.21243378415076
"Atp6v1c2",0.00902880580469288
"Atp6v1d",0.140705756061596
"Atp6v1e1",0.11600640761431
"Atp6v1f",0.160201696624662
"Atp6v1g1",-0.0692310589022813
"Atp6v1g2",0.0344310671340974
"Atp6v1g3",0.0362752694106387
"Atp6v1h",0.157463607809668
"Atp7a",-0.0631156478616031
"Atp7b",0.011590695803745
"Atp8a1",-0.137776877639792
"Atp8a2",0.00523594089707359
"Atp8b1",-0.0865069446870777
"Atp8b2",-0.0292551374461193
"Atp8b3",0.0365505289423723
"Atp8b4",0.1323590738562
"Atp8b5",0.0312698137295031
"Atp9a",0.103572308868922
"Atp9b",-0.00186600365490536
"Atpaf1",0.066841898639324
"Atpaf2",0.0497407756428216
"Atpif1",-0.0318721542469595
"Atr",0.112445670035005
"Atraid",0.0624621325956902
"Atrip",0.0574691251617773
"Atrn",-0.00150205172339944
"Atrnl1",0.0370374416948097
"Atrx",-0.047343072183973
"Atxn1",-0.253183024000974
"Atxn10",0.143698832620933
"Atxn1l",-0.00886555958560579
"Atxn2",0.0101775529438857
"Atxn2l",0.0931139130162119
"Atxn3",0.0284313246850309
"Atxn7",-0.0956375982576763
"Atxn7l1",0.0016921659839346
"Atxn7l1os1",0.0211557981251141
"Atxn7l1os2",-0.00996581979663425
"Atxn7l2",0.000641120501264593
"Atxn7l3",-0.0409989426387805
"Atxn7l3b",-0.0139665778633138
"Auh",0.0753103115751421
"Aunip",0.137689716632913
"Aup1",0.0743295234669432
"Aurka",0.218894344192917
"Aurkaip1",0.203613112387421
"Aurkb",0.234586015271371
"Aurkc",0.0455318758883296
"Auts2",-0.167413922133096
"Aven",0.180257500666666
"Avil",-0.0788360827512686
"Avl9",-0.0421664745823223
"Avp",0.0271666334973575
"Avpi1",0.0893790511910052
"Avpr1a",-0.0595099989317252
"Avpr2",0.0267961506972097
"Awat1",0.00788143230015844
"Awat2",0.0271175182009434
"Axdnd1",0.0239303291360144
"Axin1",-0.00829210741207285
"Axin2",0.0464496033467266
"Axl",0.15981901602683
"Azgp1",0.0557311641370424
"Azi2",-0.0230881228168119
"Azin1",0.145787462701923
"Azin2",0.0964962782625801
"B020031H02Rik",0.0220835787411595
"B020031M17Rik",0.00503050818994302
"B130046B21Rik",0.00472595822012279
"B230112J18Rik",0.0215011108600684
"B230118H07Rik",0.144424139369889
"B230208H11Rik",-0.0132569391433324
"B230209E15Rik",-0.0130996247230316
"B230217C12Rik",0.104235351000093
"B230217O12Rik",0.0265236580359963
"B230219D22Rik",0.165377804820002
"B230220B15Rik",-0.00955061561063692
"B230303O12Rik",0.0114717165639954
"B230307C23Rik",0.0300132115460074
"B230311B06Rik",0.00968290651290202
"B230312C02Rik",0.0601194724524726
"B230317F23Rik",0.0467098821973916
"B230322F03Rik",-0.015449429039614
"B230334C09Rik",0.0580171983610696
"B230354K17Rik",0.0758277713420473
"B230359F08Rik",-0.0177034869524032
"B230369F24Rik",0.0167712854560344
"B230398E01Rik",0.055351312444751
"B2m",-0.309720881241357
"B3galnt1",-0.0373958873232454
"B3galnt2",-0.0281148371090809
"B3galt1",0.022094672833795
"B3galt2",-0.0736517742442712
"B3galt4",0.0194642361957657
"B3galt5",0.01900354349983
"B3galt6",0.0894632264729631
"B3gat1",0.0277143595718308
"B3gat2",0.0674640181527133
"B3gat3",0.0416249209289234
"B3glct",0.0542623108564636
"B3gnt2",0.0688028133528608
"B3gnt3",-0.0135805210240629
"B3gnt4",0.157436141754087
"B3gnt5",0.045396081952231
"B3gnt6",0.0252157359030655
"B3gnt7",-0.00355254807420468
"B3gnt8",-0.0183271829862548
"B3gnt9",0.0393683113616065
"B3gntl1",0.0395353825492293
"B430010I23Rik",-0.117424462979225
"B430218F22Rik",0.0290368335318209
"B430219N15Rik",0.0249831701129799
"B430305J03Rik",-0.00144258402864043
"B4galnt1",0.0776119053978186
"B4galnt2",0.0824505578007301
"B4galnt3",0.0804719782519751
"B4galnt4",0.0384532226007629
"B4galt1",0.0202306596115797
"B4galt2",0.0373228861493712
"B4galt3",0.0423074539724052
"B4galt4",-0.0790647536198736
"B4galt5",0.00123213082084749
"B4galt6",-0.0930310157895705
"B4galt7",0.00915361788714259
"B4gat1",0.0336126142100575
"B530045E10Rik",0.00568413557230204
"B630019A10Rik",0.0176464495481113
"B630019K06Rik",-0.0080002690410437
"B830012L14Rik",0.00389215975487221
"B830042I05Rik",0.104778557093641
"B930018H19Rik",0.0507056362742112
"B930025P03Rik",0.0136515878135314
"B930036N10Rik",0.168358346732074
"B930092H01Rik",0.0321386875769104
"B930094E09Rik",0.0267659767377901
"B9d1",0.178803022349648
"B9d1os",0.0170939345252544
"B9d2",0.147411712263886
"BB019430",0.0139845470815998
"BB123696",0.0996063056170272
"BB365896",-0.0202182860143703
"BC001981",0.0174353307399336
"BC002059",0.058273539522927
"BC003965",0.101593840992666
"BC004004",0.101820248567792
"BC005537",-0.0699750610652155
"BC005561",-0.00545113595484436
"BC005624",0.0931552389334445
"BC016548",0.0359102636300602
"BC016579",-0.00228346848855507
"BC017158",-0.0071130880791693
"BC018473",0.0127636681316464
"BC023719",0.0188132935301034
"BC024063",-0.0193103249341595
"BC024139",-0.000615842524411056
"BC024978",0.0182553541776262
"BC025920",-0.000853334302628295
"BC028471",0.00700433875259408
"BC028528",0.0222679915050636
"BC029722",-0.00593404161611953
"BC030343",0.018033061466435
"BC030867",0.0688591640769022
"BC031181",0.180543232830858
"BC034090",-0.14840203632474
"BC035044",0.0242946978264903
"BC035947",0.0291936444780979
"BC037039",0.0702290454727884
"BC037156",0.0352424892750411
"BC039966",0.0271259094391669
"BC042761",-0.00779139743047047
"BC043934",-0.020746248581944
"BC046251",0.0246276255263129
"BC048403",0.018121069088973
"BC048507",0.00619181643628213
"BC048559",0.00848002930534431
"BC048602",0.0131557329721947
"BC048679",0.0260084948339476
"BC049352",0.0502548445050461
"BC049715",0.0572489123928621
"BC049762",0.0429447192326802
"BC049987",0.00178809671099982
"BC050972",0.0410371354752973
"BC051019",0.0488071253163148
"BC051076",0.0252021279236716
"BC051077",0.00244171521592549
"BC051142",0.082984493795499
"BC051226",0.033251817491667
"BC051537",0.0534571185135404
"BC052040",0.0199857919000514
"BC053393",0.00453088412004399
"BC055324",0.0807117247121236
"BC055402",0.0058635766529787
"BC065403",0.0141847813134326
"BC067074",-0.0655271690168114
"BC107364",-0.0497872082907781
"BC147527",0.00782312382442119
"Baalc",0.000423186106536992
"Baat",0.0410854086288935
"Babam1",0.144608292222435
"Babam2",0.0184270745353594
"Bace1",-0.0734846485294666
"Bace2",-0.096265726464852
"Bach1",0.0131628580028691
"Bach2",0.0212232242277229
"Bach2os",0.0243164453049149
"Bad",0.100615622686099
"Bag1",0.0655049940683465
"Bag2",-0.0449799854456344
"Bag3",-0.0740315048144323
"Bag4",0.00744164251118324
"Bag5",0.0706412299966234
"Bag6",0.0583865762816006
"Bahcc1",0.000308557207182504
"Bahd1",-0.0396051868365776
"Baiap2",0.0483747012557533
"Baiap2l1",-0.125003596104411
"Baiap2l2",0.0079108535627242
"Baiap3",0.00343790909926271
"Bak1",0.0912493666789125
"Bambi",0.0775518652223226
"Banf1",0.337803613912905
"Banf2",0.0195188381996442
"Banf2os",0.0131497160948755
"Bank1",0.00928533026059308
"Banp",0.0677326468753122
"Bap1",0.0258224703754543
"Bard1",0.126638832854769
"Barhl1",0.0252899638646907
"Barhl2",0.0484758367214682
"Barx1",0.214821909849179
"Barx2",-0.0227029518581569
"Basp1",-0.0866651957702781
"Batf",0.104187406165948
"Batf2",-0.017491467936747
"Batf3",0.057955100032856
"Bax",0.31096657311396
"Baz1a",0.140564643417392
"Baz1b",-0.0543614031924727
"Baz2a",-0.0122811361760349
"Baz2b",-0.160557902288091
"Bbc3",0.153756097699335
"Bbip1",0.216626235179964
"Bbof1",0.0370332064106806
"Bbox1",-0.0892875180040605
"Bbs1",0.04980520894654
"Bbs10",0.0225227906962967
"Bbs12",0.00784512006598879
"Bbs2",-0.0103753915206686
"Bbs4",0.0663081488924699
"Bbs5",0.0835276875678894
"Bbs7",0.111563925503695
"Bbs9",0.0570271946409146
"Bbx",-0.108361446732775
"Bc1",0.077480016819994
"Bcam",-0.129442231976964
"Bcan",0.0573224785012262
"Bcap29",0.0696769558831255
"Bcap31",0.118201183782141
"Bcar1",-0.0950614868600177
"Bcar3",0.0148552663168093
"Bcas1",0.0496086695480108
"Bcas1os1",0.0448415408102798
"Bcas1os2",0.0112529519862845
"Bcas2",0.119216229406585
"Bcas3",-0.010249457751601
"Bcas3os1",0.0109084452607326
"Bcas3os2",0.0079128658352554
"Bcat1",0.0592023922735988
"Bcat2",0.249491343201585
"Bccip",0.0824264430781359
"Bcdin3d",0.0620533748739292
"Bche",0.0628147622299325
"Bckdha",0.0092730672739637
"Bckdhb",0.104352403545837
"Bckdk",0.0387612451056778
"Bcl10",0.184101703666715
"Bcl11a",-0.174159402999984
"Bcl11b",0.0904282354556763
"Bcl2",-0.108676022353848
"Bcl2a1a",0.0403885527162644
"Bcl2a1b",0.0695934584486927
"Bcl2a1c",0.0419811338282361
"Bcl2a1d",0.196351878109844
"Bcl2l1",0.089447040302476
"Bcl2l11",0.0598747955919868
"Bcl2l12",0.0793901174919577
"Bcl2l13",0.0410715162574901
"Bcl2l14",0.138486127865585
"Bcl2l15",0.0716293075404779
"Bcl2l2",-0.0251318705945893
"Bcl3",0.00234494495651849
"Bcl6",-0.190470658873899
"Bcl6b",0.0274230475843794
"Bcl7a",0.0691801878561437
"Bcl7b",0.114200128082303
"Bcl7c",0.099713787167286
"Bcl9",-0.0225430623660233
"Bcl9l",-0.0998215069597995
"Bclaf1",-0.0122947583406486
"Bclaf3",0.0330962484095749
"Bco1",0.00708645564566521
"Bco2",0.00753639596878312
"Bcor",0.113579346258843
"Bcorl1",-0.0634146350550858
"Bcr",-0.031874392466342
"Bcs1l",0.0903391678726165
"Bdh1",0.121288345658381
"Bdh2",0.0291656839123372
"Bdkrb1",0.116743402730264
"Bdkrb2",0.12567545332326
"Bdnf",0.0482850838325326
"Bdp1",0.0295536278038081
"Bean1",0.0108390103336621
"Becn1",0.0790753687227954
"Begain",0.0107268962362804
"Bend3",0.0530410708609153
"Bend4",0.0833753360864968
"Bend5",-0.104733809981561
"Bend6",0.136753393960198
"Bend7",-0.0525925270242928
"Best1",0.00879524591553442
"Best2",0.0230837416462367
"Bet1",0.139685696129648
"Bet1l",-2.18805101367919e-05
"Bex1",0.0944330648557715
"Bex2",0.187753524674856
"Bex3",0.0651866565507377
"Bex4",0.065928055913118
"Bfar",0.0981946995931729
"Bfsp1",0.000864377789464621
"Bfsp2",0.0226897098895099
"Bglap",0.071562776283854
"Bglap2",0.0374527514826748
"Bglap3",-0.0335563973547889
"Bgn",0.0421760617290387
"Bhlha15",-0.0105895534884025
"Bhlha9",0.00472470573642609
"Bhlhb9",0.12064201809485
"Bhlhe22",0.0233267810052235
"Bhlhe23",0.0735265407948393
"Bhlhe40",-0.0680898584695668
"Bhlhe41",-0.107770444356185
"Bhmt",0.0432953910968802
"Bhmt2",0.0060235878605777
"Bicc1",-0.0418073086529363
"Bicd1",0.0740535750319446
"Bicd2",-0.000622701797997793
"Bicdl1",0.0583755875214679
"Bicdl2",0.0167839751598164
"Bicra",-0.0327259116180241
"Bicral",0.0357054350370314
"Bid",0.0619726243574913
"Bik",0.12878269725521
"Bin1",0.120654105190143
"Bin2",0.0444566879190166
"Bin3",0.0828769487008963
"Birc2",0.150243691546653
"Birc3",0.141664098684272
"Birc5",0.287695262726139
"Birc6",-0.0314022372441195
"Bivm",-0.0159470973216494
"Blcap",0.0805673183736966
"Blk",0.0482667730682257
"Blm",0.161787830816356
"Blmh",0.101625275127142
"Blnk",0.288826313665051
"Bloc1s1",0.110610410639287
"Bloc1s2",0.151896433090849
"Bloc1s3",0.0525034167272558
"Bloc1s4",0.0535976316222334
"Bloc1s5",0.113456658513425
"Bloc1s6",0.00602154450438573
"Bloc1s6os",0.0295626802918539
"Blvra",0.119951083060065
"Blvrb",0.0185622049357483
"Blzf1",0.0928816430004287
"Bmf",-0.02377683901917
"Bmi1",0.0386887344385319
"Bmp1",0.0524751675909241
"Bmp15",-0.0865546877042116
"Bmp2",0.0393082908542317
"Bmp2k",0.296716807032905
"Bmp3",0.0832846648217332
"Bmp4",-0.0470836404305055
"Bmp5",0.0302637687112653
"Bmp6",-0.0278673736222644
"Bmp7",-0.0717913661643339
"Bmp8a",0.0332998785983269
"Bmp8b",0.0200308929120773
"Bmper",0.0785956229663856
"Bmpr1a",-0.116431097046497
"Bmpr1b",-0.178924657532387
"Bmpr2",-0.120957241240134
"Bms1",0.102269107346465
"Bmt2",-0.0166521172478652
"Bmx",-0.097741185551758
"Bmyc",0.0819850673107479
"Bnc1",-0.12989931769997
"Bnc2",-0.136922550652396
"Bnip1",0.0714785637609169
"Bnip2",0.0787491393959133
"Bnip3",0.11895228264872
"Bnip3l",0.245419180378473
"Bnipl",0.0341356420515508
"Boc",-0.331332693143046
"Bod1",0.0777286069942789
"Bod1l",0.00284506124559145
"Bok",0.218345157126474
"Bola1",0.14105101186553
"Bola2",0.235893823150427
"Bola3",0.17641616260567
"Boll",0.0371876900604248
"Bop1",0.148743577317622
"Bora",0.114944734640986
"Borcs5",0.0670986908249015
"Borcs6",0.00249763107075578
"Borcs7",0.127114073243343
"Borcs8",0.131127249919891
"Bpgm",-0.0277455076423222
"Bphl",0.0548459523517092
"Bpi",-0.0038997825007517
"Bpifa1",-0.0358433246830817
"Bpifa3",0.000164058551336504
"Bpifa5",0.0453510351907639
"Bpifa6",0.0233417565739002
"Bpifb1",0.0461744461131549
"Bpifb2",0.0524046447621034
"Bpifb3",0.0485879791144624
"Bpifb6",0.0443160969372534
"Bpifc",0.0849540170774667
"Bpnt1",0.0946140638335948
"Bptf",-0.0974269120593957
"Braf",0.0218220719084697
"Brap",-0.0601190025005076
"Brat1",0.0494854453536593
"Brca1",0.180534056635788
"Brca2",0.12217048697572
"Brcc3",0.111582059959217
"Brd1",-3.81914115323783e-05
"Brd2",0.00648522313295554
"Brd3",-0.0268279381860246
"Brd3os",0.0244623528265874
"Brd4",-0.0182691106735582
"Brd7",0.119227547286171
"Brd8",0.0783764279647303
"Brd9",0.0432799765792179
"Brdt",-0.0476339661476235
"Brf1",-0.00384747665149489
"Brf2",0.0687827737212556
"Bri3",-0.00656911602681084
"Bri3bp",0.153672730472918
"Bricd5",0.0165009577083966
"Brinp1",0.0614393334157592
"Brinp2",0.12317484374243
"Brinp3",-0.022974958840707
"Brip1",0.168471207009538
"Brip1os",0.0511024995806288
"Brix1",0.150010061102261
"Brk1",0.124726198962777
"Brms1",0.0988564974905925
"Brms1l",0.077119522974895
"Brox",0.0462400252271772
"Brpf1",0.029707192725669
"Brpf3",-0.0117862743964931
"Brsk1",-0.00400009047684681
"Brsk2",0.023884927194419
"Brwd1",-0.0228333369591457
"Brwd3",0.0235141436535176
"Bscl2",0.0870232853656026
"Bsdc1",0.0477553985721416
"Bsg",0.113884661883522
"Bsn",-0.00585409849458308
"Bsnd",0.0267256193720041
"Bsph2",0.0125279391097166
"Bspry",0.367147016917547
"Bst1",0.149173046190877
"Bst2",-0.0835103298575658
"Bsx",0.0289710588376484
"Btaf1",0.0378883950121654
"Btbd1",0.0353057592804674
"Btbd10",0.122619925035401
"Btbd11",-0.0245714100841708
"Btbd16",-0.0102267002594229
"Btbd17",0.0360451890190683
"Btbd18",0.0389884764149133
"Btbd19",-0.00516815653840486
"Btbd2",0.0600943859527349
"Btbd3",0.0523603479842411
"Btbd6",0.0147539847577248
"Btbd7",-0.132513063442623
"Btbd9",0.0182012873268606
"Btc",0.0888704070823988
"Btd",0.0597167905283547
"Btf3",0.123772061744767
"Btf3l4",0.0260693151578127
"Btg1",-0.271551850596839
"Btg2",-0.245886030541331
"Btg3",0.139479403455062
"Btg4",0.0281680804315238
"Btk",0.0326227131261131
"Btla",0.114957117251388
"Btn1a1",0.0183813165065489
"Btn2a2",0.0390588031365626
"Btnl1",0.0029853019407714
"Btnl10",0.0525602914096316
"Btnl2",-0.00983753600907446
"Btnl4",-0.02573814454032
"Btnl6",-0.0412133297858431
"Btnl9",0.018352898410123
"Btrc",-0.00100657907576335
"Bub1",0.265758858749746
"Bub1b",0.228350096619734
"Bub3",0.117803641512978
"Bud13",0.06555446357256
"Bud23",0.185668891017925
"Bud31",0.18277163383235
"Bves",0.0523921886867859
"Bvht",-0.0017603180943654
"Bysl",0.0994855571229939
"Bzw1",0.166859181042696
"Bzw2",0.163633216094709
"C030005K15Rik",0.00460282490237559
"C030006K11Rik",0.0517679967296008
"C030010L15Rik",0.0129714344472518
"C030014I23Rik",-0.0102460907517237
"C030029H02Rik",-0.00243858820041303
"C030034I22Rik",0.046747959710738
"C030034L19Rik",-0.0192795787734086
"C030037D09Rik",0.0189500316982541
"C030037F17Rik",0.01489174709263
"C130013H08Rik",0.0416656538692042
"C130021I20Rik",0.00643615018507101
"C130026I21Rik",0.0328466082806636
"C130050O18Rik",0.016473819476561
"C130060C02Rik",-0.0108197200732324
"C130071C03Rik",-0.0046063828865137
"C130073E24Rik",0.0275960193173292
"C130074G19Rik",-0.0629758525862713
"C130079G13Rik",-0.0301593639470547
"C130080G10Rik",0.0224338999859566
"C1d",0.169970042527476
"C1galt1",-0.122204459083926
"C1galt1c1",0.0725184314390849
"C1qa",0.0667871637003883
"C1qb",0.1224594803066
"C1qbp",0.29600458405847
"C1qc",0.0781428353213315
"C1ql1",0.0669729325544828
"C1ql2",0.019538134493275
"C1ql3",-0.0325170928464905
"C1ql4",0.0867544271007402
"C1qtnf1",-0.0350302229542917
"C1qtnf12",0.134852754752469
"C1qtnf2",0.0509517819123104
"C1qtnf3",-0.0187644389935455
"C1qtnf4",-0.0823834033836469
"C1qtnf6",0.316043917969419
"C1qtnf7",0.0090147845370299
"C1qtnf9",0.030661376678843
"C1ra",-0.157067973192298
"C1rb",0.0159878848860277
"C1rl",-0.0927045174489618
"C1s1",-0.217324154779127
"C1s2",0.0347657315362578
"C2",0.0578431123602961
"C230014O12Rik",0.0102975238274192
"C230024C17Rik",-0.00630115836812728
"C230034O21Rik",-0.0387247197745821
"C230035I16Rik",0.0182639833228955
"C230037L18Rik",0.112037208829963
"C230057M02Rik",0.0292436145393112
"C230072F16Rik",0.0845966159079126
"C2cd2",-0.0480190492074084
"C2cd2l",-0.0114165922656224
"C2cd3",0.0388718327367818
"C2cd4a",-0.0114269111509408
"C2cd4b",-0.0169204798891086
"C2cd4c",0.0223809214520603
"C2cd4d",-0.0247279358379134
"C2cd5",0.0216194147210255
"C2cd6",0.0251590257827127
"C3",-0.290981809068401
"C330002G04Rik",-0.0188529475545231
"C330007P06Rik",0.0129408112804943
"C330011M18Rik",0.0561838376924606
"C330018A13Rik",0.00798645577601002
"C330018D20Rik",0.087480152839717
"C330019F10Rik",-0.0192830980947157
"C330021F23Rik",0.0229246983553635
"C330022C24Rik",-0.0444769601882301
"C3ar1",0.0214678734718984
"C430039J16Rik",-0.0120851564281559
"C430042M11Rik",0.110124808071494
"C4b",-0.0135808979395671
"C4bp",-0.024393251098651
"C530008M17Rik",0.147453729117007
"C530043A13Rik",-0.0309821609970025
"C530044C16Rik",0.0300201537219822
"C5ar2",0.018694459465969
"C6",0.0245957541962962
"C7",0.00755402481738317
"C730034F03Rik",0.0292016439735169
"C730036E19Rik",0.0139511602506477
"C77080",-0.0765311160839689
"C78197",-0.00289051794545551
"C78859",0.0158639282960107
"C86187",0.00234217734690959
"C87436",0.0263221413744329
"C87977",0.0237074857367644
"C8a",-0.000222693044125663
"C8b",0.0153263595051638
"C8g",0.0239539999076383
"C920021L13Rik",0.0355168849848343
"CAAA01118383.1",0.0986455344568705
"CAAA01147332.1",0.0355044008289863
"CK137956",0.0383172046210716
"CN725425",0.0179290322740519
"CT868723.1",0.00252275424698575
"Caap1",0.240393781108689
"Cab39",-0.0568640022061118
"Cab39l",0.07473838704119
"Cabcoco1",0.15091582653434
"Cabin1",0.0911616921318625
"Cables1",-0.0132806668814156
"Cables2",-0.00638940023015676
"Cabp1",0.0342715856580847
"Cabp2",0.0723102024366924
"Cabp4",0.0639145566486702
"Cabp5",0.00951299970304238
"Cabp7",0.00486540458792991
"Cabyr",0.0179871974692695
"Cacfd1",0.0925296365775733
"Cachd1",-0.0907403795199847
"Cacna1a",0.0726035024406897
"Cacna1b",0.196702986763324
"Cacna1c",-0.0440618496461793
"Cacna1d",0.0666662236706422
"Cacna1e",0.030034382810387
"Cacna1f",0.0200005692886106
"Cacna1g",0.0422586911815675
"Cacna1h",0.0732162739882651
"Cacna1s",0.0917888877797441
"Cacna2d1",0.0461882532474099
"Cacna2d2",0.0485271533726299
"Cacna2d3",0.0362544627305638
"Cacna2d4",0.0198383587062154
"Cacnb1",-0.0306960342268368
"Cacnb2",0.00589126259032168
"Cacnb3",0.117632542703789
"Cacnb4",-0.0373538277090139
"Cacng1",0.038605242571287
"Cacng2",0.0491267005792247
"Cacng4",0.0893025101875363
"Cacng5",0.0304735277205202
"Cacng6",0.0375327130665578
"Cacng7",0.0482354328790864
"Cacng8",0.134053992919112
"Cactin",0.0425575364785441
"Cacul1",0.0338520612435646
"Cacybp",0.167115163334835
"Cad",0.10152463391722
"Cadm1",0.0333044971565569
"Cadm2",0.179664543106798
"Cadm3",0.0772591052360765
"Cadm4",-0.129556309220925
"Cadps",0.173637541581701
"Cadps2",-0.056987799376801
"Cage1",0.0350258755657947
"Calb1",0.0988974862866214
"Calb2",0.0586752434083529
"Calca",0.177742945732668
"Calcb",0.361976002262087
"Calcoco1",-0.0759387988583529
"Calcoco2",0.09308259401952
"Calcr",0.0457797285985891
"Calcrl",0.124395828838611
"Cald1",-0.296837919789583
"Calhm1",0.00675661289674104
"Calhm2",-0.00871027270225579
"Calhm3",-0.0195219212132761
"Calm1",0.0738933601927024
"Calm2",-0.211455044982579
"Calm3",0.195824196377511
"Calm4",-0.0498322040859219
"Calm5",-0.019978809637335
"Calml3",-0.146198303868719
"Calml4",0.0794340440919136
"Caln1",0.0368136289566138
"Calr",0.157788729871391
"Calr3",0.0420397339387138
"Calr4",0.0261030520505279
"Calu",0.0808290507790749
"Caly",0.0866193305572725
"Camk1",-0.0595461036580065
"Camk1d",-0.099548303433484
"Camk1g",0.0118819323465092
"Camk2a",0.100318824665705
"Camk2b",-0.00702928214832086
"Camk2d",-0.165140604907051
"Camk2g",0.0569650658972852
"Camk2n1",-0.0904925900072249
"Camk2n2",0.0657514553841802
"Camk4",0.0244914892418028
"Camkk1",0.0184028409750757
"Camkk2",0.080199405538105
"Camkmt",0.001004158140535
"Camkv",0.0845667501085006
"Caml",0.0880307961545414
"Camp",0.00461774038306765
"Camsap1",0.0930449473796443
"Camsap2",-0.0407926030201273
"Camsap3",0.0188762181852614
"Camta1",-0.0172277110350251
"Camta2",0.00827262676864477
"Cand1",0.0669921816612532
"Cand2",0.0187554915016736
"Cant1",-0.0272725780154784
"Canx",0.199187925226201
"Cap1",0.0277048227464736
"Cap2",-0.0174104521354541
"Capg",0.126548286723469
"Capn1",-0.020492701854107
"Capn10",0.0777178657145357
"Capn11",0.0757690497754175
"Capn12",-0.021860632092126
"Capn13",0.025398248422863
"Capn15",0.00451647760400207
"Capn2",0.0291603992206815
"Capn3",0.0398756330912164
"Capn5",-0.0232820898711841
"Capn6",-0.0149022873813628
"Capn7",0.0900824278770942
"Capn8",0.059808514963472
"Capn9",0.0410705378227964
"Capns1",-0.0271207634893875
"Capns2",-0.0138815756986063
"Caprin1",0.0695051025652792
"Caprin2",-0.00461744491245398
"Caps2",0.02676165577807
"Capsl",0.0545152589429491
"Capza1",0.148710371968432
"Capza2",0.1321134659618
"Capzb",0.0650545447733061
"Car10",0.0559163392879752
"Car11",0.0460039572820307
"Car12",-0.0708670209620433
"Car13",-0.0116480940116006
"Car14",0.00106919505411956
"Car15",-0.0102073800910792
"Car2",-0.0200034537075022
"Car3",0.0467947944562041
"Car4",0.0328280657802258
"Car5a",0.022474564593929
"Car5b",0.0197101297191021
"Car6",0.0838998258048406
"Car7",1.76551886298941e-05
"Car8",-0.0628134604440908
"Car9",0.0690473575320432
"Card10",-0.000118672082854025
"Card11",0.0182986110069051
"Card14",-0.0215431111701699
"Card19",-0.0548200795086563
"Card6",-0.00487332734080035
"Card9",0.0181594973375428
"Carf",-0.0204996484925694
"Carhsp1",0.0193040690432788
"Carm1",0.0231175883822308
"Carmil1",-0.0483193148318533
"Carmil2",0.0413523016440206
"Carmil3",0.150908518809907
"Carmn",-0.100242595041079
"Carnmt1",0.0929055815577759
"Carns1",0.0292656717725467
"Cars",0.0362420582224741
"Cars2",0.076874978763752
"Cartpt",0.0578459259232911
"Casc1",0.0707510464521804
"Casc3",0.115289589258041
"Casc4",0.168738923127177
"Casd1",0.0372439266883875
"Cask",0.00685526705181998
"Caskin1",0.0378990326966341
"Caskin2",-0.0691165318362371
"Casp1",0.199775342208607
"Casp12",-0.243900124627028
"Casp14",-0.0272146830273512
"Casp2",0.0308674361225223
"Casp3",0.00680718372338108
"Casp4",0.116996935675002
"Casp6",0.132675735372763
"Casp7",0.0178982236692274
"Casp8",0.0600063038128635
"Casp8ap2",0.0457234104805222
"Casp9",0.00427835207805919
"Casq1",0.0265105237961084
"Casq2",0.0250860545027558
"Casr",0.00956552549456973
"Cass4",0.0756753897515085
"Cast",-0.0680972618019005
"Casz1",0.0866650977645655
"Cat",0.104009257273102
"Catip",0.0302321048518656
"Catsper1",0.0219910801586719
"Catsper2",0.0642739232008039
"Catsper3",-0.0136493769383865
"Catsper4",0.021380825216847
"Catsperb",0.0307318561788291
"Catsperd",0.062983427025911
"Catspere2",0.0279098085344136
"Catsperg1",0.0425053342290223
"Catsperg2",0.00823648729372723
"Catsperz",-0.052003829853302
"Cav1",-0.0795369754852802
"Cav2",-0.0516284707485378
"Cavin1",-0.00115036927109799
"Cavin2",0.0257940604450279
"Cavin3",-0.166548749642185
"Cavin4",-0.00788376534080736
"Cbarp",-0.0400863450217288
"Cbfa2t2",-0.0344996834507642
"Cbfa2t3",0.148628172138543
"Cbfb",0.0353321325144532
