x,Neuroepithelium-a,Interneuron,Neuroepithelium-b,RGC-a,immature_neuron,Layer I,Pia,RGC-b,IPC-a,Endothelial cell,IPC-b (mitotic),Microglia,Layer V-VI-a,RGC-c,Layer-V-VI-b,Layer II-IV,Pericyte,Hippocampus,OPC
Lmx1b,0.00071871025,0.0,0.005092983,0.0,0.0,0.0,0.1228504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lnp,0.21230724,0.26395324,0.14343826,0.13469575,0.16475917,0.29755512,0.19893952,0.23528507,0.1368577,0.065000296,0.25696886,0.15292436,0.20671085,0.3309095,0.28940815,0.27050078,0.3463718,0.2902988,0.19281684
Lnpep,0.051506605,0.0415329,0.051791914,0.0776652,0.065271206,0.09431869,0.06828371,0.09445612,0.08553134,0.1209711,0.055498976,0.13983375,0.057531554,0.1581571,0.1071091,0.09683193,0.0,0.099418156,0.14322153
Lnx1,0.007218376,0.021259604,0.019042866,0.009236498,0.0065037212,0.049729623,0.0,0.007586729,0.025030553,0.0,0.0053421543,0.0,0.008845344,0.011747818,0.004258515,0.009101412,0.0,0.018959297,0.07569118
Lnx2,0.009451717,0.0,0.0039686467,0.00518485,0.009298454,0.0074830544,0.003541185,0.0029148525,0.0082859285,0.06334871,0.0041517513,0.04794424,0.029783297,0.0038708055,0.048692454,0.01884604,0.075975604,0.0348971,0.005885885
Loh12cr1,0.06242352,0.063716665,0.047678985,0.04896035,0.09540817,0.083511025,0.048149202,0.027607897,0.096808486,0.041164387,0.04836026,0.07452449,0.114426866,0.037602957,0.10210819,0.09254394,0.0,0.07016763,0.038247254
Lonp1,0.43302894,0.16050503,0.4039774,0.2987282,0.20303002,0.1799874,0.27980772,0.40151718,0.22676516,0.25916478,0.24298294,0.2701665,0.20566466,0.35542667,0.1925629,0.20719147,0.30680287,0.24192062,0.3512562
Lonp2,0.21154687,0.25664198,0.22958906,0.21108928,0.29605058,0.46583647,0.285756,0.19921239,0.24133094,0.2810733,0.22131917,0.17256707,0.32107893,0.3046774,0.4061436,0.3093997,0.18303701,0.30522358,0.36783272
Lonrf1,0.037505798,0.082672946,0.07761046,0.032220546,0.06530601,0.11052947,0.048967134,0.043926053,0.02932273,0.01988079,0.020868223,0.034188543,0.09189058,0.07184591,0.08398004,0.09661674,0.0,0.13556245,0.04803678
Lonrf2,0.018251937,0.09909358,0.01924984,0.025602093,0.023302617,0.14764576,0.0,0.009521396,0.011101394,0.0,0.0051683094,0.0,0.068611376,0.00242254,0.1491207,0.16364104,0.0,0.13806301,0.046723653
Lonrf3,0.00510167,0.0,0.0063823275,0.008090705,0.0011744319,0.0,0.0051974333,0.016564196,0.0,0.04488246,0.003809976,0.0,0.0033963446,0.026589654,0.0,0.0,0.0,0.0,0.041679844
Lor,0.003997857,0.0033224036,0.0,0.0,0.0,0.011473287,0.0061195446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011045525,0.0,0.0034629155,0.011652287
Lox,0.0013606771,0.0,0.0,0.0014370637,0.0,0.0,0.16631642,0.0016784364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loxl1,0.0033041118,0.0,0.07764252,0.047235433,0.023489505,0.025259351,0.121419735,0.027634658,0.096195735,0.0,0.04139997,0.0,0.0023366055,0.07874675,0.0052206377,0.0015548449,0.065368444,0.010509796,0.105706364
Loxl2,0.17350775,0.018328272,0.25278828,0.01649813,0.001820129,0.026141722,0.68435156,0.024184013,0.007655403,0.20689249,0.016461754,0.0,0.0,0.012054679,0.008926145,0.0,0.69846624,0.0,0.010635797
Loxl3,0.026461514,0.0021862998,0.008176045,0.013411386,0.0023726523,0.0,0.060741175,0.01110675,0.008051797,0.0,0.006917806,0.022538574,0.0,0.010744831,0.0,0.0022425035,0.2266806,0.0,0.018393124
Lpar1,0.18058698,0.005637506,0.09010375,0.43617967,0.016176261,0.0,0.97226596,0.3459111,0.24899247,0.060182884,0.21917203,0.0,0.022059849,0.37032497,0.008665438,0.0019031665,0.0,0.006200819,0.18165413
Lpar2,0.01625995,0.0124559635,0.017303353,0.020083426,0.011475568,0.024212634,0.05633753,0.014605192,0.024781195,0.0,0.015529053,0.021553593,0.0144793745,0.021749564,0.011706226,0.017051406,0.0,0.014047693,0.013631961
Lpar3,0.0013367359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007032452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015560711
Lpar4,0.092716135,0.0027987226,0.14505261,0.06493996,0.030977296,0.028442511,0.115228236,0.073920146,0.08616308,0.3547325,0.045480695,0.0,0.02041819,0.10815973,0.017587934,0.007581683,0.0,0.034572538,0.07387128
Lpar6,0.16672742,0.021984434,0.2849282,0.14269407,0.10400872,0.13643648,0.25501737,0.12148924,0.17056482,0.69183505,0.15529545,0.24429469,0.06354329,0.16616508,0.010202346,0.015302157,0.2396136,0.022892615,0.13921705
Lpcat1,0.32134926,0.17813803,0.1681023,0.24048842,0.16214527,0.2034125,0.22796682,0.2724707,0.11052396,0.19870324,0.17547211,0.05437537,0.18951748,0.3218276,0.2177562,0.27778333,0.036722578,0.19046746,0.28978616
Lpcat2,0.008155837,0.0030014494,0.019859565,0.0038972485,0.0009773131,0.01679528,0.0,0.0,0.0015042203,0.0,0.004165088,0.45420885,0.012201654,0.0,0.009188253,0.002723602,0.0,0.002017864,0.0
Lpcat3,0.09829797,0.029560138,0.1475232,0.0641192,0.047603287,0.04834351,0.17360933,0.05124543,0.058092035,0.31567958,0.038301807,0.41032884,0.038941097,0.063472554,0.061979804,0.03242861,0.0,0.04939785,0.07790393
Lpcat4,0.011188076,0.0,0.0,0.004659262,0.0017612078,0.013720369,0.0,0.0013268318,0.0045568687,0.0,0.004348601,0.0,0.0020299738,0.008074723,0.0055555566,0.016887594,0.03755569,0.011213748,0.013213748
Lpgat1,0.40050593,0.4505971,0.33171967,0.24187581,0.24917932,0.2821015,0.5124081,0.1928543,0.21120347,0.22686502,0.19317384,0.45649305,0.3912899,0.2067819,0.5264121,0.35566312,0.3718638,0.44562817,0.14149272
Lphn1,0.12712172,0.3661703,0.13127424,0.10120855,0.29772612,0.35620654,0.076456055,0.11251726,0.07615878,0.06464018,0.1261879,0.0,0.39078498,0.10594994,0.62533456,0.49496588,0.1008669,0.4611698,0.16279353
Lphn2,0.39360958,0.19112091,0.44485524,0.1580361,0.42820013,0.30131316,0.41596738,0.17902955,0.10738278,0.5317973,0.16644707,0.29241493,0.3818532,0.27766755,0.555346,0.6136942,0.0,0.15939878,0.20634179
Lphn3,0.020102326,0.29761755,0.11663063,0.02174256,0.14277992,0.36339977,0.08603449,0.01543167,0.024096953,0.09549897,0.025754191,0.0,0.20863728,0.03977561,0.118085235,0.39910948,0.03755569,0.25645673,0.16608885
Lpin1,0.013911125,0.06531585,0.034700733,0.01255326,0.10258299,0.17745233,0.010150515,0.0060400725,0.05209833,0.113007724,0.02314583,0.022538574,0.093121074,0.008114069,0.07309968,0.10560495,0.0,0.10858417,0.08068382
Lpin2,0.40334052,0.22119297,0.5144087,0.2607026,0.12384142,0.2234978,0.38586974,0.3165419,0.11043657,0.115441866,0.1885668,0.5431838,0.17769389,0.55481935,0.26148868,0.21162425,0.28467345,0.27778724,0.35692048
Lpin3,0.00089113245,0.0,0.0,0.0,0.0,0.0049534454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lpl,0.23087978,0.0023430947,0.1553858,0.10522937,0.02019095,0.002356014,0.057669725,0.14113598,0.012010504,0.018417502,0.06964061,1.257995,0.40600657,0.06894968,1.1920173,0.2933731,0.063311204,0.36693838,0.06917704
Lpo,0.0051928745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018072118,0.0,0.0,0.0,0.0,0.0,0.0,0.0009803259,0.0,0.0020801965,0.0056637716
Lpp,0.038765516,0.019293685,0.17741507,0.058141474,0.06703151,0.09883421,0.4351434,0.027135,0.064605966,0.6122554,0.036612585,0.26606977,0.06873006,0.066767186,0.030282754,0.038866572,0.536252,0.06570555,0.12413231
Lrba,0.029032305,0.014052802,0.025474187,0.01389779,0.01604634,0.019727338,0.0111074615,0.023395244,0.011446999,0.10094412,0.004838218,0.0,0.003984959,0.02547994,0.016716667,0.006191901,0.0,0.0052996655,0.03601782
Lrch1,0.015990814,0.012990708,0.029051667,0.016692195,0.012863316,0.030774642,0.04244806,0.021717709,0.0050512943,0.17552422,0.0053851744,0.039731294,0.021418551,0.016956076,0.039915424,0.02459221,0.075975604,0.035497192,0.035248008
Lrch2,0.1715456,0.3523726,0.21107249,0.14891402,0.4268447,0.31907105,0.21282351,0.17903034,0.2661707,0.066169105,0.25129163,0.18880266,0.38216498,0.19186732,0.40217206,0.4294304,0.12545782,0.4894029,0.18044195
Lrch3,0.16411754,0.24415682,0.226209,0.21908516,0.24578439,0.32747698,0.317445,0.1803511,0.2750327,0.4502603,0.16414063,0.11148138,0.16248918,0.26403967,0.13431491,0.24681528,0.0,0.2190937,0.17289373
Lrdd,0.07342426,0.004650476,0.014450127,0.021758584,0.010588542,0.3028461,0.03634672,0.04497766,0.014928627,0.0,0.04545081,0.0,0.008164784,0.018425738,0.01227156,0.017404543,0.0,0.010355271,0.038820185
Lrfn2,0.005017745,0.015298458,0.023426784,0.0,0.0,0.0036971292,0.0,0.0030633602,0.0,0.0,0.0,0.0,0.0028424202,0.0028493367,0.012912975,0.01259624,0.0,0.016475804,0.0
Lrfn4,0.047384463,0.064936385,0.04183713,0.021927023,0.058647648,0.051517915,0.052772168,0.03545702,0.05476009,0.0,0.05337536,0.0,0.04022893,0.037485145,0.07502753,0.0882449,0.08906551,0.10092355,0.074076675
Lrfn5,0.0053393682,0.045315806,0.0,0.0034820735,0.030706486,0.09724645,0.0,0.0051042363,0.0028150796,0.06782403,0.0,0.045497242,0.33199692,0.0039577363,0.64726794,0.32585037,0.0,0.14545232,0.0045884834
Lrguk,0.0023074448,0.0,0.0,0.001914905,0.0015561312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017802739,0.0,0.0,0.0,0.0
Lrif1,0.14977522,0.074927144,0.17432593,0.13705848,0.11078069,0.22312653,0.1178973,0.11447895,0.12192978,0.16356568,0.16171734,0.21731085,0.13748983,0.10208096,0.12094258,0.11892802,0.042170502,0.15601842,0.13943592
Lrig1,0.1157905,0.004303853,0.078290835,0.041875094,0.006386224,0.03912316,0.02685561,0.043942027,0.027378837,0.03804194,0.03241276,0.0,0.0071346373,0.08533871,0.0063742725,0.0019387074,0.04754206,0.0039696223,0.09460253
Lrig2,0.03982972,0.076378696,0.04970264,0.042557303,0.047348823,0.08554228,0.093604,0.036132473,0.06308162,0.025559321,0.07942681,0.0,0.061683446,0.033408597,0.11279674,0.091529116,0.0,0.09502769,0.06286241
Lrig3,0.012465869,0.016652504,0.03428563,0.011465405,0.0010175451,0.07298274,0.23353654,0.0031230336,0.0,0.0,0.0,0.021266876,0.0,0.010503162,0.0011818054,0.0025484026,0.0,0.0007210147,0.0043973946
Lrit3,0.0014130143,0.0,0.0,0.0,0.0,0.0,0.0,0.0021847195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lrmp,0.0031723075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50712603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lrp1,0.069053024,0.20111796,0.07376686,0.06297126,0.13513845,0.17361204,0.24576177,0.08538333,0.13422935,0.0341621,0.08222735,0.49098188,0.15648401,0.074634105,0.2741331,0.193032,0.2572042,0.21147682,0.17035094
Lrp10,0.045738366,0.056389388,0.04827581,0.049583282,0.06239986,0.09032885,0.10945486,0.052730814,0.052694354,0.39211175,0.03900893,0.09126897,0.07422095,0.060570415,0.0727403,0.04900021,0.1141949,0.08974194,0.15690757
Lrp11,0.04337258,0.095710605,0.021780223,0.013875158,0.12199363,0.2830103,0.0,0.014417706,0.055291887,0.0,0.07017272,0.0,0.14449815,0.018535288,0.15761682,0.13638146,0.0,0.17633663,0.06701265
Lrp12,0.05562454,0.08931651,0.01983884,0.023759346,0.09123431,0.12116012,0.04563838,0.022412863,0.09092411,0.0065782117,0.1242036,0.021553593,0.06827341,0.0365709,0.084189154,0.07417408,0.1340104,0.07429654,0.01871782
Lrp1b,0.0053853965,0.0,0.06566804,0.0024376975,0.009775336,0.046376694,0.0,0.0047203456,0.010037468,0.0,0.0031797297,0.0,0.008425595,0.005423304,0.033459343,0.019170986,0.0,0.04440571,0.017266646
Lrp2,0.02930763,0.0,0.14821538,0.0,0.0023933214,0.0,0.024856722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022809713,0.003520302,0.0,0.019008921,0.00913384
Lrp2bp,0.006297902,0.006790001,0.0,0.0012137097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043525575,0.0,0.0023667512,0.0,0.0,0.0020099957
Lrp3,0.056780968,0.099287316,0.05266919,0.06700958,0.13786204,0.1616401,0.04337024,0.06134958,0.15144166,0.0,0.09719979,0.021266876,0.11460834,0.06123417,0.17654717,0.18638082,0.0,0.16773179,0.10599445
Lrp4,0.027163317,0.0032497745,0.024556644,0.0775291,0.0011003416,0.0,0.011551325,0.03883738,0.023239661,0.091109656,0.009325132,0.0,0.0011966444,0.0641768,0.0,0.0,0.08393581,0.0025415835,0.10514505
Lrp5,0.01832015,0.008602609,0.0,0.022338046,0.00864426,0.0,0.03251543,0.015701843,0.0349378,0.016036073,0.02269148,0.0,0.0041692923,0.009134871,0.0025137302,0.01094462,0.046895005,0.010962881,0.05290849
Lrp6,0.23056695,0.16637726,0.25967014,0.1925231,0.19814707,0.12540151,0.4515597,0.221492,0.19169539,0.43680513,0.20603359,0.3759179,0.1534158,0.24728824,0.17295764,0.21278882,0.14572696,0.18302852,0.19495602
Lrp8,0.10452076,0.27356082,0.23416476,0.09704783,0.38483912,0.31734228,0.012899563,0.08439179,0.6360723,1.2638943,0.38934642,0.06301585,0.27601302,0.10422663,0.3026774,0.35004368,0.0,0.5955976,0.2437145
Lrpap1,0.16087006,0.19157092,0.27608123,0.16810738,0.5415377,0.3905285,0.16712716,0.15593384,0.3255481,0.28853658,0.26985806,0.48599812,0.4609712,0.15523387,0.28402248,0.30610397,0.344511,0.21743163,0.34692177
Lrpprc,0.23862475,0.15972929,0.23076595,0.120546326,0.10090612,0.1485764,0.1694089,0.14412715,0.11546914,0.20909172,0.101261206,0.2024603,0.12918593,0.18598913,0.19960257,0.17940207,0.332799,0.21057414,0.2073198
Lrr1,0.20060232,0.005245335,0.11564697,0.09321496,0.0043735383,0.0104789995,0.09650106,0.23155822,0.016527133,0.06448314,0.22094893,0.07671542,0.0026859131,0.17750148,0.0129007725,0.009982112,0.0,0.014637902,0.10456718
Lrrc1,0.21187583,0.02711571,0.115048625,0.21319348,0.030522766,0.09558349,0.056494895,0.24212438,0.15690657,0.019872217,0.14187092,0.07125943,0.026516788,0.26326782,0.044627372,0.018344682,0.0,0.039115757,0.13312249
Lrrc10,0.0,0.0,0.0,0.0,0.00054446026,0.0,0.0,0.0,0.0,0.0,0.0,0.021553593,0.0,0.0,0.0,0.0,0.0,0.0012173861,0.0
Lrrc10b,0.0015103956,0.0,0.0,0.0012166755,0.0,0.02577517,0.0060997996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056409063,0.005921228
Lrrc14,0.04795389,0.07929357,0.07520612,0.050495856,0.06718736,0.052642718,0.08719563,0.0703451,0.041196335,0.020913785,0.06796792,0.06399228,0.049473327,0.053906858,0.041040737,0.06471844,0.0,0.06143217,0.085404396
Lrrc14b,0.006959429,0.010284418,0.007866143,0.003134608,0.005543166,0.0060629672,0.0,0.0015039283,0.0,0.0,0.006100745,0.021266876,0.0069677937,0.005989641,0.0024770682,0.007370717,0.0,0.008253133,0.0076972772
Lrrc15,0.0,0.0,0.0,0.0,0.0,0.0,0.019379182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lrrc16a,0.027301243,0.060335487,0.042440612,0.026041722,0.018677177,0.048148632,0.06408538,0.042447377,0.01571443,0.0,0.019860446,0.020186827,0.012468348,0.035753597,0.12257822,0.034538083,0.2133437,0.03977357,0.04268988
Lrrc16b,0.055419236,0.099714935,0.022579333,0.03221871,0.41437453,0.14371775,0.039265163,0.056274552,0.3563092,0.0,0.28468254,0.0,0.1672414,0.044749953,0.17722096,0.1873046,0.0,0.22828394,0.034711726
Lrrc17,0.001739355,0.008524451,0.009217968,0.0014052893,0.00046729823,0.0,0.23198912,0.0,0.0,0.028015109,0.0029529587,0.0,0.0,0.0013933211,0.004690729,0.0009482313,0.0,0.0,0.0
Lrrc18,0.0,0.0,0.00835599,0.0,0.0,0.0,0.0,0.0,0.0,0.028097564,0.0,0.0,0.0013654045,0.0,0.0,0.0,0.0,0.0,0.0042339214
Lrrc19,0.0,0.0,0.0,0.0,0.0,0.00735663,0.013601086,0.0,0.0,0.0,0.0,0.0,0.0017829334,0.0024148594,0.0,0.0,0.0,0.0028155055,0.0
Lrrc20,0.03794465,0.06348506,0.06914523,0.021211596,0.049868386,0.06313207,0.019004935,0.030274967,0.03111576,0.0065782117,0.034359533,0.021553593,0.09261609,0.019296443,0.20611538,0.08859141,0.0,0.12366253,0.030840635
Lrrc23,0.012062381,0.0,0.14364237,0.00384645,0.0,0.030717533,0.0,0.003046099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009211102
Lrrc24,0.003836551,0.010540537,0.007728976,0.0041449843,0.008574024,0.048098475,0.0,0.0040587294,0.003594231,0.0,0.0,0.0,0.019425616,0.0,0.024296144,0.03068885,0.0,0.04482024,0.018928278
Lrrc27,0.013836121,0.006501702,0.008937193,0.004130537,0.0023387675,0.01952676,0.024530001,0.001380429,0.0021922155,0.010549946,0.0046429583,0.020186827,0.010551232,0.00682383,0.014882105,0.015826259,0.0,0.009089009,0.027080962
Lrrc28,0.040374342,0.08123277,0.042320304,0.033774618,0.09772322,0.0836704,0.052970428,0.029058943,0.043801602,0.0741994,0.053715754,0.0,0.0824906,0.062451057,0.10418825,0.0825482,0.114876024,0.1052409,0.04844445
Lrrc29,0.0015336465,0.0019024978,0.0067317686,0.0014294654,0.0015281809,0.0,0.0,0.0,0.0023899404,0.0,0.0,0.0,0.0021070528,0.0,0.0,0.0,0.030453943,0.002328221,0.00490072
Lrrc3,0.0062771686,0.011241066,0.03409899,0.0100855585,0.009152703,0.097193964,0.028797278,0.014755106,0.0014408974,0.0,0.0067340005,0.0,0.010918544,0.021320213,0.037824534,0.04728236,0.0,0.03641807,0.0068713725
Lrrc32,0.0,0.0,0.0,0.0021575256,0.0,0.0,0.011023823,0.0,0.0025909243,0.06952076,0.0,0.0,0.0,0.0019291462,0.0,0.0,0.23485331,0.0,0.0
Lrrc34,0.015315278,0.0,0.0105932765,0.0014080822,0.0,0.037186015,0.051054996,0.0,0.0,0.0,0.0,0.048123363,0.0,0.0,0.0,0.0,0.06597285,0.0,0.005921228
Lrrc36,0.0007676931,0.0,0.006661798,0.0,0.0,0.0,0.0,0.0,0.0010655435,0.0,0.0,0.0,0.0,0.0032030744,0.0,0.0008690062,0.0,0.0,0.0067554577
Lrrc39,0.0048043407,0.0,0.0055878893,0.007834387,0.0037114343,0.0,0.0,0.0,0.010593441,0.012723123,0.0073854993,0.048123363,0.0058258525,0.0,0.0,0.008833548,0.0,0.0,0.033938203
Lrrc3b,0.0008275497,0.0,0.006068303,0.0,0.0,0.0037977821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003524087,0.0027507814,0.0,0.00298741,0.0
Lrrc4,0.058210988,0.069432355,0.061185375,0.01720315,0.02661254,0.02166359,0.0045982106,0.01539753,0.008453623,0.0,0.0077616675,0.020186827,0.066057235,0.004210972,0.12704876,0.073732294,0.030453943,0.07819331,0.040898893
Lrrc40,0.21450901,0.10966097,0.2085386,0.11465263,0.06226669,0.1197383,0.08457389,0.17874232,0.07749676,0.0065782117,0.167469,0.021553593,0.09643046,0.22789638,0.08543938,0.123881094,0.12441958,0.10827467,0.12997021
Lrrc41,0.10983626,0.054469828,0.12351616,0.097726904,0.081806235,0.06647409,0.14692648,0.100125834,0.09455011,0.07248132,0.08417478,0.1803454,0.074320324,0.083686374,0.08083789,0.07494258,0.37218964,0.055925705,0.113175906
Lrrc42,0.26915812,0.07150404,0.32848373,0.15905368,0.103943974,0.22235772,0.3244534,0.18253924,0.102234855,0.18807249,0.071943596,0.04817741,0.11183486,0.15363593,0.14313976,0.101379104,0.26027346,0.15069903,0.115061045
Lrrc43,0.0,0.0,0.0066785705,0.0020190917,0.0,0.0,0.0,0.0015208751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lrrc45,0.08848044,0.12588792,0.073883936,0.065665714,0.114428945,0.089175,0.06094412,0.10067157,0.07017789,0.058649108,0.07725758,0.19908485,0.15890922,0.07998865,0.21818903,0.16967897,0.07715842,0.14245912,0.11460493
Lrrc46,0.009299885,0.004845429,0.0029138606,0.0061477483,0.006137442,0.076444924,0.0,0.004547924,0.0088459365,0.0,0.0042591747,0.0,0.013553711,0.008003135,0.005377544,0.0072609503,0.0,0.004026961,0.015114488
Lrrc47,0.21751973,0.2303321,0.19138241,0.14424185,0.19228265,0.22820778,0.12080735,0.15681551,0.19794291,0.1411249,0.2044325,0.19333772,0.21323511,0.15228872,0.18763778,0.16788729,0.0,0.13888179,0.14906523
Lrrc48,0.003238311,0.0035348171,0.0,0.0069595845,0.0036904253,0.031437453,0.004785767,0.001536007,0.0,0.007032452,0.0,0.0,0.0023375298,0.0112457145,0.01480204,0.003846839,0.0,0.0,0.016442636
Lrrc49,0.16763787,0.23994595,0.17191747,0.12060479,0.22644085,0.26373792,0.13091291,0.11574182,0.20503123,0.051061165,0.13749613,0.050477497,0.2309892,0.21926755,0.31678417,0.19285755,0.0,0.24914312,0.19528821
Lrrc4b,0.027147183,0.06624857,0.04842355,0.019293047,0.05309752,0.09611854,0.0,0.04627202,0.034066606,0.0,0.02664796,0.082897544,0.0671066,0.02872675,0.14970414,0.075527675,0.0,0.07618424,0.055136763
Lrrc4c,0.02589418,0.029301966,0.04537206,0.07875886,0.049825285,0.05446345,0.0,0.06249746,0.060579397,0.04794324,0.0446322,0.0,0.063477784,0.10282695,0.15751423,0.122560635,0.075975604,0.07968584,0.17358412
Lrrc51,0.009448756,0.003920712,0.046116203,0.009263298,0.00639273,0.05474221,0.0059153168,0.0059256256,0.026571183,0.0,0.0065311636,0.0,0.012897842,0.01037202,0.008890402,0.009251613,0.0,0.009463609,0.010819236
Lrrc56,0.037775636,0.009105799,0.061956257,0.018050835,0.014451594,0.037852716,0.021215241,0.018140106,0.013261935,0.0,0.036143113,0.0,0.01275531,0.017795652,0.029301818,0.03299436,0.0,0.017419137,0.013058144
Lrrc57,0.06715179,0.043120835,0.085963614,0.077136375,0.05512339,0.056957427,0.049943533,0.05755569,0.050786782,0.10517702,0.07172671,0.021553593,0.04886642,0.09513859,0.07709079,0.05512023,0.0,0.05304206,0.093125984
Lrrc58,0.49248013,0.56434506,0.5091539,0.4652896,0.6154467,0.67010796,0.7231958,0.49875164,0.5291127,1.0703411,0.58609706,0.72021115,0.6244133,0.6898757,0.5894814,0.80905765,0.5821804,0.9046088,0.9543625
Lrrc59,0.35133874,0.14372444,0.28759316,0.19249623,0.16225764,0.25741687,0.3907085,0.22923197,0.12786096,0.42089227,0.14841135,0.37024805,0.17822039,0.18504104,0.12756057,0.16800576,0.3089818,0.1620213,0.20188439
Lrrc6,0.0013285736,0.0033761472,0.01171205,0.0,0.0086970525,0.0,0.0,0.0,0.0019186822,0.0,0.0,0.0,0.010752076,0.0,0.006719779,0.013263141,0.0,0.01605816,0.0
Lrrc61,0.035041727,0.03629406,0.014168113,0.014555757,0.017797645,0.048371553,0.034223273,0.008771686,0.024619842,0.0,0.018331558,0.059828788,0.010203352,0.012603854,0.024380295,0.019941365,0.0,0.026431102,0.020117661
Lrrc63,0.0060130632,0.0,0.0,0.0013316376,0.0013455327,0.0,0.0,0.0014846199,0.0,0.0,0.0052259983,0.0,0.0023870212,0.0,0.0,0.0,0.0,0.0015069547,0.0
Lrrc7,0.0,0.09143193,0.0,0.006208406,0.051144857,0.0325369,0.01361199,0.004093915,0.0052368166,0.0,0.0,0.0,0.07306377,0.0036304293,0.12958004,0.14054868,0.0,0.12846902,0.020303167
Lrrc70,0.0068878233,0.0028064898,0.012699348,0.0012810929,0.0009795562,0.0,0.008314063,0.0013675875,0.006471874,0.14033793,0.001523735,0.021553593,0.0035392288,0.0039311084,0.0,0.0077372934,0.0,0.0040552095,0.0
Lrrc73,0.022034414,0.03110166,0.030535853,0.01279444,0.02153237,0.09399047,0.0059679598,0.0038448127,0.009396831,0.0,0.009711674,0.0,0.06171705,0.016231056,0.092413396,0.11788627,0.0,0.107158035,0.04932593
Lrrc8a,0.031733245,0.06600015,0.08175784,0.021221168,0.06420829,0.083300434,0.03574799,0.019223498,0.05740589,0.122343786,0.078145266,0.06803582,0.048741274,0.019501098,0.0688725,0.042089906,0.08393581,0.05647037,0.048475288
Lrrc8b,0.008351645,0.0,0.0,0.0035235283,0.006845628,0.02228918,0.013013444,0.008457814,0.006003086,0.049535595,0.0026862966,0.0,0.007659828,0.006285952,0.0,0.018599056,0.036722578,0.020528443,0.015139405
Lrrc8c,0.03832631,0.01761765,0.15278573,0.038716193,0.008483718,0.036914743,0.0398359,0.012383157,0.022338266,0.5176628,0.011226707,0.0,0.0040279026,0.059990935,0.012500017,0.012969923,0.30912676,0.01756516,0.07161829
Lrrc8d,0.061926194,0.05193665,0.034988146,0.06143969,0.05395863,0.07083775,0.0,0.036866926,0.0516913,0.026904669,0.079146676,0.020186827,0.049889896,0.056872256,0.06350222,0.065962814,0.030453943,0.06166951,0.0693377
Lrrc9,0.015407273,0.012276798,0.008038455,0.0013149853,0.016802186,0.056705784,0.0033683844,0.0012313168,0.010245075,0.0,0.0,0.0,0.051403407,0.0,0.06789158,0.034553174,0.0,0.042481873,0.0
Lrrcc1,0.44139525,0.29673108,0.40309602,0.29964212,0.22960773,0.27475417,0.43072715,0.34668136,0.35729602,0.5441162,0.39352882,0.34839588,0.23941194,0.45590326,0.29585013,0.21411917,0.19936687,0.27627248,0.5025751
Lrrd1,0.0025265377,0.0,0.0,0.0,0.0,0.0,0.0,0.0011067165,0.0,0.0,0.0,0.0,0.004246407,0.0,0.0,0.0,0.0,0.0,0.0
Lrrfip1,0.16254576,0.28139582,0.14085862,0.12224276,0.09166674,0.42164975,0.30757573,0.074351214,0.06706564,1.0559539,0.047235522,0.6748029,0.27635255,0.06800447,0.42890617,0.4410001,0.36055985,0.44450837,0.2934042
Lrrfip2,0.2727138,0.2552205,0.29935384,0.1900579,0.24298273,0.24719289,0.31780687,0.30401507,0.25388247,0.1993066,0.28721938,0.16431215,0.22942755,0.34834242,0.30442655,0.29053083,0.094126314,0.27604368,0.20309083
Lrriq1,0.01954877,0.0,0.11291022,0.010268094,0.009287907,0.17554633,0.015754607,0.0068358527,0.008536627,0.0,0.0,0.0,0.012169737,0.0043298705,0.047398765,0.012684712,0.0,0.02562013,0.058162324
Lrriq3,0.0016196211,0.0,0.0045294072,0.0021928651,0.0,0.0,0.008314063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019563874,0.0,0.0,0.0
