x,Neuroepithelium-a,Interneuron,Neuroepithelium-b,RGC-a,immature_neuron,Layer I,Pia,RGC-b,IPC-a,Endothelial cell,IPC-b (mitotic),Microglia,Layer V-VI-a,RGC-c,Layer-V-VI-b,Layer II-IV,Pericyte,Hippocampus,OPC
0610005C13Rik,0.0029636181,0.0057641827,0.0,0.0032710761,0.0018028072,0.0,0.0,0.0,0.0,0.0,0.0025910742,0.0,0.0,0.0035809232,0.0041449815,0.0054294295,0.0,0.003486044,0.0034109377
0610007N19Rik,0.090488,0.0076719495,0.089044675,0.3019272,0.039066862,0.037589494,0.2006562,0.2023579,0.24865168,0.0,0.10607879,0.0,0.010365431,0.2553736,0.0026829168,0.00048475,0.09582238,0.006712328,0.21019629
0610007P14Rik,0.28302068,0.17578708,0.35944673,0.27402455,0.15806642,0.25880787,0.36524653,0.32883647,0.19453765,0.073187895,0.25190708,0.22631836,0.2479787,0.43480045,0.27857205,0.29174936,0.0,0.25255215,0.46820724
0610009B22Rik,0.2004235,0.10626276,0.19834739,0.15866277,0.1281611,0.3130037,0.1503165,0.16307363,0.14434518,0.08594761,0.2050098,0.17717609,0.18416132,0.18847494,0.17009671,0.14069968,0.20110634,0.21587156,0.2685597
0610009D07Rik,0.98806727,0.5607228,0.83721143,0.8409092,0.7036165,0.7855115,0.812963,0.8619749,0.7680742,0.4862497,0.81042224,0.8260574,0.79150444,0.86785483,0.6892,0.6214,0.6622412,0.7034296,0.8601183
0610009E02Rik,0.15078907,0.018185306,0.105707556,0.13706075,0.011063217,0.01857736,0.024174312,0.11569266,0.09175065,0.16171695,0.07601114,0.0,0.010715537,0.14862563,0.012196466,0.004960745,0.046895005,0.003486044,0.19033389
0610009L18Rik,0.01926392,0.0472357,0.01621286,0.03918144,0.028816683,0.026159123,0.006509477,0.028841507,0.03376379,0.0065782117,0.012123629,0.0,0.024037868,0.038451344,0.06497421,0.047021393,0.0,0.0617948,0.09982123
0610009O20Rik,0.10009382,0.0678305,0.13142996,0.08807243,0.064313225,0.11730942,0.07573715,0.1160388,0.07547547,0.035771586,0.15309165,0.04875509,0.052153297,0.1798391,0.066098094,0.05754801,0.03755569,0.07838969,0.1597514
0610010F05Rik,0.25858107,0.6072275,0.22388582,0.15859044,0.55617154,0.54027694,0.21391578,0.18085283,0.28797594,0.25206384,0.34190273,0.062058344,0.7194747,0.18767172,0.90000886,0.6872873,0.27413395,0.66884863,0.21254323
0610010K14Rik,0.015394286,0.020759903,0.07450555,0.029980022,0.026808847,0.0294113,0.063328646,0.027029818,0.041483138,0.056160692,0.033658337,0.047226068,0.04663878,0.041047577,0.02625143,0.051142506,0.0,0.048076253,0.037265163
0610011F06Rik,0.29413912,0.15222466,0.3543641,0.24646258,0.21610035,0.25800645,0.2363821,0.20342621,0.21771856,0.23185363,0.17770152,0.089039415,0.16813561,0.2807211,0.10915468,0.19043756,0.10461546,0.23193593,0.22517829
0610025J13Rik,0.0023001947,0.0,0.0072528645,0.0032465088,0.0,0.004629951,0.0,0.0,0.005073896,0.0,0.0,0.0,0.0011966444,0.009926252,0.0,0.0,0.0,0.0,0.0
0610030E20Rik,0.17181367,0.07241122,0.2039432,0.12577419,0.10465246,0.114681035,0.17632301,0.18012692,0.16539598,0.11237059,0.22890198,0.11270864,0.108449176,0.23829222,0.117126524,0.099641964,0.37139854,0.10631883,0.09686467
0610031J06Rik,0.071657486,0.037063908,0.1338557,0.049498826,0.054968454,0.09103101,0.12576692,0.039003618,0.092709124,0.43627217,0.047652952,0.16650243,0.051719878,0.07139857,0.07748169,0.048154294,0.19830132,0.04743584,0.108534284
0610037L13Rik,0.26973882,0.17280033,0.26777712,0.20783569,0.18616456,0.16333213,0.26829144,0.27415612,0.25429985,0.38640702,0.21921864,0.079373255,0.19180043,0.39946106,0.18114069,0.1306272,0.23568642,0.27367604,0.25813624
0610038L08Rik,0.0053398027,0.0,0.0,0.0,0.0005484554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125157,0.0021080857,0.0,0.0,0.0,0.0044477745,0.0
0610039K10Rik,0.0,0.0,0.0078012063,0.0,0.0,0.0,0.0,0.0018592075,0.0021050521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008298355,0.0
0610040B10Rik,0.02158362,0.025084771,0.030337669,0.01954387,0.009010942,0.028222032,0.028391331,0.019433143,0.017997267,0.0,0.012948963,0.0,0.024691736,0.01593154,0.04709057,0.014030691,0.0,0.015330095,0.028908988
0610040J01Rik,0.0,0.0,0.05050472,0.009167338,0.0008378311,0.0,0.016101541,0.00092158985,0.0016248941,0.0,0.0,0.07405467,0.0,0.024840891,0.0,0.0,0.0,0.0,0.07306978
1010001B22Rik,0.0025652181,0.0,0.0,0.006827801,0.0,0.0,0.007528923,0.0028875936,0.0026247469,0.0,0.0032408838,0.0,0.0,0.0031918113,0.0,0.0,0.0,0.0,0.013994873
1110001A16Rik,0.23717004,0.09601978,0.21343166,0.22313632,0.14573717,0.2550683,0.34860775,0.20160061,0.19548498,0.29790926,0.12957025,0.5287383,0.17611416,0.230649,0.28434047,0.1823338,0.085269116,0.24854207,0.22454008
1110001J03Rik,0.42781675,0.17326236,0.41556427,0.3605215,0.21211629,0.4132311,0.28458855,0.3582256,0.2377716,0.3338167,0.2649336,0.27281314,0.24471009,0.5124379,0.21976723,0.22604512,0.2600559,0.3294046,0.5011319
1110002E22Rik,0.0009920967,0.0,0.0,0.0,0.0007809221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110002L01Rik,0.09671322,0.07604906,0.06902336,0.07668726,0.08860872,0.11988906,0.13029456,0.05331032,0.08615045,0.0,0.06992594,0.095206626,0.12058231,0.08675987,0.22053617,0.18341792,0.2065549,0.19991195,0.07474854
1110004E09Rik,0.3737943,0.12350302,0.40486482,0.30416882,0.18468516,0.3240346,0.26965395,0.22553894,0.2301552,0.40202954,0.17899899,0.29899096,0.24286625,0.30712685,0.25591704,0.25130206,0.0,0.26935616,0.30362818
1110004F10Rik,1.081835,1.0204086,0.98350775,0.8930569,1.0040939,0.95797056,0.8234945,1.04551,1.01078,0.6868879,1.1183723,0.47380358,1.072076,1.1124688,1.1036383,1.0378923,0.88112503,0.95443773,0.8523543
1110006G14Rik,0.0060182787,0.0,0.027838998,0.0029851934,0.0017622312,0.0,0.0,0.0016312596,0.0076076463,0.0,0.0069757537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207832
1110007C09Rik,0.023803905,0.014219914,0.05635224,0.028327348,0.063483156,0.10738946,0.15781195,0.01951893,0.06729346,0.27693754,0.047623012,0.22485647,0.024202684,0.024974165,0.06964526,0.029738257,0.068879135,0.04261824,0.063023016
1110008F13Rik,0.50838494,0.2834843,0.57528055,0.32238704,0.383042,0.39541966,0.44875222,0.35486946,0.35692444,0.62282544,0.38108054,0.936885,0.47145948,0.40560988,0.4073919,0.36361423,0.40855044,0.45981568,0.3660961
1110008J03Rik,0.043745175,0.04323262,0.06493665,0.035111435,0.06730974,0.08507221,0.08884917,0.053314097,0.03897125,0.017582398,0.040230267,0.021553593,0.086196065,0.06016088,0.06979208,0.075422555,0.17954764,0.08471545,0.069001205
1110008L16Rik,0.06988224,0.01468745,0.09416858,0.05066887,0.041169275,0.05890073,0.050635494,0.03938731,0.068781815,0.04487658,0.057347562,0.021553593,0.040167484,0.035578985,0.056803223,0.032502826,0.065368444,0.06064443,0.0076356577
1110008P14Rik,0.12693141,0.06478993,0.1135725,0.08061188,0.19869195,0.31976983,0.12592125,0.082846634,0.11050668,0.048306823,0.097488135,0.29182982,0.3206294,0.07178626,0.3393481,0.27886432,0.10942809,0.3267314,0.1271528
1110012L19Rik,0.07329775,0.053285226,0.07668435,0.11832702,0.07437415,0.20127359,0.08121236,0.08384642,0.1500846,0.07631607,0.11116425,0.13336906,0.06237536,0.1318519,0.090295084,0.08940078,0.030453943,0.1018901,0.105222255
1110017D15Rik,0.010563648,0.02099509,0.06252191,0.0019470244,0.01226432,0.026610546,0.030378161,0.011645058,0.0016854989,0.0,0.0022844812,0.0,0.013572905,0.013885857,0.015132507,0.020638471,0.0,0.02222158,0.030840859
1110019D14Rik,0.020315835,0.010477985,0.03734655,0.013080007,0.008267566,0.021136412,0.074674025,0.020448951,0.013903236,0.0,0.0032203528,0.0,0.007814937,0.02487531,0.015664946,0.0052091046,0.0,0.0036475835,0.028404802
1110020A21Rik,0.02147372,0.015078555,0.038593374,0.021389503,0.01472526,0.023819344,0.012497054,0.022195682,0.014127972,0.017420605,0.029433696,0.082897544,0.013668733,0.056181915,0.022985326,0.015696641,0.0,0.04302061,0.035061914
1110032A03Rik,0.085188985,0.10124592,0.11110643,0.08064851,0.088798456,0.13670954,0.15610586,0.063283294,0.09959076,0.012225116,0.087410055,0.022538574,0.086005405,0.12269724,0.12807956,0.0883737,0.063311204,0.13995568,0.14329927
1110032F04Rik,0.0063954154,0.013335484,0.0,0.026853656,0.00291686,0.0,0.0,0.023659585,0.0020404444,0.0,0.011013,0.0,0.0034595586,0.038056023,0.0,0.0069206576,0.0,0.0029500371,0.05048801
1110034G24Rik,0.033072192,0.03802112,0.046106827,0.030960524,0.044260602,0.08643061,0.049498655,0.029028058,0.04905119,0.16332096,0.035682354,0.0,0.05179729,0.04824669,0.09228756,0.03962658,0.0,0.058789376,0.020913022
1110035M17Rik,0.0,0.008704369,0.012641833,0.0012313527,0.005625524,0.0054645976,0.0,0.0013853646,0.0,0.03116066,0.0,0.020186827,0.008652521,0.0025454306,0.024463167,0.010412288,0.0,0.024939926,0.0064410837
1110037F02Rik,0.31882247,0.16862844,0.32650137,0.18640432,0.24631155,0.3280383,0.3018546,0.2989557,0.21983539,0.2472103,0.33850393,0.19938082,0.23654114,0.3560809,0.20074178,0.19343191,0.23902893,0.28342113,0.24104197
1110038B12Rik,1.1745913,0.40640995,0.900076,0.7133129,0.54102194,0.6127439,0.8687232,0.7279549,0.68764955,0.4485497,0.6801368,0.46780878,0.5384752,0.68268955,0.7783893,0.5204856,0.6446881,0.54910946,0.4624843
1110038F14Rik,0.350571,0.1841616,0.27103195,0.2708425,0.29699495,0.23101963,0.41943255,0.297657,0.33552957,0.38011283,0.239966,0.10307847,0.26074365,0.32851642,0.21986529,0.2417077,0.21199232,0.29838842,0.38031
1110046J04Rik,0.003954784,0.0,0.0,0.0,0.0,0.0,0.016374445,0.0014834609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00094681483,0.0,0.0067049777,0.0064410837
1110051M20Rik,0.20306526,0.1870718,0.16252483,0.176419,0.15572079,0.2568535,0.15776184,0.19426405,0.19263831,0.012739048,0.118214734,0.040791467,0.18577173,0.27281427,0.32279965,0.23905887,0.036722578,0.20205216,0.25466987
1110054M08Rik,0.020525392,0.0028898257,0.060179155,0.034479264,0.028525831,0.021826215,0.037844058,0.022730336,0.033821587,0.1844554,0.013798651,0.03828362,0.040993612,0.02185702,0.020443328,0.023429524,0.042170502,0.04599638,0.114659026
1110057K04Rik,0.16677357,0.13551152,0.15726401,0.1642519,0.1580496,0.21950299,0.1558883,0.15738074,0.13453452,0.085749485,0.1516583,0.19311878,0.20021749,0.17564146,0.210571,0.17470385,0.085269116,0.16859245,0.14248998
1110058L19Rik,0.17997949,0.20164296,0.31195673,0.20296654,0.32602903,0.3882268,0.28247193,0.16944857,0.24771073,0.21192577,0.20482431,0.14524403,0.3837074,0.3276548,0.47143158,0.30070746,0.30688113,0.3707977,0.25387862
1110059E24Rik,0.28290564,0.18457243,0.31157407,0.18767935,0.12473806,0.11425468,0.2848991,0.24147542,0.22432826,0.2487584,0.2688848,0.24526086,0.114089,0.2644718,0.1258163,0.10879884,0.33828795,0.14072679,0.2590662
1110059G10Rik,0.15561458,0.21400197,0.16558604,0.15599154,0.1579286,0.17213912,0.19006844,0.2129826,0.17718115,0.07677372,0.21678264,0.29026216,0.18692324,0.1990585,0.2503593,0.17485526,0.11407152,0.17130852,0.20174336
1110065P20Rik,0.19093306,0.19085865,0.22555605,0.15436499,0.15843672,0.3513111,0.31892124,0.1484923,0.1717383,0.22641087,0.13409017,0.19291808,0.2864535,0.22120588,0.3382642,0.31785247,0.0,0.30685368,0.26785854
1190002N15Rik,0.09014879,0.013339935,0.1211778,0.03142301,0.09707342,0.06944334,0.25591022,0.046830565,0.09710642,0.025553593,0.07115526,0.021266876,0.00457369,0.06237849,0.0,0.022440797,0.0,0.001894983,0.05989605
1190005I06Rik,0.008693536,0.008422075,0.0224017,0.0035409902,0.0091934055,0.007627737,0.008177864,0.010655567,0.0060168607,0.0,0.015373161,0.0,0.0153028425,0.019748311,0.09588412,0.06185213,0.0,0.07034902,0.0033284838
1190007I07Rik,0.0752276,0.029084234,0.074239016,0.040782586,0.046550404,0.01897299,0.039945215,0.038306564,0.036738876,0.042915117,0.027935814,0.050764218,0.04278815,0.03341391,0.068850614,0.068959996,0.036722578,0.060376246,0.09251391
1200014J11Rik,0.31242955,0.1751481,0.34090158,0.15826082,0.20941468,0.2824199,0.43363285,0.17397538,0.24777384,0.53432715,0.2749635,0.1770051,0.17501548,0.21333055,0.18935318,0.20508404,0.30222815,0.21358468,0.27656844
1300002E11Rik,0.12844004,0.11237532,0.16426793,0.07946766,0.14339912,0.12524106,0.1203098,0.067971,0.10692844,0.14079978,0.08195365,0.0,0.1959671,0.103748955,0.17147502,0.12433614,0.0,0.2242462,0.1540111
1500002C15Rik,0.0047389227,0.008462486,0.0047183004,0.006221678,0.007962511,0.010009402,0.0131035065,0.011651098,0.006771773,0.019872217,0.0054666144,0.0,0.008316918,0.005229275,0.008079701,0.011250317,0.0,0.01293589,0.00647258
1500009C09Rik,0.0394328,0.094764054,0.019308124,0.0625362,0.067051075,0.12134112,0.0,0.05830092,0.032183267,0.0,0.044726692,0.0,0.13683234,0.11033204,0.31402436,0.2389042,0.09923897,0.31702277,0.1915275
1500009L16Rik,0.14929093,0.056488257,0.16183212,0.09399962,0.016295535,0.39189744,0.12260246,0.12213864,0.01753021,0.0,0.078843966,0.0,0.048077572,0.15103483,0.122453645,0.049863663,0.24941215,0.11180943,0.11434593
1500011B03Rik,0.21324462,0.23460926,0.17445828,0.2050675,0.33975974,0.52222985,0.053568166,0.15301847,0.24558488,0.051595222,0.19882606,0.14284192,0.3383156,0.15019867,0.32424584,0.31598887,0.0,0.3363462,0.18358204
1500011K16Rik,0.37790495,0.17254423,0.23567611,0.34360775,0.10555092,0.21174315,0.08718881,0.2907236,0.2572656,0.23442325,0.1436908,0.25557214,0.097860396,0.35254312,0.115652025,0.20394956,0.24391507,0.16521001,0.40567973
1500012F01Rik,1.1947736,0.6851525,0.9661918,0.9762908,0.8863739,0.79395694,0.80866706,0.9571079,1.0512176,0.60671324,0.78949344,0.72771436,0.8910735,0.89462626,1.2914052,0.820872,0.9282602,0.68666995,0.59532523
1500016L03Rik,0.0,0.0061856257,0.0,0.0013719935,0.0010303746,0.9846302,0.00798359,0.0,0.0015660538,0.0,0.0034761832,0.0,0.0,0.0,0.0,0.0020392553,0.0,0.0047272895,0.0
1500017E21Rik,0.0019728963,0.011606454,0.005033479,0.0054795556,0.00614118,0.0,0.0,0.0032201244,0.0,0.0,0.0,0.0,0.0025508055,0.008779309,0.004797621,0.005013368,0.0,0.0,0.017379077
1600002H07Rik,0.08700486,0.05571872,0.11361857,0.048792157,0.037613105,0.062775776,0.067892,0.097457945,0.030143823,0.04892889,0.10679763,0.0,0.040426206,0.056476265,0.0695925,0.040538415,0.0,0.056051202,0.055779878
1600002K03Rik,0.027084388,0.03208572,0.022117104,0.027105307,0.03853645,0.0336401,0.031550966,0.032829367,0.033151638,0.020913785,0.041708786,0.08224517,0.036928143,0.028111812,0.03625284,0.024656624,0.0,0.044017885,0.025093725
1600012H06Rik,0.07839275,0.06818676,0.10028538,0.08179405,0.0676176,0.05458059,0.072988406,0.07045048,0.07364678,0.12932205,0.08407525,0.14182161,0.072613545,0.10431385,0.089726195,0.061288673,0.2234673,0.0745701,0.10942532
1600014C10Rik,0.022146566,0.020347241,0.025623133,0.013951227,0.009613885,0.028777849,0.04445889,0.00526606,0.013327775,0.017916983,0.013042498,0.088755585,0.014673513,0.009729833,0.027332136,0.021436786,0.0,0.0027937111,0.01360023
1600016N20Rik,0.0052865786,0.0,0.01564265,0.0,0.0034407978,0.0,0.0,0.0013059757,0.00822401,0.0,0.0024044623,0.0,0.0054754387,0.0028290187,0.0,0.0,0.0,0.0028662665,0.0
1600020E01Rik,0.11820128,0.2497888,0.1366402,0.1107833,0.2113079,0.19296753,0.11676544,0.1302106,0.17286354,0.17952843,0.24975769,0.0,0.2105,0.1728924,0.21938434,0.23564115,0.14527074,0.20971663,0.10938816
1700001C19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062079035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700001G11Rik,0.013383167,0.021817055,0.008541633,0.0042860326,0.004322082,0.013490731,0.0,0.0012616909,0.0041249143,0.0,0.00566344,0.045687288,0.007918331,0.0059559266,0.0017876569,0.0031668742,0.0,0.008163796,0.022177644
1700001G17Rik,0.0033365495,0.0057859197,0.0,0.0022368217,0.0024601857,0.006497738,0.0,0.0020111874,0.0020403014,0.0,0.0018065501,0.0,0.007403316,0.003888715,0.012635258,0.0065075546,0.0,0.0,0.010012144
1700001L19Rik,0.010973819,0.0,0.0054420237,0.002802391,0.0012707326,0.018889999,0.016034398,0.0053603793,0.0,0.0,0.0,0.0,0.0024119853,0.0,0.0018188171,0.026286177,0.0,0.011407569,0.0
1700001O22Rik,0.037335742,0.0023912396,0.03478929,0.025392624,0.014856664,0.0231026,0.025583293,0.018481128,0.030718043,0.0,0.0069514774,0.0,0.0078098765,0.034936562,0.029831424,0.019034602,0.0,0.03039397,0.04270731
1700001P01Rik,0.002675803,0.0074247858,0.008599419,0.006229855,0.0046373825,0.016382724,0.0,0.003313407,0.0027853763,0.0,0.008089232,0.0,0.0072561596,0.0034442497,0.015715886,0.0048068427,0.0,0.0007210147,0.008482371
1700003E16Rik,0.0027125601,0.0025012435,0.023561385,0.0012166755,0.0,0.02715548,0.0,0.0,0.0,0.0,0.0,0.0,0.0041991463,0.0,0.0026388655,0.0051921485,0.0,0.008300188,0.005921228
1700003F12Rik,0.007297865,0.0,0.011517033,0.0015088586,0.0018584699,0.005980047,0.0056374473,0.0014424195,0.0045146993,0.0,0.0,0.14249144,0.0018862353,0.0059658308,0.0,0.0,0.0,0.0,0.0020099957
1700003H04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700003M02Rik,0.0034903581,0.0,0.042742223,0.002710798,0.000990737,0.016710715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019423171,0.0,0.004155282,0.008145045
1700003M07Rik,0.001858669,0.0,0.0,0.0012202568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030367742,0.0,0.0031630516,0.0,0.0,0.0,0.0
1700006D18Rik,0.0,0.0034190444,0.008300439,0.0025999474,0.0,0.0,0.0049724933,0.0,0.0,0.0,0.0,0.0,0.0,0.0013933211,0.0,0.0,0.0,0.0,0.0
1700006J14Rik,0.01615447,0.0,0.02489154,0.0016164703,0.0,0.010395971,0.012956083,0.001281325,0.0,0.020913785,0.002310478,0.04817741,0.0,0.0018146118,0.0,0.0013154346,0.0,0.0,0.0
1700006P19Rik,0.0127309505,0.0,0.012654686,0.003769321,0.0016797372,0.0,0.0,0.0,0.0019051259,0.0,0.0,0.0,0.003321456,0.0,0.001976474,0.008311683,0.0,0.0077144695,0.0
1700007K13Rik,0.0046463422,0.0035134049,0.093640886,0.00445897,0.0,0.08062057,0.016041834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035034928,0.0,0.0,0.0,0.0
1700007L15Rik,0.01957709,0.0066216174,0.040733036,0.015130703,0.0,0.0,0.021712633,0.011681884,0.011316827,0.0,0.0028243847,0.0,0.0,0.013894795,0.009606954,0.0013047404,0.0,0.0023156004,0.0144228265
1700008O03Rik,0.0045446046,0.0018188015,0.03177331,0.0102176275,0.012911159,0.010354974,0.0,0.005815348,0.00548561,0.0,0.003834051,0.0,0.02592446,0.0,0.020100111,0.01863042,0.0,0.0065849884,0.0
1700009P17Rik,0.0,0.0,0.059921857,0.0012166755,0.0,0.022785734,0.0,0.0,0.0021309068,0.0,0.0027750733,0.029210623,0.0,0.0,0.0,0.0011034167,0.0,0.0,0.015844796
1700010H22Rik,0.012428348,0.0,0.010308747,0.013407082,0.0,0.0,0.0,0.019926036,0.0,0.0,0.0,0.0,0.0,0.009687981,0.0,0.0,0.0,0.0,0.0
1700010I14Rik,0.032334864,0.0041652964,0.040834032,0.013087389,0.008610739,0.021819433,0.0,0.008201461,0.038897537,0.017465161,0.012622095,0.0,0.005624858,0.022837196,0.0,0.0,0.0,0.0022939898,0.0282502
1700010L04Rik,0.0,0.0,0.0071669365,0.0,0.0010947443,0.0,0.0,0.0,0.0016909688,0.0,0.006581764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700011J10Rik,0.15932035,0.09345387,0.2521463,0.14086449,0.10072787,0.16508693,0.048535023,0.16584162,0.097695366,0.22973438,0.16528258,0.2710235,0.10113806,0.15968738,0.16332512,0.09230752,0.15244564,0.11988078,0.22442226
1700012B09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003308603
1700012B15Rik,0.110454574,0.098374225,0.13212496,0.13444588,0.11383026,0.13394222,0.064073004,0.15282439,0.14310464,0.05894505,0.14019379,0.19760628,0.08839223,0.15140681,0.07754867,0.09684788,0.0,0.10462964,0.121162765
1700012C14Rik,0.009390841,0.0028898257,0.0054703746,0.014762847,0.0011482148,0.0,0.0,0.005829792,0.0,0.0,0.0030755214,0.0,0.0043715537,0.0039636954,0.0,0.003247633,0.0,0.0018821533,0.010714445
1700013F07Rik,0.0019550852,0.0,0.0,0.0017469726,0.00077690365,0.006018418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700013G23Rik,0.005214796,0.0,0.01603442,0.01070562,0.0017078806,0.046667714,0.0,0.0034196822,0.0,0.0,0.011328116,0.0,0.005404235,0.013459057,0.02997618,0.0010220263,0.0,0.0026953807,0.012538627
1700016D06Rik,0.002881001,0.004070843,0.0,0.0,0.002271147,0.004662569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022233804,0.0
1700016D08Rik,0.0,0.0,0.0,0.0,0.0,0.0053909607,0.0,0.0022280256,0.0,0.0,0.0,0.0,0.0,0.0033327367,0.0017876569,0.0044173133,0.0,0.0,0.0032338507
1700016K19Rik,0.0,0.0,0.016735895,0.002248749,0.0,0.03238699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021561156,0.0008690062,0.0,0.0057526142,0.008145045
1700017B05Rik,0.013604746,0.0,0.003616904,0.015379374,0.004802313,0.0,0.01184767,0.008406612,0.009195079,0.020913785,0.010361562,0.028557431,0.001514162,0.004472119,0.0,0.0053827763,0.0,0.00287999,0.013045507
1700019A02Rik,0.001388889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019585323,0.0,0.0,0.0,0.0,0.0,0.0,0.001978077,0.0040794266
1700019D03Rik,0.002771893,0.0037282577,0.006947485,0.0017902132,0.00038881775,0.007832884,0.0146611035,0.0012207488,0.0,0.0,0.0,0.0,0.00592881,0.0,0.025735348,0.012671516,0.0,0.0036137968,0.0024057387
1700019G06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019145206,0.0,0.025559321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011205611
1700019G17Rik,0.0026825531,0.0,0.0030476437,0.0021873764,0.0023137417,0.0,0.0,0.0030712467,0.004183024,0.0,0.0,0.0,0.0021544034,0.0013933211,0.0066407826,0.003399157,0.0,0.0,0.006289487
1700019L03Rik,0.0020275335,0.0,0.0,0.0033460348,0.0024903966,0.003081163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027703315,0.0,0.0012667762,0.0,0.0,0.0
1700019M22Rik,0.0019772733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700020I14Rik,0.49753547,0.46613273,0.5357066,0.40910414,0.3866876,0.4111782,0.4444864,0.48543838,0.49513918,0.535882,0.490042,0.30019936,0.37701792,0.5200676,0.67534155,0.56465274,0.74376464,0.5535693,0.5087266
1700020L24Rik,0.001087108,0.0,0.0,0.0,0.001458992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011337204,0.0,0.0,0.0
1700021F05Rik,0.24878003,0.21520956,0.24071163,0.16986595,0.19670469,0.3689533,0.15771908,0.21395993,0.17293574,0.12360556,0.21104497,0.08866994,0.28618658,0.26209292,0.44573322,0.22233589,0.3655573,0.32640025,0.24662276
1700021K19Rik,0.045805592,0.04261746,0.036750026,0.03498069,0.05552756,0.05218731,0.045968574,0.025176018,0.033539563,0.053412985,0.048562117,0.09239848,0.051533997,0.020290663,0.09969928,0.083355054,0.14485474,0.09002569,0.058512583
1700021N21Rik,0.0027009684,0.0,0.0,0.001912447,0.0,0.008291577,0.0,0.0,0.0018088163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700022I11Rik,0.0029420045,0.0030303309,0.0035610383,0.0010707685,0.0017247733,0.007088033,0.008871628,0.011645822,0.0043716026,0.02453015,0.001523735,0.0,0.0033263296,0.0026336275,0.006071443,0.006989034,0.0,0.012362021,0.003078815
1700022P22Rik,0.0,0.0,0.0,0.0,0.0,0.008972861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700023H06Rik,0.0041670785,0.008332956,0.013340767,0.0042053456,0.012520218,0.0,0.0,0.011949232,0.029029086,0.0,0.015544147,0.0,0.0060720574,0.023832629,0.008918909,0.012385798,0.0,0.024622256,0.015996346
1700023L04Rik,0.0011258562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009718466
1700024G13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700025G04Rik,0.34239072,0.24164605,0.20548056,0.26932025,0.5821276,0.2814201,0.2696182,0.3176805,0.14812082,0.09394833,0.325154,0.10151939,0.7980652,0.33223957,0.40147784,0.5097789,0.0,0.48720104,0.3611627
1700026D11Rik,0.0,0.0,0.0,0.0,0.0010175451,0.005539367,0.0,0.0,0.0010615921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700026L06Rik,0.0012845659,0.0,0.002969266,0.0010650216,0.0009250857,0.0,0.0,0.0,0.0,0.0,0.0,0.020186827,0.0,0.0,0.0,0.0,0.07715842,0.0,0.0050571505
1700028E10Rik,0.0031079422,0.004630808,0.005033479,0.0013950703,0.0012514439,0.0062349946,0.0,0.00411203,0.001457143,0.0,0.0081984075,0.0,0.0013259283,0.0013736222,0.0017802739,0.0016599338,0.0,0.0061605047,0.0
1700028J19Rik,0.003069589,0.0,0.0,0.0,0.0022638866,0.016454631,0.0,0.0013947521,0.005097214,0.052070893,0.0063715363,0.0,0.0012732234,0.0,0.004690729,0.0036692817,0.0,0.0,0.0
