,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
Irf9,0.9181017220664798,0.08189827793352022,2.4168301174371205,0.00014843287,6.793117e-05,0.0,0.25,1.3528472,1.3812532,1.048622,-2.9837646,4.555793,0.4565485,0.7883018,0.32416574990831964,0.4303193882141987,1.4849579,0.6528928,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zbtb7c,0.9171005206247497,0.08289947937525033,2.403588193558834,0.000106114625,4.674631e-05,0.0,0.25,1.3517884,1.3433995,1.0559717,-1.9060774,6.1965933,0.38283923,0.5952664,0.21672167216721744,0.3163742690058924,0.9698,0.4375124,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zbtb44,0.920905086103324,0.079094913896676,2.4547082870673127,6.29774e-05,2.8435494e-05,0.0,0.25,1.3512789,1.2886143,0.9324999,-1.2370195,5.3474064,0.21122079,0.3579327,0.16758342500916812,0.2583895636527511,0.6055307,0.28983718,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp280b,0.9148978774529435,0.08510212254705651,2.3749603660631604,2.5473848e-05,1.13607575e-05,0.0,0.25,1.326492,1.2788506,0.9132957,-1.506094,5.0132027,0.074440695,0.12496761,0.06710671067106729,0.10346378767431051,0.2235007,0.08565482,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Prr12,0.9056868241890268,0.0943131758109732,2.262072580473051,6.740888e-05,3.0853178e-05,0.0,0.25,1.320232,1.2539582,0.894595,-1.1503391,5.484806,0.1837181,0.2834036,0.15584891822515634,0.22208726945571078,0.60622805,0.2539758,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Clock,0.9169002803364037,0.0830997196635963,2.4009572829953667,7.877788e-05,3.6316334e-05,0.0,0.25,1.3142179,1.2843947,0.9086339,-1.5825891,4.9865828,0.26255944,0.49557087,0.20828749541620897,0.33400809716604085,0.8047839,0.3927328,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Vezf1,0.9054865839006808,0.09451341609931918,2.259730572491067,0.00012316732,5.777089e-05,0.0,0.25,1.3031739,1.3002925,0.92764586,-1.3273973,5.102934,0.44664776,0.7824539,0.30803080308030467,0.44696356275311433,1.4331851,0.63202876,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Bhlhe41,0.9018822587104526,0.09811774128954742,2.218315687884414,0.00014162734,6.569222e-05,0.0,0.25,1.2975563,1.3091025,1.1036438,-2.9284697,4.659444,0.48991916,0.80710685,0.31243124312430876,0.36725146198836156,1.5893877,0.62262,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Nfe2l1,0.9261113336003204,0.07388866639967961,2.5284348813650923,0.00065686565,0.00030656537,0.0,0.25,1.2927096,1.2864003,0.83896625,-1.5598574,4.8344717,2.1866493,5.092768,0.7323065639897336,0.8273954116061133,6.8913875,3.6499991,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp609,0.9223067681217461,0.07769323187825394,2.4741096228884043,6.364525e-05,3.6042467e-05,0.0,0.25,1.2909865,1.3867149,1.2742593,-2.5783997,5.724638,0.23248954,0.34457287,0.16501650165016554,0.2212775528565203,0.6013303,0.3175493,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp451,0.9363235883059672,0.06367641169403282,2.6881467934478382,9.204412e-05,4.1343126e-05,0.0,0.25,1.2907336,1.2229028,0.7876319,-1.126257,5.329959,0.35533664,0.6143845,0.255592225889256,0.3876293297346556,1.0639474,0.4455761,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp740,0.9046856227472968,0.0953143772527032,2.250406748934132,5.8510643e-05,2.672658e-05,0.0,0.25,1.28526,1.2156506,0.9587312,-1.6002073,5.2765265,0.19435246,0.24040274,0.1690502383571696,0.19694107062529498,0.6723412,0.21332218,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp30,0.9012815378454145,0.09871846215458546,2.211545609047386,2.6456812e-05,1.2725787e-05,0.0,0.25,1.2765799,1.2262683,1.2818598,-3.7127876,6.2567673,0.07114036,0.07683301,0.06674000733406692,0.06108861898335456,0.25056496,0.06500434,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp41,0.8998798558269924,0.10012014417300763,2.1958902655556822,1.5855841e-05,7.6313445e-06,0.0,0.25,1.2697272,1.1833162,1.1199938,-3.0632095,5.8025484,0.058305766,0.09235294,0.05170517051705183,0.07642825011245857,0.16506857,0.06268273,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Nr6a1,0.9164997997597116,0.08350020024028837,2.395712710005733,7.028287e-05,3.0682608e-05,0.0,0.25,1.267398,1.1879897,0.9505869,-2.96202,5.305785,0.31096482,0.47425297,0.1243124312431247,0.21803868645975832,0.53209376,0.34980676,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Jun,0.9014817781337605,0.09851822186623949,2.213798214563157,0.0025459698,0.0010839829,0.0,0.25,1.2673844,1.3028631,1.3263302,-4.707876,5.2232385,7.562497,13.194372,0.7671433810047712,0.8442645074225819,22.852943,11.149226,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Tfdp2,0.920704845814978,0.07929515418502198,2.451962378818788,9.057859e-05,4.4095486e-05,0.0,0.25,1.2662014,1.3304677,1.0405922,-3.112753,4.7700377,0.32416657,0.530573,0.22918958562522995,0.28349077822765634,0.9902625,0.3988135,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Mga,0.921706047256708,0.07829395274329198,2.465755866957544,0.00015256966,7.0571354e-05,0.0,0.25,1.2614268,1.2056026,0.8368256,-1.4520206,5.2537613,0.5408905,1.0407944,0.34323432343233734,0.5235267656321263,1.5992866,0.78861237,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Nr2c2,0.9397276732078494,0.060272326792150555,2.7467168957733157,0.00010050274,4.5644556e-05,0.0,0.25,1.2599877,1.2337799,0.7440912,-0.90398216,4.5636244,0.36523762,0.63039887,0.23725705903923805,0.38978857399916356,0.97443783,0.47369125,True,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zbtb37,0.9114937925510612,0.08850620744893878,2.332011991713051,5.5027136e-05,2.4811521e-05,0.0,0.25,1.259493,1.2266603,0.9207643,-1.6883125,4.9098883,0.17638405,0.24188691,0.141547488082142,0.18749437696807258,0.5764093,0.19980574,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Baz2b,0.8892671205446536,0.11073287945534638,2.083276774707573,0.00036229796,0.0001718216,0.0,0.25,1.2586076,1.226686,0.90212536,-1.2909851,4.9965534,1.400442,2.3049657,0.5658232489915539,0.7246513720199421,4.0683436,1.8486044,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Pogk,0.9173007609130958,0.08269923908690424,2.40622489090717,5.3416294e-05,2.4164683e-05,0.0,0.25,1.258334,1.1647363,0.8638956,-1.340354,6.635004,0.18738513,0.30445263,0.14301430143014346,0.22240215924428486,0.50278336,0.2246163,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Ash1l,0.9225070084100921,0.07749299158990786,2.4769073537022424,0.0003278194,0.0001528911,0.0,0.25,1.2536699,1.2122617,0.8021657,-1.0874128,4.865159,1.1213821,2.033841,0.5493215988265361,0.7259109311742384,3.44983,1.5709493,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Atf7,0.9369243091710052,0.06307569082899478,2.698266904174134,7.364868e-05,3.348919e-05,0.0,0.25,1.2536162,1.2291684,0.7492453,-1.1434107,4.661788,0.26255953,0.46308765,0.1895856252291902,0.3136752136752574,0.69607913,0.35154766,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Foxc1,0.8998798558269924,0.10012014417300763,2.1958902655556822,4.931805e-05,2.6811551e-05,0.0,0.25,1.2522624,1.2432432,1.1730355,-3.9271555,5.6591578,0.1448476,0.1992838,0.12394572790612433,0.13292847503373562,0.47275242,0.1679042,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Arhgap35,0.9144973968762515,0.08550260312374847,2.3698276939358465,6.517271e-05,3.1935502e-05,0.0,0.25,1.251706,1.2169352,0.90064126,-1.5212831,4.926531,0.24202381,0.38838232,0.18995232856619057,0.26486729644627505,0.7465414,0.29835588,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Usf3,0.8858630356427714,0.11413696435722864,2.0491631060479705,8.2875566e-05,4.1006635e-05,0.0,0.25,1.2508612,1.185452,1.0676414,-2.257886,4.965232,0.2401903,0.42895475,0.180418041804181,0.2972559604138947,0.7296191,0.36573076,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
L3mbtl3,0.8918702442931518,0.10812975570684824,2.109988626989909,5.956157e-05,2.9577817e-05,0.0,0.25,1.2449871,1.2158518,1.1358261,-2.7735987,6.3862963,0.20388675,0.3063863,0.1551155115511556,0.19536662168242458,0.63713413,0.2515258,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp626,0.9034841810172206,0.09651581898277939,2.236551586585603,2.0864e-05,9.373422e-06,0.0,0.25,1.2436934,1.2395358,0.9715885,-2.2042875,4.92692,0.06637322,0.085290335,0.0623395672900625,0.07737291947818052,0.23274563,0.07166972,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Mtf2,0.9323187825390469,0.06768121746095312,2.622865956902732,0.00011362658,5.22369e-05,0.0,0.25,1.2421987,1.190381,0.7575079,-1.1394262,4.85149,0.4382127,0.69986105,0.2948294829482924,0.39847053531270604,1.3886833,0.5335745,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Foxn3,0.9010812975570685,0.09891870244293155,2.209297068575154,0.00032925242,0.00015635385,0.0,0.25,1.2397835,1.2111592,1.0363336,-3.233592,5.3488083,1.0964466,1.8188976,0.4902823615694738,0.6074224021593633,3.0590334,1.4427522,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Elk4,0.9235082098518221,0.07649179014817786,2.490996152877672,6.504997e-05,3.039562e-05,0.0,0.25,1.2323089,1.2125721,0.769618,-1.2195768,4.3629208,0.23615658,0.3934642,0.19031903190319094,0.2914080071975189,0.7014617,0.32209393,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Meis2,0.9235082098518221,0.07649179014817786,2.490996152877672,0.00064178713,0.00030020848,0.0,0.25,1.2251287,1.2105384,0.78136265,-1.6434183,4.684059,2.4528742,3.978395,0.6945361202786928,0.7860548807918877,6.732839,3.0426736,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp251,0.9020824989987986,0.09791750100120145,2.2205805895262425,2.9734387e-05,1.3556889e-05,0.0,0.25,1.2227944,1.1891189,0.9401794,-1.7051687,5.660799,0.06343961,0.13059103,0.057939127246058084,0.10886189833557879,0.18890436,0.104154274,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp385a,0.8978774529435323,0.10212254705646773,2.173859971689493,3.2666645e-05,1.556785e-05,0.0,0.25,1.2218643,1.2080069,0.99261886,-1.8937721,4.7006073,0.105243705,0.098830946,0.09350935093509379,0.07993702204228295,0.33011445,0.08048154,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Akap8l,0.8840608730476572,0.11593912695234276,2.0314605605243488,0.00011953351,5.6218905e-05,0.0,0.25,1.2205491,1.1624026,1.0176066,-2.1068592,4.902322,0.37000552,0.5832974,0.2918958562522897,0.395456590193497,1.4326167,0.57995373,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp512b,0.894673608329996,0.10532639167000402,2.1393948636856805,4.0437513e-05,1.9087329e-05,0.0,0.25,1.2193756,1.2329993,0.92096263,-1.5053959,4.786582,0.124312244,0.1734627,0.11074440777411108,0.14534412955465648,0.43908384,0.15294679,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp397,0.9189026832198638,0.08109731678013621,2.4275302348622048,8.0798556e-05,3.6938018e-05,0.0,0.25,1.2092645,1.1917081,0.7700828,-1.0595484,4.492053,0.24385734,0.38492078,0.19361936193619425,0.2809716599190637,0.8508099,0.30770087,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Mysm1,0.9181017220664798,0.08189827793352022,2.4168301174371205,0.00010979595,5.1403134e-05,0.0,0.25,1.2018622,1.1474705,0.756956,-1.068778,4.6465206,0.31206524,0.68996125,0.2434910157682443,0.42694556905090497,1.0119287,0.5513298,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Klf10,0.8964757709251101,0.1035242290748899,2.158665498291587,7.834974e-05,3.9840594e-05,0.0,0.25,1.1964374,1.1934266,1.0853152,-2.4403563,5.161154,0.25155813,0.41456532,0.1793179317931799,0.25146198830412136,0.7062545,0.35325822,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Plag1,0.8982779335202242,0.10172206647977577,2.1782351803270017,2.0446654e-05,9.926519e-06,0.0,0.25,1.1961294,1.1910233,1.0523435,-2.628746,6.451185,0.06270621,0.105353616,0.05463879721305477,0.08726945569050569,0.17133255,0.08132976,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp142,0.9040849018822588,0.09591509811774124,2.2434597752422123,2.989644e-05,1.3986078e-05,0.0,0.25,1.1944709,1.1530843,0.8733726,-1.9254637,5.3167934,0.08800869,0.15249936,0.08104143747708127,0.13211875843454512,0.28043032,0.12322971,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp711,0.9106928313976772,0.0893071686023228,2.3221238018579258,2.819028e-05,1.8417913e-05,0.0,0.25,1.1938581,1.2409377,1.4869044,-3.5083456,7.2712812,0.104510345,0.33270264,0.07224055738907244,0.13382816014394727,0.27245846,0.2061752,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zkscan17,0.9142971565879054,0.08570284341209455,2.3672695257630707,2.387772e-05,1.1069951e-05,0.0,0.25,1.1922681,1.1836996,0.8136666,-1.4104366,5.6632156,0.065639816,0.086819924,0.06270627062706287,0.07984705353126181,0.21282867,0.0733771,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Rlf,0.9199038846615939,0.0800961153384061,2.44104172216177,9.79865e-05,4.769442e-05,0.0,0.25,1.1851186,1.1220145,0.76220095,-0.9913893,4.5105867,0.2900626,0.6421824,0.22038870553722112,0.40580296896093104,0.869304,0.48608974,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp652,0.8832599118942731,0.11674008810572689,2.0236694394157695,9.2582355e-05,4.700463e-05,0.0,0.25,1.181971,1.1712604,0.9855944,-1.6731148,5.815151,0.2739274,0.54815954,0.2090209020902097,0.3574448942870545,0.82842463,0.45051017,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Foxj3,0.9181017220664798,0.08189827793352022,2.4168301174371205,5.6154833e-05,2.7190188e-05,0.0,0.25,1.1810895,1.1443057,0.7554641,-1.4188929,5.161518,0.19581927,0.35846943,0.16134946828016186,0.2710751237067355,0.58791095,0.2746537,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Six4,0.9152983580296356,0.08470164197036445,2.380114992149407,6.826499e-05,3.2848136e-05,0.0,0.25,1.1768705,1.0981951,0.8016526,-1.1487465,5.6198397,0.21525452,0.44002545,0.16171617161716223,0.2715249662618413,0.61393493,0.32291877,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp260,0.9265118141770124,0.07348818582298755,2.5343020155693154,9.020753e-05,4.2573098e-05,0.0,0.25,1.1762365,1.1561441,0.71707,-1.1869402,4.33965,0.27869472,0.5300333,0.21855518885221928,0.350382366171893,0.9102636,0.40016776,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Hivep2,0.9138966760112135,0.0861033239887865,2.3621693970969866,0.000119308206,7.134012e-05,0.0,0.25,1.1747775,1.2427344,1.3962691,-2.8626661,5.2844563,0.4448124,0.8484594,0.20425375870920492,0.3677013045434674,1.0090755,0.7645281,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Klf12,0.8916700040048058,0.10832999599519422,2.1079139453796003,5.5069027e-05,2.419196e-05,0.0,0.25,1.165851,1.1400852,1.0610669,-2.6984606,5.956094,0.26696026,0.37861973,0.10744407774110777,0.17926225820963593,0.44434485,0.2501376,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Cic,0.9253103724469364,0.07468962755306363,2.5167878681462454,8.449062e-05,4.0911775e-05,0.0,0.25,1.1623181,1.082016,0.7121731,-0.6763735,4.4672937,0.28932938,0.4636352,0.23982398239824063,0.33117408906887413,0.9885665,0.38346505,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp65,0.9237084501401682,0.07629154985983178,2.49383418818094,1.7150387e-05,8.275983e-06,0.0,0.25,1.1587987,1.1353402,0.7250648,-1.5145655,4.655463,0.05537214,0.11448604,0.05133846718005146,0.10107962213225036,0.18434654,0.08501529,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Prdm15,0.9062875450540648,0.09371245494593516,2.2691254346004652,1.9971261e-05,1.0033898e-05,0.0,0.25,1.1570244,1.1572299,0.9101553,-2.4980755,4.5333414,0.061239384,0.08583021,0.05683901723505698,0.07386414754835614,0.20172061,0.06750351,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Mbnl2,0.9008810572687225,0.09911894273127753,2.2070525764838425,0.00041469737,0.00020314787,0.0,0.25,1.1559054,1.0686069,0.82654744,-1.4655275,5.0534477,1.5078865,2.858645,0.5672900623395555,0.7662168241117207,3.9012582,2.1726108,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Sp100,0.8930716860232278,0.10692831397677216,2.122508123730629,0.00017394545,8.682284e-05,0.0,0.25,1.1550412,1.1526413,1.061541,-2.6394606,5.30515,0.62816614,1.0527643,0.38173817381737307,0.4806117858750303,1.9297972,0.8431084,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Kmt2a,0.9136964357228674,0.0863035642771326,2.3596273858981456,0.00030632454,0.00016889624,0.0,0.25,1.1463321,1.1715922,1.0294989,-1.9086523,4.8751707,0.9879038,1.9411771,0.5357535753575214,0.6955915429601056,3.4007564,1.730069,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Rora,0.8864637565078094,0.1135362434921906,2.0551180522075687,0.00020594959,7.766379e-05,0.0,0.25,1.1397178,1.1394329,1.2818762,-3.4166393,6.228668,0.9493951,1.2309219,0.24092409240924173,0.42784525416111663,1.7667379,0.93528306,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Tcf3,0.9191029235082099,0.08089707649179012,2.430220312359762,7.369696e-05,3.4588917e-05,0.0,0.25,1.1384737,1.1489601,0.6907286,-1.6874866,4.3737116,0.2566921,0.3494755,0.21782178217821854,0.25888439046336753,0.86277056,0.2739753,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Trps1,0.9032839407288746,0.09671605927112537,2.2342573914310995,9.401915e-05,4.8255606e-05,0.0,0.25,1.1353457,1.1411023,1.0295138,-3.7248287,4.3951855,0.3410348,0.51573026,0.17675100843417732,0.22874493927127704,0.7754948,0.39323637,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp326,0.8824589507408891,0.11754104925911091,2.0159245712692053,0.00011719358,5.882489e-05,0.0,0.25,1.1351771,1.1445155,0.77918136,-1.3900223,4.311247,0.37623918,0.6655351,0.2838283828382822,0.39581646423758166,1.297951,0.5061421,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp738,0.92110532639167,0.07889467360833002,2.457460557284513,2.9989056e-05,1.4204392e-05,0.0,0.25,1.1278343,1.1268702,0.794002,-1.519187,4.864254,0.10487701,0.16945909,0.09314264759809342,0.14340980656770141,0.3611165,0.13410449,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zbtb5,0.9229074889867841,0.0770925110132159,2.4825227395537683,3.120159e-05,1.5267893e-05,0.0,0.25,1.1266983,1.1018114,0.6988832,-1.1315117,4.417715,0.10157668,0.19573094,0.08690869086908716,0.15960413855151123,0.2979801,0.14319807,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp1,0.9068882659191029,0.09311173408089712,2.27621894159773,4.422886e-05,2.1706148e-05,0.0,0.25,1.1216459,1.1167364,0.7414794,-1.0251913,4.2285814,0.115144685,0.21471536,0.10084341767510115,0.17242465137202734,0.3766921,0.16948025,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp945,0.9164997997597116,0.08350020024028837,2.395712710005733,5.288224e-05,2.5424652e-05,0.0,0.25,1.1182519,1.1200862,0.71213156,-1.8886509,3.4912853,0.1859183,0.29059926,0.15804913824715855,0.22222222222224253,0.63976735,0.23048402,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp292,0.9058870644773729,0.09411293552262712,2.2644190473154975,0.00019925553,0.00010266995,0.0,0.25,1.1157756,1.0911541,0.8061235,-1.8974066,4.624029,0.6853731,1.3505123,0.4110744407774003,0.599370220422969,2.2229564,1.0445579,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zzz3,0.9191029235082099,0.08089707649179012,2.430220312359762,0.00011963663,6.018429e-05,0.0,0.25,1.1157624,1.0858154,0.7008267,-1.1236248,4.3016396,0.3923743,0.78897446,0.28309497616428153,0.4604138551507786,1.1831398,0.5931028,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Nfe2l3,0.882258710452543,0.117741289547457,2.013995505866236,0.000179209,9.1758964e-05,0.0,0.25,1.1147757,1.1187673,0.85597074,-2.3077097,4.0359116,0.6032316,1.0282497,0.38137147048037273,0.4621682411156913,1.9531102,0.7740083,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Sgsm2,0.881457749299159,0.11854225070084101,2.00630755418914,3.438454e-05,1.9358578e-05,0.0,0.25,1.1147527,1.1116767,1.1553919,-2.570816,4.997387,0.111110955,0.14791033,0.09204253758709231,0.11749887539360802,0.35244307,0.149959,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Sp1,0.8854625550660793,0.1145374449339207,2.0452082940234377,8.119846e-05,4.088008e-05,0.0,0.25,1.1136482,1.0643573,0.87780416,-1.5327139,5.6630964,0.27759463,0.5063232,0.21085441877521155,0.3454790823212395,0.8243875,0.39405298,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp358,0.8930716860232278,0.10692831397677216,2.122508123730629,2.6314492e-05,1.3788814e-05,0.0,0.25,1.1136322,1.1096449,0.8662573,-2.1461983,4.3160877,0.08507506,0.10949273,0.07700770077007722,0.0966711650922146,0.25719652,0.09567449,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Pax1,0.9136964357228674,0.0863035642771326,2.3596273858981456,0.00010688602,6.571232e-05,0.0,0.25,1.1103401,1.1439652,1.2431008,-4.419813,5.7155666,0.33663473,0.59149003,0.23175650898423253,0.26378767431402106,0.9990723,0.49777606,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Creb3l2,0.893872647176612,0.10612735282338803,2.1309234144758453,9.312748e-05,4.647488e-05,0.0,0.25,1.1016815,1.1008906,0.9309006,-2.6751347,4.6438475,0.2878623,0.5444296,0.1976530986431983,0.32064777327939775,0.79722387,0.4059844,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zkscan3,0.9303163796555867,0.06968362034441333,2.591559300799174,0.00013148168,6.349577e-05,0.0,0.25,1.0988911,1.0816216,0.6282809,-1.0142756,3.8496094,0.42244488,0.71866137,0.30876420975430535,0.45141700404866203,1.4418972,0.56066614,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp329,0.8840608730476572,0.11593912695234276,2.0314605605243488,8.145973e-05,3.9555587e-05,0.0,0.25,1.0962989,1.0751162,0.89008933,-1.5377455,4.442137,0.253025,0.34016505,0.20865419875320934,0.2592892487629628,0.93698764,0.30245748,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Gatad2b,0.9233079695634762,0.07669203043652384,2.488164923465045,0.0001361082,6.799949e-05,0.0,0.25,1.0958344,1.0505662,0.66967577,-0.84568024,4.8724203,0.49761927,0.9071044,0.32783278327832305,0.5064327485381048,1.4566593,0.69302785,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Arntl,0.8836603924709652,0.11633960752903483,2.0275591777789552,5.1841373e-05,2.7576873e-05,0.0,0.25,1.0814532,1.0369425,0.93817586,-2.1869202,4.2633,0.20572025,0.388875,0.1631829849651637,0.26756635177691,0.60118943,0.3072307,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Nfxl1,0.8842611133360032,0.11573888666399679,2.0334156441920506,4.6849276e-05,2.5356878e-05,0.0,0.25,1.0689658,1.0085607,0.9263103,-1.648881,5.107294,0.17491722,0.34754273,0.14668133480014714,0.2430049482681318,0.5785465,0.24499285,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Adnp2,0.8920704845814978,0.10792951541850215,2.112066687552733,2.0024785e-05,1.0490117e-05,0.0,0.25,1.0685443,1.020792,0.7649566,-1.3626938,5.491844,0.071140364,0.13895857,0.06527319398606544,0.11614934772829096,0.19493663,0.10407514,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp438,0.8960752903484182,0.10392470965158185,2.1543576624793417,2.4790676e-05,1.1895846e-05,0.0,0.25,1.06279,1.0485282,0.8471974,-2.4739304,4.51093,0.0726072,0.11974952,0.057572423909057716,0.09847053531263736,0.18416795,0.09512835,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Pbx3,0.8846615939126953,0.11533840608730472,2.037334647886544,5.9943337e-05,3.4417368e-05,0.0,0.25,1.059557,1.0594621,0.92234105,-2.6745195,5.0018272,0.21892159,0.298376,0.14081408140814125,0.17107512370670985,0.5488397,0.22347961,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp398,0.8850620744893872,0.11493792551061277,2.041265503047339,5.202854e-05,2.7094453e-05,0.0,0.25,1.048576,1.0097723,0.82776225,-1.6734724,4.434883,0.172717,0.3021584,0.14521452145214567,0.22694556905085372,0.556811,0.25405437,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp46,0.8894673608329996,0.1105326391670004,2.0853118789489504,2.4490204e-05,1.2781064e-05,0.0,0.25,1.0478951,0.99769783,0.7630181,-1.5386124,4.6113596,0.07004024,0.14908044,0.06527319398606544,0.12838506522716675,0.21555276,0.11223106,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Zfp317,0.8916700040048058,0.10832999599519422,2.1079139453796003,2.1709744e-05,1.1211554e-05,0.0,0.25,1.0448047,1.0338945,0.764132,-1.463933,4.4606333,0.06197279,0.116240576,0.05647231389805661,0.10386864597390563,0.19435483,0.0917223,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Bhlhe40,0.8974769723668402,0.10252302763315979,2.169499942924654,0.00011026779,5.799249e-05,0.0,0.25,1.0433403,1.096993,1.153022,-3.5532875,4.787813,0.3579027,0.4943683,0.20608727539420676,0.2372469635627772,0.93737453,0.3828625,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Mef2c,0.895274329195034,0.10472567080496598,2.145785827851251,2.1873566e-05,1.3074331e-05,0.0,0.25,1.0400552,1.0526204,1.334346,-4.679227,5.287525,0.074807405,0.08043172,0.06013934726806029,0.04026090868196114,0.2026902,0.05733129,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
Hes6,0.9086904285142171,0.09130957148578289,2.297748757312712,0.00020738898,0.00014380232,0.0,0.25,1.0361995,1.1123605,1.6504607,-5.6084757,7.1700296,0.7543124,1.8530053,0.3681701503483605,0.44588394062086034,2.376997,1.2619896,False,Immature TECs 2 vs Rest,Immature TECs 2,Rest
