,table
kansl1l,k
kcne4,k
krtap28-10,k
krtap28-13,k
kcnj13,k
klhl30,k
kif1a,k
kdsr,k
klhdc8a,k
kiss1,k
klhl12,k
kdm5b,k
kif21b,k
kif14,k
kcnt2,k
klhl20,k
kifap3,k
klhdc9,k
kcnj9,k
kcnj10,k
kmo,k
kif26b,k
kif28,k
kctd3,k
kcnk2,k
kcnh1,k
kin,k
kcnt1,k
kyat1,k
kynu,k
kif5c,k
kcnj3,k
kcnh7,k
klhl41,k
klhl23,k
kbtbd4,k
kcna4,k
kif18a,k
katnbl1,k
knstrn,k
knl1,k
kcnip3,k
kif16b,k
kif16bos,k
kat14,k
kiz,k
kif3b,k
kcnk15,k
kcns1,k
kcnb1,k
kcng1,k
kcnq2,k
kcnmb2,k
kcnmb3,k
kcnab1,k
kpna4,k
kirrel,k
krtcap2,k
kcnn3,k
kprp,k
kcnd3os,k
kcnd3,k
kcna3,k
kcna2,k
kcna10,k
kcnc4,k
kyat3,k
klhl32,k
kif24,k
klf4,k
kif12,k
kdm4c,k
klhl9,k
kank4,k
kank4os,k
kti12,k
kncn,k
kif2c,k
klf17,k
kdm4a,k
kcnq4,k
kpna6,k
khdrbs1,k
kdf1,k
kdm1a,k
kif17,k
klhdc7a,k
kazn,k
kif1b,k
klhl21,k
kcnab2,k
krit1,k
kmt2e,k
klhl7,k
kcnh2,k
kmt2c,k
kcnk3,k
khk,k
krtcap3,k
kcnip4,k
klf3,k
klhl5,k
klb,k
kctd8,k
kit,k
kdr,k
klhl8,k
kctd10,k
ksr2,k
kdm2b,k
kntc1,k
kmt5a,k
kctd7,k
kdelr2,k
kpna7,k
katnal1,k
kl,k
kcnd2,k
kcp,k
klhdc10,k
klf14,k
klrg2,k
kdm7a,k
kel,k
krba1,k
kbtbd2,k
krcc1,k
kdm3a,k
kcmf1,k
kbtbd12,k
klf15,k
kbtbd8os,k
kbtbd8,k
kdm5a,k
klrg1,k
kcna5,k
kcna1,k
kcna6,k
klrb1a,k
klrb1,k
klrb1c,k
klrb1b,k
klrb1f,k
klre1,k
klrd1,k
klrk1,k
klrc3,k
klrc2,k
klrc1,k
klri1,k
klri2,k
klra17,k
klra5,k
klra6,k
klra4,k
klra8,k
klra9,k
klra7,k
klra10,k
klra3,k
klra1,k
klra2,k
kap,k
kcnj8,k
kras,k
klhl42,k
kmt5c,k
kptn,k
klc3,k
kcnn4,k
kcnk6,k
kirrel2,k
kmt2b,k
krtdap,k
kctd15,k
klk14,k
klk13,k
klk12,k
klk11,k
klk10,k
klk9,k
klk8,k
klk7,k
klk6,k
klk5,k
klk4,k
klk15,k
klk1b8,k
klk1b1,k
klk1b9,k
klk1b11,k
klk1b26,k
klk1b27,k
klk1b21,k
klk1b22,k
klk1b16,k
klk1b24,k
klk1b3,k
klk1b4,k
klk1b5,k
klk1,k
kcnc3,k
kcna7,k
kcnj14,k
kdelr1,k
kcnj11,k
kcnc1,k
klf13,k
klhl25,k
kif7,k
kctd21,k
kctd14,k
klhl35,k
kcne3,k
knop1,k
kdm8,k
kctd13,k
kif22,k
kat8,k
kndc1,k
krtap5-2,k
krtap5-3,k
krtap5-4,k
kcnq1,k
kcnq1ot1,k
kbtbd11,k
kat6a,k
kcnu1,k
klkb1,k
klhl2,k
klhl26,k
kxd1,k
kcnn1,k
klf2,k
klf1,k
katnb1,k
kifc3,k
k230015d01rik,k
kctd19,k
kars,k
kcng4,k
klhl36,k
klhdc4,k
kcnk1,k
kbtbd3,k
kdm4d,k
keap1,k
kri1,k
kank2,k
kcnj5,k
kcnj1,k
kirrel3,k
kirrel3os,k
kmt2a,k
kif23,k
kbtbd13,k
khdc3,k
klhl31,k
ky,k
klhdc8b,k
klhl18,k
kif9,k
klhl40,k
kif15,k
katna1,k
kif1bp,k
krtap12-1,k
krtap10-4,k
krtap10-10,k
kiss1r,k
klf16,k
kera,k
kitl,k
krr1,k
kcnc2,k
kcnmb4,k
kcnmb4os1,k
kcnmb4os2,k
kif5a,k
kremen1,k
kcnip1,k
kcnmb1,k
kif3a,k
kcnj12,k
kcnab3,k
kcnab3os,k
kdm6b,k
kdm6bos,k
kctd11,k
kif1c,k
ksr1,k
kif2b,k
kat7,k
kpnb1,k
krt222,k
krt24,k
krt25,k
krt26,k
krt27,k
krt28,k
krt10,k
krt12,k
krt20,k
krt23,k
krt39,k
krt40,k
krtap3-3,k
krtap3-2,k
krtap3-1,k
krtap1-5,k
krtap1-3,k
krtap9-3,k
krtap2-4,k
krtap4-1,k
krtap4-7,k
krtap4-6,k
krtap4-9,k
krtap4-13,k
krtap4-16,k
krtap9-1,k
krtap31-1,k
krtap31-2,k
krtap16-1,k
krtap17-1,k
krt33a,k
krt33b,k
krt34,k
krt31,k
krt32,k
krt35,k
krt36,k
krt13,k
krt15,k
krt19,k
krt9,k
krt14,k
krt16,k
krt17,k
krt42,k
klhl10,k
klhl11,k
kat2a,k
kcnh4,k
kif18b,k
kansl1,k
kcnh6,k
kpna2,k
kcnj16,k
kcnj2,k
kif19a,k
kctd2,k
kif3c,k
klhl29,k
kcns3,k
kcnf1,k
klf11,k
kidins220,k
klhl28,k
klhdc1,k
klhdc2,k
kcnh5,k
kcnk10,k
kcnk13,k
klc1,k
kif26a,k
klf6,k
kif13a,k
kdm1b,k
klhl3,k
kif27,k
kif2a,k
kctd6,k
kcnk5,k
kcnk16,k
kat6b,k
kcnma1,k
ktn1,k
klhl33,k
khnyn,k
kpna3,k
kcnrg,k
kif13b,k
kctd9,k
kctd4,k
kbtbd7,k
kbtbd6,k
klhl1,k
klf5,k
klf12,k
kctd12,k
kcns2,k
klf10,k
kcnv1,k
klhl38,k
kcnq3,k
khdrbs3,k
kcnk9,k
kifc2,k
kctd17,k
kcnj4,k
kdelr3,k
klhdc7b,k
kif21a,k
kansl2,k
kmt2d,k
kcnh3,k
krt80,k
krt7,k
krt87,k
krt88,k
krt81,k
krt86,k
krt83,k
krt84,k
krt82,k
krt90,k
krt75,k
krt6b,k
krt6a,k
krt5,k
krt71,k
krt72,k
krt73,k
krt2,k
krt1,k
krt77,k
krt76,k
krt4,k
krt79,k
krt78,k
krt8,k
krt18,k
klhl22,k
klhl6,k
klhl24,k
kng2,k
kng1,k
kalrn,k
kpna1,k
krtap24-1,k
krtap26-1,k
krtap27-1,k
krtap13-1,k
krtap13,k
krtap14,k
krtap15,k
krtap19-1,k
krtap19-2,k
krtap19-3,k
krtap19-4,k
krtap19-9b,k
krtap22-2,k
krtap6-1,k
krtap6-5,k
krtap6-3,k
krtap21-1,k
krtap6-2,k
krtap8-1,k
krtap7-1,k
krtap11-1,k
kcne2,k
kcne1,k
kcnj6,k
kcnj15,k
kremen2,k
kctd5,k
kifc5b,k
kctd20,k
kank3,k
kifc1,k
klc4,k
klhdc3,k
kif6,k
kcnh8,k
kat2b,k
kdm4b,k
khsrp,k
kcng3,k
kcnk12,k
kif5b,k
kctd1,k
klhl14,k
kif20a,k
kdm3b,k
kctd16,k
kcnn2,k
katnal2,k
kcng2,k
kmt5b,k
kdm2a,k
klc2,k
kat5,k
kcnk7,k
kcnk4,k
keg1,k
klf9,k
kank1,k
kcnv2,k
kif20b,k
kif11,k
kazald1,k
kcnip2,k
kcnk18,k
kcnd1,k
kdm6a,k
klhl13,k
klhl15,k
kif4,k
klhl4,k
kir3dl2,k
kir3dl1,k
kcne1l,k
kdm5c,k
kantr,k
klf8,k
kctd12b,k
klhl34,k
kdm5d,k
atp6v1h,a0
alkal1,a0
adhfe1,a0
arfgef1,a0
a830018l16rik,a0
adgrb3,a0
amer3,a0
arhgef4,a0
arid5a,a0
ankrd23,a0
ankrd39,a0
actr1b,a0
aff3,a0
ai597479,a0
asnsd1,a0
ankrd44,a0
aox1,a0
aox3,a0
aox4,a0
aox2,a0
als2,a0
abi2,a0
adam23,a0
akr1cl,a0
acadl,a0
abca12,a0
atic,a0
apol7d,a0
ankar,a0
arpc2,a0
aamp,a0
abcb6,a0
atg9a,a0
ankzf1,a0
a630095n17rik,a0
asic4,a0
acsl3,a0
ap1s3,a0
agfg1,a0
a030005l19rik,a0
a030014e15rik,a0
a030003k21rik,a0
a030005k14rik,a0
a530032d15rik,a0
a530040e14rik,a0
a630001g21rik,a0
armc9,a0
alppl2,a0
alpi,a0
akp3,a0
atg16l1,a0
arl4c,a0
agap1,a0
asb18,a0
ackr3,a0
asb1,a0
ankmy1,a0
aqp12,a0
agxt,a0
ano7,a0
atg4b,a0
a530053m12rik,a0
actr3,a0
acmsd,a0
aa986860,a0
avpr1b,a0
atp2b4,a0
adora1,a0
adipor1,a0
arl8a,a0
ascl5,a0
a430034d21rik,a0
a430106g13rik,a0
atp6v1g3,a0
aspm,a0
apobec4,a0
arpc5,a0
a830008e24rik,a0
acbd6,a0
axdnd1,a0
abl2,a0
angptl1,a0
astn1,a0
ankrd45,a0
atp1b1,a0
adcy10,a0
aldh9a1,a0
atf6,a0
apoa2,a0
adamts4,a0
arhgap30,a0
alyref2,a0
atp1a4,a0
atp1a2,a0
apcs,a0
ackr1,a0
aim2,a0
akt3,a0
adss,a0
ahctf1,a0
acbd3,a0
a430110l20rik,a0
aida,a0
a730004f24rik,a0
a430105j06rik,a0
a430027h14rik,a0
angel2,a0
a230020j21rik,a0
atf3,a0
a130010j15rik,a0
acbd7,a0
a230108p19rik,a0
atp5c1,a0
ankrd16,a0
arl5b,a0
a930004d18rik,a0
armc3,a0
arhgap21,a0
apbb1ip,a0
abi1,a0
acbd5,a0
arrdc1,a0
anapc2,a0
abca2,a0
a230005m16rik,a0
agpat2,a0
abo,a0
adamts13,a0
adamtsl2,a0
aa645442,a0
ak8,a0
asb6,a0
ass1,a0
abl1,a0
aif1l,a0
ak1,a0
angptl2,a0
ai182371,a0
arpc5l,a0
arhgap15,a0
arhgap15os,a0
acvr2a,a0
arl5a,a0
arl6ip6,a0
acvr1c,a0
acvr1,a0
abcb11,a0
atf2,a0
atp5g3,a0
a630050e04rik,a0
a330043c09rik,a0
agps,a0
a130030d18rik,a0
aplnr,a0
agbl2,a0
acp2,a0
arfgap2,a0
arhgap1,a0
atg13,a0
ambra1,a0
alx4,a0
accs,a0
accsl,a0
alkbh3os1,a0
alkbh3,a0
api5,a0
apip,a0
a930006i01rik,a0
abtb2,a0
a930018p22rik,a0
arl14ep,a0
ano3,a0
aven,a0
arhgap11a,a0
actc1,a0
aqr,a0
a930104d05rik,a0
ankrd63,a0
adal,a0
aa467197,a0
a530010f05rik,a0
atp8b4,a0
ap4e1,a0
astl,a0
adra2b,a0
acoxl,a0
anapc1,a0
ai847159,a0
a730036i17rik,a0
avp,a0
atrn,a0
adam33,a0
ap5s1,a0
adra1d,a0
av099323,a0
au019990,a0
a430048g15rik,a0
ankef1,a0
a930019d19rik,a0
ai646519,a0
a530006g24rik,a0
apmap,a0
acss1,a0
abhd12,a0
angpt4,a0
aa387200,a0
asxl1,a0
actl10,a0
a,a0
ahcy,a0
acss2,a0
acss2os,a0
aar2,a0
adig,a0
arhgap40,a0
actr5,a0
ada,a0
a730032a03rik,a0
acot8,a0
arfgef2,a0
a530013c23rik,a0
adnp,a0
atp9a,a0
aurka,a0
ankrd60,a0
atp5e,a0
adrm1,a0
arfgap1,a0
arfrp1,a0
abhd16b,a0
a930001a20rik,a0
armc1,a0
agtr1b,a0
a830092h15rik,a0
actrt3,a0
actl6a,a0
atp11b,a0
acad9,a0
anxa5,a0
adad1,a0
ankrd50,a0
abhd18,a0
alg5,a0
ankub1,a0
aadacl2,a0
aadac,a0
arhgef26,a0
a330015k06rik,a0
a730090n16rik,a0
arl14,a0
a330069k06rik,a0
a830029e22rik,a0
asic5,a0
arfip1,a0
arhgef11,a0
ai849053,a0
arhgef2,a0
ash1l,a0
adam15,a0
adar,a0
atp8b2,a0
a730011c13rik,a0
anxa9,a0
arnt,a0
adamtsl4,a0
aph1a,a0
anp32e,a0
ankrd34a,a0
ankrd35,a0
acp6,a0
adam30,a0
atp1a1,a0
a230001m10rik,a0
ampd1,a0
atg4a-ps,a0
ap4b1,a0
adora3,a0
atp5f1,a0
ai504432,a0
a930002i21rik,a0
a630076j17rik,a0
alx3,a0
ahcyl1,a0
ampd2,a0
amigo1,a0
atxn7l2,a0
aknad1,a0
amy2a5,a0
amy2a2,a0
amy2a1,a0
amy1,a0
agl,a0
alg14,a0
a530020g20rik,a0
a730020m07rik,a0
abcd3,a0
arhgap29,a0
abca4,a0
arsj,a0
ank2,a0
alpk1,a0
ap1ar,a0
aimp1,a0
arhgef38,a0
adh7,a0
adh1,a0
adh6a,a0
adh6b,a0
adh4,a0
adh5,a0
a830019l24rik,a0
adgrl2,a0
adgrl4,a0
ak5,a0
ai115009,a0
asb17os,a0
asb17,a0
acadm,a0
ankrd13c,a0
ai838599,a0
asph,a0
atp6v0d2,a0
ankrd6,a0
akirin2,a0
aco1,a0
aptx,a0
aqp7,a0
aqp3,a0
arid3c,a0
atp8b5,a0
arhgef39,a0
aldh1b1,a0
anp32b,a0
anks6,a0
alg2,a0
acnat2,a0
acnat1,a0
aldob,a0
abca1,a0
ai427809,a0
actl7b,a0
actl7a,a0
alad,a0
ambp,a0
akna,a0
aknaos,a0
atp6v1g1,a0
astn2,a0
aldoart1,a0
a230083n12rik,a0
adamtsl1,a0
acer2,a0
angptl3,a0
atg4c,a0
alg6,a0
ak4,a0
acot11,a0
agbl4,a0
atpaf1,a0
akr1a1,a0
armh1,a0
atp6v0b,a0
artn,a0
au022252,a0
akirin1,a0
adprhl2,a0
ago3,a0
ago1,a0
ago4,a0
au040320,a0
a630031m04rik,a0
a3galt2,a0
azin2,a0
ak2,a0
adgrb2,a0
a930031h19rik,a0
atpif1,a0
ahdc1,a0
arid1a,a0
aunip,a0
asap3,a0
alpl,a0
ab041806,a0
akr7a5,a0
aldh4a1,a0
arhgef10l,a0
atp13a2,a0
arhgef19,a0
ai507597,a0
agmat,a0
aadacl3,a0
aadacl4,a0
agtrap,a0
angptl7,a0
acot7,a0
ajap1,a0
a430005l14rik,a0
arhgef16,a0
actrt2,a0
atad3a,a0
atad3aos,a0
ankrd65,a0
aurkaip1,a0
acap3,a0
agrn,a0
aw011738,a0
ankib1,a0
akap9,a0
adam22,a0
abcb1a,a0
abcb1b,a0
abcb4,a0
a630072m18rik,a0
armc10,a0
a930003o13rik,a0
atg9b,a0
abcb8,a0
asic3,a0
agap3,a0
asb10,a0
abcf2,a0
actr3b,a0
a230098n10rik,a0
adgrf3,a0
agbl5,a0
atraid,a0
ai839979,a0
add1,a0
adra2c,a0
acox3,a0
ablim2,a0
afap1,a0
adgra3,a0
anapc4,a0
arap2,a0
apbb2,a0
atp8a1,a0
au023070,a0
aasdh,a0
arl9,a0
adgrl3,a0
amtn,a0
ambn,a0
adamts3,a0
ankrd17,a0
alb,a0
afp,a0
afm,a0
areg,a0
art3,a0
a430089i19rik,a0
aa792892,a0
anxa3,a0
antxr2,a0
a730035i17rik,a0
abraxas1,a0
arhgap24,a0
aff1,a0
abcg3,a0
a930041c12rik,a0
atp5k,a0
a430073d23rik,a0
ankle2,a0
a630023p12rik,a0
asphd2,a0
aym1,a0
alkbh2,a0
acacb,a0
ankrd13a,a0
acads,a0
adam1b,a0
adam1a,a0
aldh2,a0
acad12,a0
acad10,a0
atxn2,a0
arpc3,a0
anapc7,a0
atp2a2,a0
anapc5,a0
a930024e05rik,a0
ai480526,a0
abcb9,a0
arl6ip4,a0
atp6v0a2,a0
aacs,a0
adgrd1,a0
asl,a0
a330070k13rik,a0
auts2,a0
abhd11,a0
alkbh4,a0
ap1s1,a0
ache,a0
actl6b,a0
agfg2,a0
azgp1,a0
ap4m1,a0
a430033k04rik,a0
adap1,a0
amz1,a0
ap5z1,a0
actb,a0
ankrd61,a0
aimp2,a0
arpc1a,a0
arpc1b,a0
atp5j2,a0
alox5ap,a0
asb4,a0
asns,a0
aa545190,a0
asz1,a0
ankrd7,a0
aass,a0
asb15,a0
arf5,a0
atp6v1f,a0
ahcyl2,a0
akr1b3,a0
akr1b8,a0
akr1b10,a0
akr1b7,a0
agbl3,a0
akr1d1,a0
atp6v0a4,a0
adck2,a0
agk,a0
arhgef5,a0
atp6v0e2,a0
ai854703,a0
aoc1,a0
aqp1,a0
adcyap1r1,a0
avl9,a0
abcg2,a0
atoh1,a0
atoh8,a0
aup1,a0
actg2,a0
atp6v1b1,a0
ankrd53,a0
alms1,a0
add2,a0
a430078i02rik,a0
asprv1,a0
anxa4,a0
aak1,a0
antxr1,a0
arhgap25,a0
aplf,a0
abtb1,a0
aldh1l1,a0
adamts9,a0
a730049h05rik,a0
arl6ip5,a0
arl8b,a0
arpc4,a0
atp2b2,a0
atg7,a0
alox5,a0
ankrd26,a0
adipor2,a0
atp6v1e1,a0
a2m,a0
aicda,a0
apobec1,a0
atn1,a0
a230083g16rik,a0
acrbp,a0
ano2,a0
akap3,a0
a2ml1,a0
a630073d07rik,a0
apold1,a0
atf7ip,a0
art4,a0
arhgdib,a0
a830011k09rik,a0
aebp2,a0
abcc9,a0
a930014e10rik,a0
arntl2,a0
amn1,a0
au018091,a0
aurkc,a0
arhgap35,a0
ap2s1,a0
a930016o22rik,a0
apoc2,a0
apoc4,a0
apoc1,a0
apoe,a0
arhgef1,a0
atp1a3,a0
axl,a0
akt2,a0
acp7,a0
actn4,a0
a330087d11rik,a0
alkbh6,a0
aplp1,a0
arhgap33os,a0
arhgap33,a0
atp4a,a0
ankrd27,a0
a230077h06rik,a0
ai987944,a0
aw146154,a0
acp4,a0
aspdh,a0
atf5,a0
akt1s1,a0
ap2a1,a0
aldh16a1,a0
a030001d20rik,a0
abcc6,a0
abcc8,a0
ano5,a0
atp10a,a0
a230006k03rik,a0
a230057d06rik,a0
a26c2,a0
apba2,a0
aldh1a3,a0
asb7,a0
adamts17,a0
arrdc4,a0
a730056a06rik,a0
akap13,a0
au020206,a0
agbl1,a0
aen,a0
acan,a0
abhd2,a0
anpep,a0
ap3s2,a0
arpin,a0
alpk3,a0
ap3b2,a0
adamtsl3,a0
a530021j07rik,a0
abhd17c,a0
arnt2,a0
ai314278,a0
a230065n10rik,a0
ankrd42,a0
alg8,a0
aamdc,a0
aqp11,a0
acer3,a0
a630091e08rik,a0
arrb1,a0
arhgef17,a0
atg16l2,a0
arap1,a0
art2b,a0
anapc15,a0
art5,a0
art1,a0
apbb1,a0
arfip2,a0
akip1,a0
ascl3,a0
adm,a0
ampd3,a0
arntl,a0
a730082k24rik,a0
arl6ip1,a0
acsm5,a0
acsm2,a0
acsm1,a0
acsm4,a0
acsm3,a0
anks4b,a0
abca14,a0
abca15,a0
abca16,a0
arhgap17,a0
aqp8,a0
atp2a1,a0
atxn2l,a0
apobr,a0
aldoa,a0
aldoa-1,a0
asphd1,a0
ai467606,a0
armc5,a0
ate1,a0
acadsb,a0
abraxas2,a0
adam12,a0
adgra1,a0
adam8,a0
ano9,a0
ap2a2,a0
ascl2,a0
ano1,a0
arhgef18,a0
a630009h07rik,a0
arglu1,a0
abhd13,a0
ankrd10,a0
arhgef7,a0
a230072i06rik,a0
atp11a,a0
adprhl1,a0
atp4b,a0
af366264,a0
arhgef10,a0
angpt2,a0
agpat5,a0
ay761185,a0
ay761184,a0
atp7b,a0
alg11,a0
ap3m2,a0
ank1,a0
a730045e13rik,a0
adam18,a0
adam3,a0
adam5,a0
adam32,a0
adam9,a0
ash2l,a0
adgra2,a0
adrb3,a0
ai429214,a0
adam24,a0
adam25,a0
adam20,a0
adam39,a0
asah1,a0
adam26b,a0
adam26a,a0
adam34,a0
ay512931,a0
ankrd37,a0
acsl1,a0
aga,a0
asb5,a0
adam29,a0
aadat,a0
anxa10,a0
apela,a0
atp6v1b2,a0
atp13a1,a0
armc6,a0
arrdc2,a0
ankle1,a0
abhd8,a0
ano8,a0
ap1m1,a0
arhgap10,a0
abce1,a0
anapc10,a0
adgre5,a0
adgrl1,a0
asf1b,a0
asna1,a0
aa672651,a0
abcc12,a0
adcy7,a0
aktip,a0
amfr,a0
arl2bp,a0
adgrg5,a0
adgrg1,a0
adgrg3,a0
a330008l17rik,a0
atp6v0d1,a0
agrp,a0
acd,a0
atxn1l,a0
ap1g1,a0
aars,a0
adat1,a0
adamts18,a0
atmin,a0
adad2,a0
atp2c2,a0
a330074k22rik,a0
aprt,a0
a530010l16rik,a0
acsf3,a0
ankrd11,a0
afg3l1,a0
acta1,a0
abcb10,a0
agt,a0
arv1,a0
a730098a19rik,a0
a630001o12rik,a0
alkbh8,a0
aasdhppt,a0
av064505,a0
arhgap42,a0
amotl1,a0
ankrd49,a0
angptl6,a0
atg4d,a0
ap1m2,a0
ab124611,a0
angptl8,a0
acp5,a0
anln,a0
acad8,a0
adamts15,a0
adamts8,a0
aplp2,a0
arhgap32,a1
acrv1,a1
aw551984,a1
arhgef12,a1
abcg4,a1
arcn1,a1
atp5l,a1
a830035o19rik,a1
apoa1,a1
apoc3,a1
apoa4,a1
apoa5,a1
a730065g17rik,a1
ankk1,a1
alg9,a1
arhgap20,a1
arhgap20os,a1
ai593442,a1
atm,a1
acat1,a1
acsbg1,a1
ay074887,a1
arid3b,a1
adpgk,a1
arih1,a1
a730043l09rik,a1
anp32a,a1
aagab,a1
ankdd1a,a1
aph1b,a1
aph1c,a1
anxa2,a1
adam10,a1
aqp9,a1
aldh1a2,a1
arpp19,a1
a330041j22rik,a1
ankrd34c,a1
adamts7,a1
atr,a1
atp1b3,a1
a930006l05rik,a1
armc8,a1
a4gnt,a1
anapc13,a1
amotl2,a1
acad11,a1
ackr4,a1
acpp,a1
aste1,a1
atp2c1,a1
alas1,a1
acy1,a1
abhd14a,a1
abhd14b,a1
actl11,a1
amigo3,a1
apeh,a1
amt,a1
arih2,a1
atrip,a1
als2cl,a1
arpp21,a1
au023762,a1
azi2,a1
acaa1b,a1
acaa1a,a1
acvr2b,a1
ackr2,a1
ano10,a1
abhd5,a1
a730085k08rik,a1
akap12,a1
armt1,a1
adgb,a1
adat2,a1
aig1,a1
adgrg6,a1
abracl,a1
arfgef3,a1
ahi1,a1
aldh8a1,a1
arg1,a1
akap7,a1
arhgap18,a1
amd2,a1
a930033m14rik,a1
amd1,a1
ak9,a1
armc2,a1
afg1l,a1
atg5,a1
ascc3,a1
asf1a,a1
anapc16,a1
ascc1,a1
adamts14,a1
aifm2,a1
atoh7,a1
ado,a1
arid5b,a1
a930033h14rik,a1
ank3,a1
a330049n07rik,a1
adora2a,a1
adarb1,a1
aire,a1
agpat3,a1
arid3a,a1
abca7,a1
arhgap45,a1
atp5d,a1
apc2,a1
adamtsl5,a1
atp8b3,a1
abhd17a,a1
adat3,a1
ap3d1,a1
amh,a1
atcayos,a1
atcay,a1
apba3,a1
ankrd24,a1
au041133,a1
aldh1l2,a1
appl2,a1
ascl4,a1
a230060f14rik,a1
ascl1,a1
arl1,a1
ano4,a1
actr6,a1
anks1b,a1
apaf1,a1
amdhd1,a1
anapc15-ps,a1
atp2b1,a1
alx1,a1
acss3,a1
atxn7l3b,a1
a930009a15rik,a1
avpr1a,a1
a130077b15rik,a1
atp23,a1
avil,a1
a730063m14rik,a1
agap2,a1
arhgef25,a1
arhgap9,a1
atp5b,a1
apon,a1
apof,a1
ankrd52,a1
ascc2,a1
ap1b1,a1
ankrd36,a1
aebp1,a1
a730071l15rik,a1
adcy1,a1
abca13,a1
actr2,a1
aftph,a1
ahsa2,a1
a830031a19rik,a1
acyp2,a1
asb3,a1
atp10b,a1
adra1b,a1
adam19,a1
adamts2,a1
a630014c17rik,a1
aff4,a1
acsl6,a1
anxa6,a1
atox1,a1
arf1,a1
atpaf2,a1
alkbh5,a1
aldh3a1,a1
aldh3a2,a1
a530017d24rik,a1
akap10,a1
adora2b,a1
arhgap44,a1
adprm,a1
arhgef15,a1
aurkb,a1
aloxe3,a1
alox12b,a1
alox8,a1
atp1b2,a1
acap1,a1
acadvl,a1
asgr1,a1
asgr2,a1
alox12,a1
alox12e,a1
alox15,a1
arrb2,a1
aipl1,a1
ankfy1,a1
atp2a3,a1
aspa,a1
abr,a1
ankrd13b,a1
abhd15,a1
aldoc,a1
au040972,a1
atad5,a1
adap2,a1
adap2os,a1
asic2,a1
ap2b1,a1
acaca,a1
aatf,a1
appbp2,a1
appbp2os,a1
akap1,a1
ankfn1,a1
ankrd40,a1
abcc3,a1
acsf2,a1
abi3,a1
atp5g1,a1
arhgap23,a1
arl5c,a1
a830036e02rik,a1
acly,a1
atp6v0a1,a1
aoc2,a1
aoc3,a1
aarsd1,a1
arl4d,a1
asb16,a1
atxn7l3,a1
adam11,a1
acbd4,a1
arhgap27,a1
arhgap27os3,a1
arhgap27os2,a1
arhgap27os1,a1
arf2,a1
ace,a1
apoh,a1
axin2,a1
amz2,a1
arsg,a1
abca8b,a1
abca8a,a1
abca9,a1
abca6,a1
abca5,a1
atp5h,a1
armc7,a1
acox1,a1
aanat,a1
afmid,a1
aatk,a1
actg1,a1
arl16,a1
arhgdia,a1
alyref,a1
anapc11,a1
aspscr1,a1
asxl2,a1
adcy3,a1
atad2b,a1
apob,a1
atp6v1c2,a1
asap2,a1
adam17,a1
allc,a1
adi1,a1
alkal2,a1
acp1,a1
atxn7l1,a1
atxn7l1os1,a1
atxn7l1os2,a1
ahr,a1
agr3,a1
agr2,a1
ankmy2,a1
agmo,a1
arl4a,a1
arl4aos,a1
ap4s1,a1
arhgap5,a1
akap6,a1
aldoart2,a1
arf6,a1
atl1,a1
abhd12b,a1
actr10,a1
arid4a,a1
akap5,a1
ai463170,a1
atp6v1d,a1
arg2,a1
actn1,a1
adam4,a1
adam21,a1
acot2,a1
acot1,a1
acot4,a1
acot3,a1
acot5,a1
acot6,a1
aldh6a1,a1
abcd4,a1
arel1,a1
acyp1,a1
angel1,a1
ahsa1,a1
alkbh1,a1
adck1,a1
a630072l19rik,a1
atxn3,a1
asb2,a1
au015791,a1
atg2b,a1
ak7,a1
ankrd9,a1
amn,a1
a230087f16rik,a1
apopt1,a1
aspg,a1
a530016l24rik,a1
adssl1,a1
akt1,a1
ahnak2,a1
adam6b,a1
adam6a,a1
abcb5,a1
asb13,a1
akr1c14,a1
akr1c18,a1
akr1c13,a1
akr1c19,a1
akr1c12,a1
akr1c6,a1
akr1c20,a1
akr1c21,a1
akr1e1,a1
adarb2,a1
actn2,a1
arid4b,a1
aw209491,a1
a530046m15rik,a1
amph,a1
aoah,a1
ak157302,a1
abt1,a1
acot13,a1
aldh5a1,a1
a330102i10rik,a1
agtr1a,a1
a530084c06rik,a1
ai463229,a1
a730081d07rik,a1
adtrp,a1
a330076c08rik,a1
atxn1,a1
a930002c04rik,a1
a330033j07rik,a1
a330048o09rik,a1
a830005f24rik,a1
aspn,a1
auh,a1
arl10,a1
agtpbp1,a1
a530065n20rik,a1
a530001n23rik,a1
adcy2,a1
a530095i07rik,a1
au017674,a1
adamts16,a1
ahrr,a1
arsk,a1
a830082k12rik,a1
arrdc3,a1
adgrv1,a1
a230107n01rik,a1
atp6ap1l,a1
atg10,a1
a830009l08rik,a1
acot12,a1
ankrd34b,a1
a630019i02rik,a1
aw495222,a1
arsb,a1
ap3b1,a1
aggf1,a1
ankdd1b,a1
ankrd31,a1
arhgef28,a1
ankra2,a1
a930014d07rik,a1
ak6,a1
adamts6,a1
ai197445,a1
actbl2,a1
ankrd55,a1
arl15,a1
a430090l17rik,a1
af067063,a1
af067061,a1
abhd6,a1
acox2,a1
atxn7,a1
anxa7,a1
ap3m1,a1
adk,a1
a430057m04rik,a1
anxa11,a1
anxa11os,a1
arf4os,a1
arf4,a1
asb14,a1
appl1,a1
arhgef3,a1
actr8,a1
ankrd28,a1
arhgap22,a1
a630023a22rik,a1
antxrl,a1
anxa8,a1
a930038b10rik,a1
ang5,a1
ang6,a1
ac160336.1,a1
a530076i17rik,a1
atg14,a1
