,table
foxr1,f
fxyd6,f
fxyd2,f
fdxacb1,f
fdx1,f
fbxo22,f
fam219b,f
fem1b,f
fbxl22,f
foxb1,f
fam81a,f
fam214a,f
fam83b,f
fbxo9,f
filip1,f
foxl2,f
faim,f
faiml,f
fbxw21,f
fbxw13,f
fbxw20,f
fbxw14,f
fbxw28,f
fbxw22,f
fbxw16,f
fbxw19,f
fbxw15,f
fbxw24,f
fbxw25,f
fbxw18,f
fbxw26,f
fbxw27,f
fam240a,f
fbxl2,f
fyco1,f
fbxo5,f
fbxo30,f
fuca2,f
frk,f
fam229b,f
fyn,f
fig4,f
foxo3,f
f930017d23rik,f
fam162b,f
fam184a,f
fabp7,f
fam241b,f
fam13c,f
ftcd,f
fam207a,f
fgf22,f
fstl3,f
fzr1,f
fhl4,f
fbxo7,f
fgd6,f
frs2,f
f420014n23rik,f
fignl1,f
fbxo48,f
fam161a,f
fancl,f
fbxw11,f
fgf18,f
foxi1,f
fbll1,f
fabp6,f
fndc9,f
fam71b,f
flt4,f
fstl4,f
fnip1,f
fat2,f
fam114a2,f
fam183b,f
flcn,f
flii,f
fam83g,f
fbxw10,f
fxr2,f
fgf11,f
fbxo39,f
fam57a,f
flot2,f
fam222b,f
foxn1,f
fndc8,f
fam117a,f
fbxo47,f
fbxl20,f
fkbp10,f
fam171a2,f
fzd2,f
fam187a,f
fmnl1,f
ftsj3,f
fam20a,f
fam104a,f
fdxr,f
fads6,f
fbf1,f
foxj1,f
fscn2,f
faap100,f
fasn,f
foxk2,f
fn3krp,f
fn3k,f
fam228a,f
fam228b,f
fkbp1b,f
fam49a,f
fam110c,f
ferd3l,f
foxg1,f
fam177a,f
foxa1,f
fbxo33,f
fscb,f
fkbp3,f
fancm,f
f730035m05rik,f
frmd6,f
fntb,f
fut8,f
fam71d,f
fam161b,f
fcf1,f
fos,f
flvcr2,f
flrt2,f
foxn3,f
fbln5,f
fam181a,f
foxq1,f
foxf2,f
foxc1,f
fam50b,f
fam217a,f
fars2,f
f13a1,f
fam8a1,f
fam120a,f
fgd3,f
fbxw17,f
faf2,f
fgfr4,f
f12,f
fam193b,f
fbxl21,f
fbp2,f
fbp1,f
fancc,f
fam240b,f
f630042j09rik,f
fastkd3,f
ftl1-ps1,f
fam81b,f
fam172a,f
fam151b,f
f2rl1,f
f2r,f
f2rl2,f
fam169a,f
foxd1,f
fcho2,f
fst,f
fgf10,f
flnb,f
fam107a,f
fhit,f
fhitos,f
fezf2,f
fam149b,f
fut11,f
fam170b,f
frmpd2,f
fam25c,f
fermt2,f
fbxo34,f
fitm1,f
fgf9,f
fam124a,f
fdft1,f
fam167a,f
fzd3,f
fbxo16,f
fam160b2,f
fgf17,f
fndc3a,f
fam216b,f
fbxl3,f
farp1,f
fgf14,f
fbxo4,f
fyb,f
fbxl7,f
fbxo43,f
fzd6,f
fam83a,f
fbxo32,f
fam91a1,f
fer1l6,f
fam49b,f
fam135b,f
fam83h,f
fbxl6,f
foxh1,f
foxred2,f
fam227a,f
fam83f,f
fam118a,f
fbln1,f
fkbp11,f
fam186b,f
fmnl3,f
faim2,f
fam186a,f
fignl2,f
fopnl,f
fgd4,f
fam131a,f
fetub,f
fgf12,f
fam43a,f
fbxo45,f
fyttd1,f
fam162a,f
fbxo40,f
fstl1,f
filip1l,f
fam3b,f
fndc1,f
fgfr1op,f
fam120b,f
fpr1,f
fpr2,f
fpr3,f
fpr-rs7,f
fpr-rs6,f
flywch1,f
flywch2,f
fahd1,f
fam173a,f
fbxl16,f
fam234a,f
fance,f
fkbp5,f
fgd2,f
fkbpl,f
flot1,f
f630040k05rik,f
frs3,f
frs3os,f
foxp4,f
fsd1,f
fem1a,f
fbxl17,f
fer,f
fam98a,f
fez2,f
fbxo11,f
foxn2,f
fshr,f
fzd8,f
fhod3,f
fam13b,f
fam53c,f
fchsd1,f
fgf1,f
fem1c,f
fam170a,f
ftmt,f
fbn2,f
f830016b08rik,f
fbxo38,f
fech,f
fam210a,f
fbxo15,f
fosl1,f
fibp,f
fam89b,f
frmd8os,f
frmd8,f
fau,f
fkbp2,f
fermt3,f
flrt1,f
fth1,f
fads3,f
fads2,f
fads1,f
fen1,f
fam111a,f
foxb2,f
fam189a2,f
fxn,f
fam122a,f
foxd4,f
fas,f
f530104d19rik,f
fgfbp3,f
ffar4,f
fra10ac1,f
frat1,f
frat2,f
fbxw4,f
fgf8,f
fbxl15,f
fam160b1,f
fam204a,f
fam45a,f
flicr,f
foxp3,f
ftsj1,f
fthl17c,f
fthl17d,f
fthl17e,f
fundc1,f
frmd7,f
fam122b,f
fam122c,f
fhl1,f
fgf13,f
f9,f
fmr1,f
fmr1nb,f
fate1,f
f8a,f
flna,f
fam50a,f
fam3a,f
f8,f
fundc2,f
fthl17a,f
fam90a1b,f
f630028o10rik,f
foxo4,f
ftx,f
fgf16,f
fnd3c2,f
fndc3c1,f
fam199x,f
frmpd3,f
fgd1,f
fam120c,f
foxr2,f
fancb,f
frmpd4,f
cops5,c0
cspp1,c0
cpa6,c0
crispld1,c0
crisp4,c0
col9a1,c0
col19a1,c0
ccdc115,c0
cfc1,c0
cnnm4,c0
cnnm3,c0
cox5b,c0
cnga3,c0
coa5,c0
chst10,c0
cnot11,c0
creg2,c0
col3a1,c0
col5a2,c0
c230029f24rik,c0
cavin2,c0
ccdc150,c0
coq10b,c0
clk1,c0
cflar,c0
casp8,c0
c2cd6,c0
cdk15,c0
carf,c0
cyp20a1,c0
cd28,c0
ctla4,c0
creb1,c0
ccnyl1,c0
cryge,c0
crygd,c0
crygc,c0
crygb,c0
cryga,c0
crygf,c0
cps1,c0
c530043a13rik,c0
cxcr2,c0
cxcr1,c0
catip,c0
ctdsp1,c0
cnot9,c0
cyp27a1,c0
cdk5r2,c0
cryba2,c0
cfap65,c0
cnppd1,c0
chpf,c0
cul3,c0
col4a4,c0
col4a3,c0
ccl20,c0
c130026i21rik,c0
cab39,c0
cops7b,c0
chrnd,c0
chrng,c0
c030007h22rik,c0
cops8,c0
col6a3,c0
cops9,c0
capn10,c0
crocc2,c0
cntnap5b,c0
cdh20,c0
cdh7,c0
cdh19,c0
cntnap5a,c0
clasp1,c0
cfap221,c0
c1ql2,c0
celrr,c0
ccdc93,c0
ccnt2,c0
cxcr4,c0
cd55b,c0
cd55,c0
c4bp,c0
ctse,c0
cdk18,c0
cntn2,c0
chit1,c0
chil1,c0
cyb5r1,c0
csrp1,c0
cacna1s,c0
camsap2,c0
crb1,c0
cfhr1,c0
cfhr2,c0
cfh,c0
cdc73,c0
c730036e19rik,c0
colgalt2,c0
c230024c17rik,c0
cacna1e,c0
cep350,c0
cryzl2,c0
cop1,c0
cacybp,c0
cenpl,c0
ccdc181,c0
creg1,c0
cd247,c0
ccdc190,c0
cfap126,c0
cd48,c0
cd84,c0
copa,c0
casq1,c0
cfap45,c0
crp,c0
cadm3,c0
chml,c0
cep170,c0
catspere2,c0
cox20,c0
cnst,c0
cdc42bpa,c0
coq8a,c0
cnih4,c0
cnih3,c0
ccdc121,c0
capn2,c0
capn8,c0
ccdc185,c0
c130074g19rik,c0
cenpf,c0
camk1g,c0
cd34,c0
cd46,c0
cr1l,c0
cr2,c0
cdnf,c0
ccdc3,c0
camk1d,c0
cdc123,c0
celf2,c0
c1ql3,c0
cubn,c0
cacnb2,c0
commd3,c0
carlr,c0
cacna1b,c0
cysrt1,c0
clic3,c0
c8g,c0
ccdc183,c0
camsap1,c0
ccdc187,c0
card9,c0
cacfd1,c0
col5a1,c0
cel,c0
cfap77,c0
coq4,c0
cercam,c0
crat,c0
cstad,c0
ciz1,c0
cdk9,c0
cfap157,c0
c130021i20rik,c0
c230014o12rik,c0
c79798,c0
cutal,c0
cntrl,c0
crb2,c0
cacnb4,c0
cytip,c0
ccdc148,c0
cd302,c0
cobll1,c0
csrnp3,c0
cers6,c0
ccdc173,c0
cybrd1,c0
cdca7,c0
cir1,c0
chrna1,c0
chrna1os,c0
chn1os3,c0
chn1,c0
chn1os1,c0
cyct,c0
ccdc141,c0
cwc22,c0
cerkl,c0
calcrl,c0
ctnnd1,c0
clp1,c0
c1qtnf4,c0
celf1,c0
ckap5,c0
chrm4,c0
creb3l1,c0
cry2,c0
chst1,c0
cd82,c0
commd9,c0
cd44,c0
cat,c0
caprin1,c0
cd59b,c0
cd59a,c0
cstf3,c0
ccdc73,c0
ccdc34,c0
ccdc34os,c0
chrm5,c0
c130080g10rik,c0
chst14,c0
ccdc32,c0
chac1,c0
chp1,c0
capn3,c0
cdan1,c0
ccndbp1,c0
ckmt1,c0
catsper2,c0
casc4,c0
ctdspl2,c0
ctxn2,c0
cep152,c0
cops2,c0
ciao1,c0
chchd5,c0
ckap2l,c0
cpxm1,c0
cenpb,c0
cdc25b,c0
cds2,c0
chgb,c0
crls1,c0
crnkl1,c0
cfap61,c0
cd93,c0
cstl1,c0
cst11,c0
cst12,c0
cst8,c0
cst13,c0
cst9,c0
cst3,c0
cst10,c0
c530025m09rik,c0
cst7,c0
csnk2a1,c0
cox4i2,c0
ccm2l,c0
commd7,c0
cdk5rap1,c0
cbfa2t2,c0
chmp4b,c0
cep250,c0
cpne1,c0
cnbd2,c0
ctnnbl1,c0
chd6,c0
ctsa,c0
cd40,c0
cdh22,c0
cse1l,c0
cebpb,c0
cyp24a1,c0
cbln4,c0
cstf1,c0
cass4,c0
ctcfl,c0
ctcflos,c0
ctsz,c0
cdh26,c0
cdh4,c0
cables2,c0
col9a3,c0
col20a1,c0
chrna4,c0
c230057a21rik,c0
c030034l19rik,c0
chmp4c,c0
car13,c0
car1,c0
car3,c0
car2,c0
cypt12,c0
cyp7b1,c0
crh,c0
cp,c0
cpa3,c0
cpb1,c0
cldn11,c0
ccdc39,c0
ccdc144b,c0
ccna2,c0
cetn4,c0
c230034o21rik,c0
cog6,c0
c820005j03rik,c0
ccna1,c0
ccdc169,c0
commd2,c0
clrn1,c0
c130079g13rik,c0
ccnl1,c0
ctso,c0
cd1d1,c0
cd5l,c0
crabp2,c0
cct3,c0
clk2,c0
cks1b,c0
chrnb2,c0
creb3l4,c0
crtc2,c0
chtop,c0
crct1,c0
crnn,c0
c2cd4d,c0
celf3,c0
cgn,c0
cdc42se1,c0
cers2,c0
ctsk,c0
ctss,c0
c920021l13rik,c0
ciart,c0
car14,c0
cd160,c0
chd1l,c0
cd101,c0
cd2,c0
casq2,c0
csde1,c0
capza1,c0
cttnbp2nl,c0
chil5,c0
chia1,c0
chil3,c0
chil4,c0
chil6,c0
cept1,c0
cd53,c0
cym,c0
csf1,c0
cyb561d1,c0
celsr2,c0
clcc1,c0
c130013h08rik,c0
col11a1,c0
cdc14a,c0
cnn3,c0
camk2d,c0
cfi,c0
casp6,c0
col25a1,c0
cyp2u1,c0
cxxc4,c0
cenpe,c0
cisd2,c0
clca3a1,c0
clca3a2,c0
clca3b,c0
clca4b,c0
clca4a,c0
clca1,c0
clca2,c0
col24a1,c0
ctbs,c0
cryz,c0
cth,c0
chchd7,c0
cyp7a1,c0
car8,c0
chd7,c0
clvs1,c0
ccne2,c0
cdh17,c0
calb1,c0
cnbd1,c0
cngb3,c0
cpne3,c0
ccnc,c0
coq3,c0
casp8ap2,c0
cnr1,c0
cfap206,c0
cga,c0
chmp5,c0
cntfr,c0
ccl27a,c0
ccl21b,c0
ccl27b,c0
ccl19,c0
ccl21a,c0
cd72,c0
ccdc107,c0
car9,c0
creb3,c0
ccin,c0
clta,c0
ccdc180,c0
coro2a,c0
col15a1,c0
cavin4,c0
cylc2,c0
c630028m04rik,c0
ctnnal1,c0
cdc26,c0
col27a1,c0
cdk5rap2,c0
cer1,c0
ccdc171,c0
cntln,c0
c87499,c0
cdkn2a,c0
cdkn2b,c0
caap1,c0
cyp2j13,c0
cyp2j12,c0
cyp2j7,c0
cyp2j11,c0
cyp2j8,c0
cyp2j6,c0
cyp2j9,c0
cyp2j5,c0
cachd1,c0
c130073f10rik,c0
c8b,c0
c8a,c0
cyb5rl,c0
cdcp2,c0
cpt2,c0
coa7,c0
cc2d1b,c0
calr4,c0
cdkn2c,c0
cmpk1,c0
cyp4x1,c0
cyp4x1os,c0
cyp4a29,c0
cyp4a12a,c0
cyp4a12b,c0
cyp4a30b,c0
cyp4a14,c0
cyp4a10,c0
cyp4a31,c0
cyp4a32,c0
cyp4b1,c0
ccdc17,c0
ccdc163,c0
ccdc24,c0
cdc20,c0
cfap57,c0
cldn19,c0
ccdc30,c0
ctps,c0
cited4,c0
col9a2,c0
cap1,c0
cdca8,c0
csf3r,c0
col8a2,c0
clspn,c0
ck137956,c0
csmd2,c0
csmd2os,c0
c77080,c0
ccdc28b,c0
col16a1,c0
cd164l2,c0
crybg2,c0
cd52,c0
cep85,c0
catsper4,c0
cnksr1,c0
clic4,c0
cnr2,c0
c1qb,c0
c1qc,c0
c1qa,c0
cdc42,c0
cela3a,c0
cela3b,c0
cda,c0
camk2n1,c0
capzb,c0
crocc,c0
clcnka,c0
clcnkb,c0
casp9,c0
cela2a,c0
ctrc,c0
ctrcos,c0
c87977,c0
clcn6,c0
casz1,c0
cort,c0
cenps,c0
ctnnbip1,c0
clstn1,c0
car6,c0
camta1,c0
chd5,c0
cep104,c0
ccdc27,c0
cfap74,c0
cdk11b,c0
ccnl2,c0
cptp,c0
c1qtnf12,c0
cdk6,c0
cyp51,c0
cdk14,c0
cldn12,c0
cfap69,c0
crot,c0
cacna2d1,c0
cd36,c0
ccdc146,c0
cdk5,c0
chpf2,c0
crygn,c0
cct8l1,c0
cnpy1,c0
cib4,c0
cenpa,c0
cgref1,c0
cad,c0
ctbp1,c0
cfap99,c0
cpz,c0
ccdc96,c0
crmp1,c0
cytl1,c0
clnk,c0
clnkos,c0
cpeb2,c0
c1qtnf7,c0
cc2d2a,c0
cd38,c0
clrn2,c0
c130083m11rik,c0
ccdc149,c0
cckar,c0
c030018k13rik,c0
chrna9,c0
cox7b2,c0
commd8,c0
corin,c0
cnga1,c0
cwh43,c0
c78283,c0
chic2,c0
clock,c0
cep135,c0
c530008m17rik,c0
chaer1,c0
cenpc1,c0
csn1s1,c0
csn2,c0
csn1s2a,c0
csn1s2b,c0
csn3,c0
cabs1,c0
cox18,c0
cxcl5,c0
cxcl3,c0
cxcl15,c0
cxcl1,c0
cxcl2,c0
cdkl2,c0
cxcl9,c0
cxcl10,c0
ccdc158,c0
ccni,c0
ccng2,c0
c87414,c0
cxcl13,c0
cnot6l,c0
cops4,c0
coq2,c0
cds1,c0
cdc7,c0
ccdc18,c0
cplx1,c0
crlf2,c0
chfr,c0
chek2,c0
c130026l21rik,c0
cryba4,c0
crybb1,c0
crybb2,c0
crybb3,c0
cmklr1,c0
coro1c,c0
cabp1,c0
coq5,c0
cox6a1,c0
cit,c0
c330018a13rik,c0
ccdc60,c0
cfap73,c0
cux2,c0
ccdc63,c0
camkk2,c0
clip1,c0
ccdc62,c0
cdk2ap1,c0
ccdc92,c0
chchd2,c0
crcp,c0
caln1,c0
clip2,c0
cldn13,c0
cldn4,c0
cldn3,c0
ccl24,c0
cux1,c0
col26a1,c0
cldn15,c0
cyp3a13,c0
cops6,c0
cnpy4,c0
cox19,c0
cyp2w1,c0
c130050o18rik,c0
chst12,c0
card11,c0
cyth3,c0
ccz1,c0
cpsf4,c0
cyp3a57,c0
cyp3a16,c0
cyp3a41b,c0
cyp3a41a,c0
cyp3a44,c0
cyp3a11,c0
cyp3a25,c0
cyp3a59,c0
cdk8,c0
cdx2,c0
calcr,c0
col1a2,c0
casd1,c0
c1galt1,c0
col28a1,c0
cav2,c0
cav1,c0
capza2,c0
cftr,c0
cttnbp2,c0
cped1,c0
cadps2,c0
calu,c0
ccdc136,c0
cpa2,c0
cpa4,c0
cpa5,c0
cpa1,c0
cep41,c0
copg2,c0
chchd3,c0
cald1,c0
cnot4,c0
chrm2,c0
creb3l2,c0
clec2l,c0
clec5a,c0
casp2,c1
clcn1,c1
cntnap2,c1
cul1,c1
ccdc126,c1
cycs,c1
c530044c16rik,c1
cbx3,c1
creb5,c1
cpvl,c1
chn2,c1
crhr2,c1
ccser1,c1
cd8b1,c1
cd8a,c1
chmp3,c1
capg,c1
ctnna2,c1
ccdc142,c1
ccdc142os,c1
clec4f,c1
cd207,c1
cyp26b1,c1
cct7,c1
c87436,c1
cnbp,c1
copg1,c1
chchd6,c1
chst13,c1
cfap100,c1
chchd4,c1
ccdc174,c1
cntn3,c1
chl1,c1
cntn6,c1
cntn4,c1
crbn,c1
cav3,c1
cpne9,c1
camk1,c1
cidec,c1
creld1,c1
cand2,c1
cxcl12,c1
csgalnact2,c1
cacna1c,c1
cacna2d4,c1
ccdc77,c1
cecr2,c1
c3ar1,c1
clec4a1,c1
clec4a3,c1
clec4a4,c1
clec4b1,c1
clec4a2,c1
clec4b2,c1
clec4n,c1
clec4d,c1
clec4e,c1
cd163,c1
clstn3,c1
c1rl,c1
c1ra,c1
c1s1,c1
c1rb,c1
c1s2,c1
cdca3,c1
cd4,c1
cops7a,c1
chd4,c1
cd27,c1
cd9,c1
ccnd2,c1
cracr2a,c1
clec2h,c1
clec2i,c1
clec2g,c1
clec2e,c1
clec2d,c1
cd69,c1
clec12a,c1
clec12b,c1
clec1b,c1
clec9a,c1
clec1a,c1
crebl2,c1
cdkn1b,c1
capza3,c1
cmas,c1
c2cd5,c1
casc1,c1
ccdc91,c1
caprin2,c1
cacng7,c1
cacng8,c1
cacng6,c1
cnot3,c1
cdc42ep5,c1
cox6b2,c1
ccdc106,c1
clcn4,c1
chmp2a,c1
cabp5,c1
crx,c1
crxos,c1
c5ar2,c1
c5ar1,c1
ccdc9,c1
ceacam15,c1
ceacam9,c1
calm3,c1
ccdc8,c1
ceacam3,c1
ceacam5,c1
ceacam14,c1
ceacam11,c1
ceacam13,c1
ceacam12,c1
ccdc61,c1
cd3eap,c1
ckm,c1
clasrp,c1
clptm1,c1
cblc,c1
ceacam16,c1
ceacam19,c1
ceacam20,c1
cadm4,c1
cd177,c1
ceacam10,c1
cd79a,c1
cic,c1
cnfn,c1
cxcl17,c1
ceacam1,c1
ceacam2,c1
ccdc97,c1
cyp2s1,c1
cyp2b10,c1
cyp2b13,c1
cyp2b9,c1
cyp2a4,c1
cyp2b23,c1
cyp2b19,c1
cyp2g1,c1
cyp2a5,c1
cyp2a22,c1
cyp2a12,c1
cyp2f2,c1
cyp2t4,c1
coq8b,c1
ccer2,c1
capn12,c1
catsperg1,c1
catsperg2,c1
cox7a1,c1
capns1,c1
clip3,c1
cox6b1,c1
cd22,c1
chst8,c1
cebpg,c1
cebpa,c1
cep89,c1
ccne1,c1
cldnd2,c1
cd33,c1
ceacam18,c1
ctu1,c1
clec11a,c1
cpt1c,c1
ccdc155,c1
cd37,c1
car11,c1
cyth2,c1
ccdc114,c1
c86187,c1
csrp3,c1
cyfip1,c1
chrna7,c1
chsy1,c1
cers3,c1
chd2,c1
cib1,c1
crtc3,c1
cpeb1,c1
cfap161,c1
cemip,c1
ctsc,c1
ccdc81,c1
ccdc83,c1
ccdc89,c1
crebzf,c1
ccdc90b,c1
clns1a,c1
capn5,c1
chrdl2,c1
c2cd3,c1
coa4,c1
clpb,c1
chrna10,c1
cnga4,c1
cckbr,c1
cavin3,c1
cyb5r2,c1
ctr9,c1
copb1,c1
cyp2r1,c1
calca,c1
calcb,c1
coq7,c1
ccp110,c1
crym,c1
cdr2,c1
cog7,c1
chp2,c1
cacng3,c1
cd19,c1
cln3,c1
coro1a,c1
cdiptos,c1
cdipt,c1
cd2bp2,c1
ccdc189,c1
ctf1,c1
ctf2,c1
cox6a2,c1
cuzd1,c1
cpxm2,c1
chst15,c1
ctbp2,c1
clrn3,c1
c030029h02rik,c1
c230079o03rik,c1
cfap46,c1
caly,c1
cd163l1,c1
cyp2e1,c1
c330022c24rik,c1
cox8b,c1
cdhr5,c1
cend1,c1
cracr2b,c1
cd151,c1
chid1,c1
ctsd,c1
cd81,c1
cdkn1c,c1
cars,c1
cttn,c1
ccnd1,c1
c330021f23rik,c1
camsap3,c1
clec4g,c1
cd209a,c1
cd209e,c1
cd209d,c1
cd209b,c1
cd209c,c1
cd209f,c1
cd209g,c1
ctxn1,c1
ccl25,c1
cers4,c1
col4a1,c1
col4a2,c1
cars2,c1
cul4a,c1
cdc16,c1
champ1,c1
coprs,c1
c030037f17rik,c1
cln8,c1
csmd1,c1
ccdc70,c1
ckap2,c1
chrnb3,c1
chrna6,c1
cldn23,c1
cnot7,c1
cyp4v3,c1
ccdc110,c1
cfap97,c1
cenpu,c1
casp3,c1
cdkn2aip,c1
cldn22,c1
c130073e24rik,c1
cep44,c1
clcn3,c1
cbr4,c1
cpe,c1
csgalnact1,c1
cilp2,c1
cope,c1
cers1,c1
comp,c1
crtc1,c1
crlf1,c1
ccdc124,c1
colgalt1,c1
cyp4f18,c1
cib3,c1
calr3,c1
cherp,c1
clgn,c1
c330011m18rik,c1
cc2d1a,c1
ccdc130,c1
cacna1a,c1
calr,c1
cks1brt,c1
cbln1,c1
cnep1r1,c1
cyld,c1
chd9,c1
capns2,c1
ces1a,c1
ces1b,c1
ces1c,c1
ces1d,c1
ces1e,c1
ces1f,c1
ces1g,c1
ces1h,c1
ces5a,c1
c78859,c1
cpne2,c1
ccl22,c1
cx3cl1,c1
ccl17,c1
ciapin1,c1
coq9,c1
ccdc102a,c1
cngb1,c1
cfap20,c1
csnk2a2,c1
ccdc113,c1
cnot1,c1
cdh8,c1
cdh11,c1
cdh5,c1
cklf,c1
cmtm2a,c1
cmtm1,c1
cmtm2b,c1
cmtm3,c1
cmtm4,c1
car7,c1
cdh16,c1
ces2a,c1
ces2b,c1
ces2c,c1
ces2e,c1
ces2f,c1
ces2g,c1
ces2h,c1
ces3a,c1
ces3b,c1
ces4a,c1
cbfb,c1
ctcf,c1
carmil2,c1
cenpt,c1
ctrl,c1
cdh3,c1
cdh1,c1
chtf8,c1
cog8,c1
cyb5b,c1
chst4,c1
calb2,c1
cmtr2,c1
cog4,c1
clec18a,c1
ctrb1,c1
cfdp1,c1
chst5,c1
cntnap4,c1
clec3a,c1
cdyl2,c1
cmc2,c1
cenpn,c1
cmip,c1
cdh13,c1
cotl1,c1
crispld2,c1
cox4i1,c1
car5a,c1
cyba,c1
ctu2,c1
cdt1,c1
cbfa2t3,c1
c230057m02rik,c1
cdh15,c1
cpne7,c1
chmp1a,c1
cdk10,c1
ccsap,c1
cog2,c1
capn9,c1
coa6,c1
ccdc7a,c1
ccdc7b,c1
cwf19l2,c1
casp1,c1
casp4,c1
casp12,c1
cep126,c1
cntn5,c1
ccdc82,c1
cep57,c1
cwc15,c1
cep295,c1
chordc1,c1
col5a3,c1
cdc37,c1
cdkn2d,c1
carm1,c1
ccdc159,c1
ccdc151,c1
cnn1,c1
cypt4,c1
cdon,c1
chek1,c1
ccdc15,c1
clmp,c1
crtam,c1
cbl,c1
ccdc153,c1
c2cd2l,c1
ccdc84,c1
c030014i23rik,c1
cxcr5,c1
cd3g,c1
cd3d,c1
cd3e,c1
cep164,c1
cadm1,c1
cryab,c1
colca2,c1
cul5,c1
cyp19a1,c1
cib2,c1
crabp1,c1
chrna5,c1
chrna3,c1
chrnb4,c1
cspg4,c1
commd4,c1
cox5a,c1
cplx3,c1
csk,c1
cyp1a2,c1
cyp1a1,c1
clk3,c1
cyp11a1,c1
ccdc33,c1
cd276,c1
celf6,c1
coro2b,c1
cln6,c1
calml4,c1
cilp,c1
clpx,c1
csnk1g1,c1
car12,c1
c2cd4b,c1
c2cd4a,c1
ccnb2,c1
cgnl1,c1
ccpg1os,c1
ccpg1,c1
cd109,c1
col12a1,c1
cox7a2,c1
cyb5r4,c1
cep162,c1
ctsh,c1
chst2,c1
c78334,c1
clstn2,c1
copb2,c1
cep70,c1
cldn18,c1
cep63,c1
cdv3,c1
cpne4,c1
col6a6,c1
col6a5,c1
col6a4,c1
cish,c1
cacna2d2,c1
cyb561d2,c1
camkv,c1
cdhr4,c1
ccdc36,c1
ccdc71,c1
celsr3,c1
col7a1,c1
ccdc51,c1
camp,c1
cdc25a,c1
cspg5,c1
ccdc12,c1
ccrl2,c1
clasp2,c1
crtap,c1
ccr4,c1
c130032m10rik,c1
cnot10,c1
cmtm6,c1
cmtm7,c1
cmtm8,c1
cmc1,c1
ctdspl,c1
cx3cr1,c1
csrnp1,c1
ccr8,c1
ctnnb1,c1
cck,c1
ccdc13,c1
cyp8b1,c1
clec3b,c1
cdcp1,c1
ccr9,c1
cxcr6,c1
ccr1,c1
ccr1l1,c1
ccr3,c1
ccr2,c1
ccr5,c1
ccdc170,c1
cnksr3,c1
c330004p14rik,c1
cited2,c1
ccdc28a,c1
cenpw,c1
clvs2,c1
col10a1,c1
cdk19,c1
cdk19os,c1
cdc40,c1
cd164,c1
ccdc162,c1
cep57l1,c1
cd24a,c1
crybg1,c1
cep85l,c1
ccdc138,c1
chst3,c1
cdh23,c1
col13a1,c1
ccar1,c1
ctnna3,c1
cabcoco1,c1
cdk1,c1
ccdc6,c1
c730027h18rik,c1
cisd1,c1
cabin1,c1
chchd10,c1
col6a2,c1
col6a1,c1
col18a1,c1
cstb,c1
casp14,c1
ccdc105,c1
c2cd4c,c1
cdc34,c1
cfd,c1
cnn2,c1
cbarp,c1
cirbp,c1
csnk1g2,c1
creb3l3,c1
cactin,c1
celf5,c1
chst11,c1
c230099d08rik,c1
ckap4,c1
cry1,c1
chpt1,c1
cfap54,c1
cdk17,c1
ccdc38,c1
cep83,c1
cradd,c1
ccer1,c1
c030005k15rik,c1
csl,c1
cep290,c1
ccdc59,c1
csrp2,c1
caps2,c1
cnot2,c1
cct2,c1
cpsf6,c1
cpm,c1
cand1,c1
ctdsp2,c1
cyp27b1,c1
cdk4,c1
cnpy2,c1
cs,c1
coq10a,c1
cdk2,c1
cd63,c1
ccdc157,c1
cabp7,c1
ccdc117,c1
camk2b,c1
ccm2,c1
cobl,c1
cnrip1,c1
c1d,c1
cep68,c1
commd1,c1
cct4,c1
ccdc85a,c1
cfap36,c1
ccdc88a,c1
clhc1,c1
chac2,c1
cpeb4,c1
ccng1,c1
c1qtnf2,c1
ccnjl,c1
clint1,c1
cyfip2,c1
cnot6,c1
canx,c1
cby3,c1
clk4,c1
col23a1,c1
cdkn2aipnl,c1
cdkl3,c1
csf2,c1
cdc42se2,c1
ccdc69,c1
cnot8,c1
cops3,c1
cenpv,c1
cdrt4,c1
cdrt4os1,c1
cox10,c1
cfap52,c1
c78197,c1
ccdc42os,c1
ccdc42,c1
ctc1,c1
cntrob,c1
chd3,c1
cyb5d1,c1
cd68,c1
chrnb1,c1
cldn7,c1
ctdnep1,c1
clec10a,c1
cxcl16,c1
chrne,c1
camta2,c1
c1qbp,c1
cyb5d2,c1
camkk1,c1
ctns,c1
ccdc92b,c1
cluh,c1
crk,c1
cpd,c1
coro6,c1
cryba1,c1
crlf3,c1
cdk5r1,c2
ccl2,c2
ccl7,c2
ccl11,c2
ccl12,c2
ccl8,c2
ccl1,c2
cct6b,c2
ccl5,c2
ccl9,c2
ccl6,c2
ccl3,c2
ccl4,c2
car4,c2
cltc,c2
cuedc1,c2
ccdc182,c2
c030037d09rik,c2
coil,c2
cox11,c2
car10,c2
cacna1g,c2
chad,c2
cdc34b,c2
col1a1,c2
calcoco2,c2
cbx1,c2
copz2,c2
cdk5rap3,c2
cisd3,c2
cwc25,c2
cacnb1,c2
cdk12,c2
csf3,c2
casc3,c2
cdc6,c2
ccr7,c2
cnp,c2
cavin1,c2
coasy,c2
cntnap1,c2
ccr10,c2
coa3,c2
cntd1,c2
cd300lg,c2
ccdc43,c2
ccdc103,c2
c1ql1,c2
crhr1,c2
cdc27,c2
cyb561,c2
ccdc47,c2
cd79b,c2
cep95,c2
c330019f10rik,c2
cacng1,c2
cacng4,c2
cacng5,c2
